WP_002764162.1	lcl|NZ_AOHJ01000104.1_cds_WP_000340715.1_2107	93.902	82	106
WP_004279997.1	lcl|NZ_AOHJ01000104.1_cds_WP_000410266.1_2108	91.613	310	327
WP_004279997.1	lcl|NZ_AOHJ01000104.1_cds_WP_000646254.1_2111	27.778	252	327
WP_004279997.1	lcl|NZ_AOHJ01000112.1_cds_WP_000744698.1_2359	22.936	327	327
WP_004279997.1	lcl|NZ_AOHJ01000145.1_cds_WP_000723091.1_3139	22.759	290	327
WP_004279997.1	lcl|NZ_AOHJ01000104.1_cds_WP_001067557.1_2114	24.847	326	327
WP_004279997.1	lcl|NZ_AOHJ01000038.1_cds_WP_002072074.1_847	23.856	306	327
WP_004280807.1	lcl|NZ_AOHJ01000145.1_cds_WP_000282882.1_3143	29.362	235	220
WP_004280807.1	lcl|NZ_AOHJ01000098.1_cds_WP_001099039.1_1944	26.906	223	220
WP_004280807.1	lcl|NZ_AOHJ01000121.1_cds_WP_000840861.1_2551	29.808	104	220
WP_004280807.1	lcl|NZ_AOHJ01000174.1_cds_WP_000868621.1_3652	29.670	91	220
WP_004280807.1	lcl|NZ_AOHJ01000145.1_cds_WP_001114273.1_3136	26.136	176	220
WP_004280807.1	lcl|NZ_AOHJ01000029.1_cds_WP_000262844.1_570	24.638	207	220
WP_004280570.1	lcl|NZ_AOHJ01000150.1_cds_WP_001033784.1_3317	32.571	350	354
WP_004280570.1	lcl|NZ_AOHJ01000103.1_cds_WP_001011666.1_2090	33.898	295	354
WP_004280570.1	lcl|NZ_AOHJ01000150.1_cds_WP_002072154.1_3323	28.435	313	354
WP_004280570.1	lcl|NZ_AOHJ01000150.1_cds_WP_001033784.1_3317	32.571	350	354
WP_004280570.1	lcl|NZ_AOHJ01000103.1_cds_WP_001011666.1_2090	33.898	295	354
WP_004280570.1	lcl|NZ_AOHJ01000150.1_cds_WP_002072154.1_3323	28.435	313	354
WP_004280623.1	lcl|NZ_AOHJ01000097.1_cds_WP_000696059.1_1890	43.373	166	230
WP_004280623.1	lcl|NZ_AOHJ01000137.1_cds_WP_001014594.1_2951	28.365	208	230
WP_004280623.1	lcl|NZ_AOHJ01000150.1_cds_WP_000440091.1_3322	25.118	211	230
WP_004280623.1	lcl|NZ_AOHJ01000123.1_cds_WP_000721854.1_2622	30.000	110	230
WP_004280004.1	lcl|NZ_AOHJ01000163.1_cds_WP_001281953.1_3517	32.172	373	387
WP_004280004.1	lcl|NZ_AOHJ01000010.1_cds_WP_000228801.1_114	34.728	239	387
WP_004280004.1	lcl|NZ_AOHJ01000104.1_cds_WP_000608294.1_2116	34.322	236	387
WP_004280004.1	lcl|NZ_AOHJ01000150.1_cds_WP_000172659.1_3325	34.400	250	387
WP_004280004.1	lcl|NZ_AOHJ01000104.1_cds_WP_001198107.1_2115	36.893	206	387
WP_004280004.1	lcl|NZ_AOHJ01000064.1_cds_WP_000575181.1_1394	29.329	283	387
WP_004280004.1	lcl|NZ_AOHJ01000070.1_cds_WP_000538754.1_1537	27.103	321	387
WP_004280004.1	lcl|NZ_AOHJ01000082.1_cds_WP_001982414.1_1706	26.160	237	387
WP_004280553.1	lcl|NZ_AOHJ01000097.1_cds_WP_000696059.1_1890	34.836	244	572
WP_004280553.1	lcl|NZ_AOHJ01000150.1_cds_WP_000440091.1_3322	27.404	208	572
WP_004280553.1	lcl|NZ_AOHJ01000155.1_cds_WP_000613389.1_3382	23.196	194	572
WP_004280553.1	lcl|NZ_AOHJ01000123.1_cds_WP_000721854.1_2622	33.628	113	572
WP_004280553.1	lcl|NZ_AOHJ01000097.1_cds_WP_000696059.1_1890	34.836	244	572
WP_004280553.1	lcl|NZ_AOHJ01000150.1_cds_WP_000440091.1_3322	27.404	208	572
WP_004280553.1	lcl|NZ_AOHJ01000155.1_cds_WP_000613389.1_3382	23.196	194	572
WP_004280553.1	lcl|NZ_AOHJ01000123.1_cds_WP_000721854.1_2622	33.628	113	572
WP_004280727.1	lcl|NZ_AOHJ01000104.1_cds_WP_001198107.1_2115	36.667	270	417
WP_004280727.1	lcl|NZ_AOHJ01000104.1_cds_WP_000608294.1_2116	34.717	265	417
WP_004280727.1	lcl|NZ_AOHJ01000163.1_cds_WP_001281953.1_3517	28.440	327	417
WP_004280727.1	lcl|NZ_AOHJ01000064.1_cds_WP_000575181.1_1394	34.646	254	417
WP_004280727.1	lcl|NZ_AOHJ01000150.1_cds_WP_000172659.1_3325	29.050	358	417
WP_004280727.1	lcl|NZ_AOHJ01000010.1_cds_WP_000228801.1_114	36.792	212	417
WP_004280727.1	lcl|NZ_AOHJ01000070.1_cds_WP_000538754.1_1537	27.668	253	417
WP_004280727.1	lcl|NZ_AOHJ01000082.1_cds_WP_001982414.1_1706	24.280	243	417
