WP_002764162.1	lcl|NZ_JAIZBM010000006.1_cds_WP_035983633.1_3425	62.162	74	106
WP_004279997.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839019.1_3422	80.192	313	327
WP_004279997.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837578.1_1560	24.138	319	327
WP_004279997.1	lcl|NZ_JAIZBM010000002.1_cds_WP_135748906.1_1533	28.261	276	327
WP_004279997.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839020.1_3423	21.569	255	327
WP_004279997.1	lcl|NZ_JAIZBM010000001.1_cds_WP_238836630.1_364	23.853	327	327
WP_004279997.1	lcl|NZ_JAIZBM010000007.1_cds_WP_238839131.1_3564	21.320	197	327
WP_004280807.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838974.1_3379	31.496	127	220
WP_004280807.1	lcl|NZ_JAIZBM010000003.1_cds_WP_238838039.1_2156	25.000	152	220
WP_004280807.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838971.1_3376	33.333	96	220
WP_004280807.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837853.1_1922	33.028	109	220
WP_004280807.1	lcl|NZ_JAIZBM010000003.1_cds_WP_238838094.1_2237	33.333	108	220
WP_004280807.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238838973.1_3378	26.667	105	220
WP_004280807.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837810.1_1868	21.008	119	220
WP_004280570.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839012.1_3416	30.682	352	354
WP_004280570.1	lcl|NZ_JAIZBM010000001.1_cds_WP_238837008.1_866	33.673	294	354
WP_004280570.1	lcl|NZ_JAIZBM010000006.1_cds_WP_238839012.1_3416	30.682	352	354
WP_004280570.1	lcl|NZ_JAIZBM010000001.1_cds_WP_238837008.1_866	33.673	294	354
WP_004280623.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837199.1_1124	28.505	214	230
WP_004280623.1	lcl|NZ_JAIZBM010000002.1_cds_WP_238837191.1_1109	23.729	118	230
