WP_002764162.1	lcl|NZ_MSFX01000066.1_cds_WP_002614501.1_2414	97.561	82	106
WP_004279997.1	lcl|NZ_MSFX01000066.1_cds_WP_004503085.1_2413	97.097	310	327
WP_004279997.1	lcl|NZ_MSFX01000066.1_cds_BUQ74_RS16230_2394	63.492	63	327
WP_004279997.1	lcl|NZ_MSFX01000066.1_cds_WP_004503081.1_2410	28.175	252	327
WP_004279997.1	lcl|NZ_MSFX01000008.1_cds_WP_002615921.1_3457	23.765	324	327
WP_004279997.1	lcl|NZ_MSFX01000040.1_cds_WP_004499129.1_1374	22.837	289	327
WP_004279997.1	lcl|NZ_MSFX01000053.1_cds_WP_004495474.1_2098	25.080	311	327
WP_004279997.1	lcl|NZ_MSFX01000095.1_cds_WP_004503074.1_3067	21.951	328	327
WP_004279997.1	lcl|NZ_MSFX01000040.1_cds_WP_004503537.1_1348	21.774	248	327
WP_004280069.1	lcl|NZ_MSFX01000105.1_cds_WP_061216803.1_3351	42.210	353	361
WP_004280807.1	lcl|NZ_MSFX01000040.1_cds_WP_004503590.1_1370	28.708	209	220
WP_004280807.1	lcl|NZ_MSFX01000012.1_cds_WP_004500776.1_49	27.149	221	220
WP_004280807.1	lcl|NZ_MSFX01000040.1_cds_WP_004503516.1_1349	33.696	92	220
WP_004280807.1	lcl|NZ_MSFX01000022.1_cds_WP_004501890.1_630	31.034	116	220
WP_004280807.1	lcl|NZ_MSFX01000040.1_cds_WP_026054394.1_1369	27.273	110	220
WP_004280807.1	lcl|NZ_MSFX01000043.1_cds_WP_002617392.1_1632	29.787	94	220
WP_004280570.1	lcl|NZ_MSFX01000095.1_cds_WP_061216758.1_3054	36.578	339	354
WP_004280570.1	lcl|NZ_MSFX01000105.1_cds_WP_061216804.1_3348	33.742	326	354
WP_004280570.1	lcl|NZ_MSFX01000069.1_cds_WP_020781505.1_2609	33.788	293	354
WP_004280570.1	lcl|NZ_MSFX01000095.1_cds_WP_061216758.1_3054	36.578	339	354
WP_004280570.1	lcl|NZ_MSFX01000105.1_cds_WP_061216804.1_3348	33.742	326	354
WP_004280570.1	lcl|NZ_MSFX01000069.1_cds_WP_020781505.1_2609	33.788	293	354
WP_004280623.1	lcl|NZ_MSFX01000005.1_cds_WP_016760232.1_2930	29.048	210	230
WP_004280623.1	lcl|NZ_MSFX01000017.1_cds_WP_004497218.1_357	30.000	110	230
WP_004280623.1	lcl|NZ_MSFX01000040.1_cds_WP_004503606.1_1340	29.060	117	230
WP_004280359.1	lcl|NZ_MSFX01000105.1_cds_WP_004503986.1_3354	42.508	614	599
WP_004280359.1	lcl|NZ_MSFX01000028.1_cds_WP_061216736.1_999	28.659	656	599
WP_004280359.1	lcl|NZ_MSFX01000126.1_cds_WP_004503509.1_3753	33.898	295	599
WP_004280004.1	lcl|NZ_MSFX01000066.1_cds_WP_004503032.1_2396	37.918	269	387
WP_004280004.1	lcl|NZ_MSFX01000013.1_cds_WP_076621666.1_158	31.099	373	387
WP_004280004.1	lcl|NZ_MSFX01000095.1_cds_WP_076621889.1_3057	31.559	263	387
WP_004280004.1	lcl|NZ_MSFX01000105.1_cds_WP_004503984.1_3349	27.222	360	387
WP_004280004.1	lcl|NZ_MSFX01000095.1_cds_WP_004503099.1_3071	31.963	219	387
WP_004280004.1	lcl|NZ_MSFX01000038.1_cds_WP_061216771.1_1255	24.863	366	387
WP_004280004.1	lcl|NZ_MSFX01000040.1_cds_BUQ74_RS12280_1368	38.053	113	387
WP_004280066.1	lcl|NZ_MSFX01000028.1_cds_WP_061216736.1_999	41.569	599	583
WP_004280066.1	lcl|NZ_MSFX01000126.1_cds_WP_004503509.1_3753	34.163	603	583
WP_004280066.1	lcl|NZ_MSFX01000105.1_cds_WP_004503986.1_3354	26.358	626	583
WP_004280553.1	lcl|NZ_MSFX01000005.1_cds_WP_016760232.1_2930	30.924	249	572
WP_004280553.1	lcl|NZ_MSFX01000033.1_cds_WP_004496749.1_1129	22.047	127	572
WP_004280553.1	lcl|NZ_MSFX01000005.1_cds_WP_016760232.1_2930	30.924	249	572
WP_004280553.1	lcl|NZ_MSFX01000033.1_cds_WP_004496749.1_1129	22.047	127	572
WP_004280727.1	lcl|NZ_MSFX01000066.1_cds_WP_004503032.1_2396	40.000	215	417
WP_004280727.1	lcl|NZ_MSFX01000013.1_cds_WP_076621666.1_158	28.736	348	417
WP_004280727.1	lcl|NZ_MSFX01000105.1_cds_WP_004503984.1_3349	29.367	395	417
WP_004280727.1	lcl|NZ_MSFX01000095.1_cds_WP_004503099.1_3071	32.453	265	417
WP_004280727.1	lcl|NZ_MSFX01000040.1_cds_BUQ74_RS12280_1368	33.071	127	417
WP_004280727.1	lcl|NZ_MSFX01000040.1_cds_BUQ74_RS12280_1368	35.507	138	417
WP_004280727.1	lcl|NZ_MSFX01000095.1_cds_WP_076621889.1_3057	29.876	241	417
WP_004280727.1	lcl|NZ_MSFX01000005.1_cds_WP_002615575.1_2856	28.631	241	417
WP_004280727.1	lcl|NZ_MSFX01000038.1_cds_WP_061216771.1_1255	24.280	243	417
WP_004280171.1	lcl|NZ_MSFX01000105.1_cds_WP_016759832.1_3355	28.221	163	182
WP_237578347.1	lcl|NZ_MSFX01000105.1_cds_WP_004503986.1_3354	41.914	606	611
WP_237578347.1	lcl|NZ_MSFX01000028.1_cds_WP_061216736.1_999	30.732	628	611
