WP_002764162.1	lcl|NZ_AOVT01000122.1_cds_WP_000340715.1_2575	93.902	82	106
WP_004279997.1	lcl|NZ_AOVT01000122.1_cds_WP_000410273.1_2574	91.613	310	327
WP_004279997.1	lcl|NZ_AOVT01000122.1_cds_WP_000093099.1_2554	58.730	63	327
WP_004279997.1	lcl|NZ_AOVT01000122.1_cds_WP_000646250.1_2571	28.175	252	327
WP_004279997.1	lcl|NZ_AOVT01000131.1_cds_WP_000744700.1_2955	22.936	327	327
WP_004279997.1	lcl|NZ_AOVT01000122.1_cds_WP_000600889.1_2545	23.656	186	327
WP_004279997.1	lcl|NZ_AOVT01000120.1_cds_WP_000723090.1_2481	22.414	290	327
WP_004279997.1	lcl|NZ_AOVT01000122.1_cds_WP_001067557.1_2568	24.847	326	327
WP_004279997.1	lcl|NZ_AOVT01000073.1_cds_WP_001984071.1_1262	23.529	306	327
WP_004280069.1	lcl|NZ_AOVT01000122.1_cds_WP_000202830.1_2535	42.210	353	361
WP_004280807.1	lcl|NZ_AOVT01000120.1_cds_WP_000282880.1_2485	29.787	235	220
WP_004280807.1	lcl|NZ_AOVT01000016.1_cds_WP_001099029.1_159	26.906	223	220
WP_004280807.1	lcl|NZ_AOVT01000122.1_cds_WP_001068986.1_2517	30.435	92	220
WP_004280807.1	lcl|NZ_AOVT01000020.1_cds_WP_000840858.1_209	29.808	104	220
WP_004280807.1	lcl|NZ_AOVT01000144.1_cds_WP_000868621.1_3419	29.670	91	220
WP_004280807.1	lcl|NZ_AOVT01000144.1_cds_WP_000262844.1_3378	24.638	207	220
WP_004280807.1	lcl|NZ_AOVT01000153.1_cds_WP_001114267.1_3715	26.136	176	220
WP_004280570.1	lcl|NZ_AOVT01000122.1_cds_WP_001230564.1_2542	35.988	339	354
WP_004280570.1	lcl|NZ_AOVT01000122.1_cds_WP_000582618.1_2538	33.742	326	354
WP_004280570.1	lcl|NZ_AOVT01000013.1_cds_WP_001011675.1_82	33.898	295	354
WP_004280570.1	lcl|NZ_AOVT01000122.1_cds_WP_001230564.1_2542	35.988	339	354
WP_004280570.1	lcl|NZ_AOVT01000122.1_cds_WP_000582618.1_2538	33.742	326	354
WP_004280570.1	lcl|NZ_AOVT01000013.1_cds_WP_001011675.1_82	33.898	295	354
WP_004280623.1	lcl|NZ_AOVT01000074.1_cds_WP_001014594.1_1292	28.365	208	230
WP_004280623.1	lcl|NZ_AOVT01000128.1_cds_WP_000721859.1_2811	30.000	110	230
WP_004280359.1	lcl|NZ_AOVT01000122.1_cds_WP_000698820.1_2532	42.020	614	599
WP_004280004.1	lcl|NZ_AOVT01000122.1_cds_WP_000582222.1_2556	38.211	246	387
WP_004280004.1	lcl|NZ_AOVT01000116.1_cds_WP_001281953.1_2442	32.172	373	387
WP_004280004.1	lcl|NZ_AOVT01000122.1_cds_WP_000608295.1_2566	34.322	236	387
WP_004280004.1	lcl|NZ_AOVT01000122.1_cds_WP_000947844.1_2544	31.559	263	387
WP_004280004.1	lcl|NZ_AOVT01000122.1_cds_WP_001198107.1_2567	36.893	206	387
WP_004280004.1	lcl|NZ_AOVT01000122.1_cds_WP_000346036.1_2537	27.147	361	387
WP_004280004.1	lcl|NZ_AOVT01000122.1_cds_WP_000575178.1_2498	29.682	283	387
WP_004280004.1	lcl|NZ_AOVT01000128.1_cds_WP_000538752.1_2829	27.103	321	387
WP_004280004.1	lcl|NZ_AOVT01000038.1_cds_WP_001982414.1_519	26.160	237	387
WP_004280066.1	lcl|NZ_AOVT01000122.1_cds_WP_000698820.1_2532	27.157	626	583
WP_004280553.1	lcl|NZ_AOVT01000125.1_cds_WP_000613386.1_2699	23.077	130	572
WP_004280553.1	lcl|NZ_AOVT01000128.1_cds_WP_000721859.1_2811	33.333	117	572
WP_004280553.1	lcl|NZ_AOVT01000125.1_cds_WP_000613386.1_2699	23.077	130	572
WP_004280553.1	lcl|NZ_AOVT01000128.1_cds_WP_000721859.1_2811	33.333	117	572
WP_004280727.1	lcl|NZ_AOVT01000122.1_cds_WP_001198107.1_2567	36.667	270	417
WP_004280727.1	lcl|NZ_AOVT01000122.1_cds_WP_000608295.1_2566	34.717	265	417
WP_004280727.1	lcl|NZ_AOVT01000122.1_cds_WP_000575178.1_2498	35.039	254	417
WP_004280727.1	lcl|NZ_AOVT01000116.1_cds_WP_001281953.1_2442	28.440	327	417
WP_004280727.1	lcl|NZ_AOVT01000122.1_cds_WP_000346036.1_2537	29.367	395	417
WP_004280727.1	lcl|NZ_AOVT01000122.1_cds_WP_000582222.1_2556	37.850	214	417
WP_004280727.1	lcl|NZ_AOVT01000122.1_cds_WP_000947844.1_2544	27.239	268	417
WP_004280727.1	lcl|NZ_AOVT01000128.1_cds_WP_000538752.1_2829	27.668	253	417
WP_004280727.1	lcl|NZ_AOVT01000038.1_cds_WP_001982414.1_519	24.280	243	417
WP_237578347.1	lcl|NZ_AOVT01000122.1_cds_WP_000698820.1_2532	42.454	603	611
WP_004280422.1	lcl|NZ_AOVT01000074.1_cds_WP_001014594.1_1292	27.236	246	242
WP_004280656.1	lcl|NZ_AOVT01000036.1_cds_WP_000998676.1_494	32.271	251	255
WP_004280656.1	lcl|NZ_AOVT01000138.1_cds_WP_000566240.1_3213	27.843	255	255
WP_004280656.1	lcl|NZ_AOVT01000068.1_cds_WP_000043153.1_1107	26.038	265	255
WP_004280656.1	lcl|NZ_AOVT01000060.1_cds_WP_000653653.1_831	26.820	261	255
WP_004280656.1	lcl|NZ_AOVT01000138.1_cds_WP_001968389.1_3241	27.757	263	255
WP_004280656.1	lcl|NZ_AOVT01000069.1_cds_WP_000351752.1_1124	24.535	269	255
WP_004280656.1	lcl|NZ_AOVT01000080.1_cds_WP_000646914.1_1423	27.568	185	255
WP_004280656.1	lcl|NZ_AOVT01000048.1_cds_WP_000800040.1_632	27.320	194	255
WP_004280656.1	lcl|NZ_AOVT01000120.1_cds_WP_000723090.1_2481	27.861	201	255
WP_004280656.1	lcl|NZ_AOVT01000047.1_cds_WP_001069860.1_627	26.220	164	255
WP_004280656.1	lcl|NZ_AOVT01000079.1_cds_WP_001074690.1_1367	24.352	193	255
WP_004280656.1	lcl|NZ_AOVT01000146.1_cds_WP_000093663.1_3492	23.000	200	255
WP_004280656.1	lcl|NZ_AOVT01000131.1_cds_WP_000744700.1_2955	33.333	72	255
WP_004280656.1	lcl|NZ_AOVT01000111.1_cds_LEP2GSC103_RS0113000_2255	23.394	218	255
WP_004280493.1	lcl|NZ_AOVT01000085.1_cds_WP_002185292.1_1625	27.879	330	314
WP_004280665.1	lcl|NZ_AOVT01000122.1_cds_WP_001230564.1_2542	37.132	272	282
WP_004280665.1	lcl|NZ_AOVT01000013.1_cds_WP_001011675.1_82	38.328	287	282
WP_004280665.1	lcl|NZ_AOVT01000122.1_cds_WP_000582618.1_2538	32.302	291	282
WP_004280909.1	lcl|NZ_AOVT01000116.1_cds_WP_001281953.1_2442	38.404	401	401
WP_004280909.1	lcl|NZ_AOVT01000122.1_cds_WP_000582222.1_2556	33.600	375	401
WP_004280909.1	lcl|NZ_AOVT01000122.1_cds_WP_000608295.1_2566	31.452	372	401
WP_004280909.1	lcl|NZ_AOVT01000122.1_cds_WP_000575178.1_2498	28.415	366	401
WP_004280909.1	lcl|NZ_AOVT01000122.1_cds_WP_001198107.1_2567	30.513	390	401
WP_004280909.1	lcl|NZ_AOVT01000122.1_cds_WP_000346036.1_2537	27.034	381	401
WP_004280909.1	lcl|NZ_AOVT01000122.1_cds_WP_000947844.1_2544	26.790	377	401
WP_004280909.1	lcl|NZ_AOVT01000038.1_cds_WP_001982414.1_519	25.781	384	401
WP_004280909.1	lcl|NZ_AOVT01000128.1_cds_WP_000538752.1_2829	26.772	381	401
WP_004280488.1	lcl|NZ_AOVT01000022.1_cds_WP_000172202.1_222	30.978	368	568
WP_004280488.1	lcl|NZ_AOVT01000122.1_cds_WP_000834715.1_2551	28.250	400	568
WP_004280488.1	lcl|NZ_AOVT01000128.1_cds_WP_000667646.1_2854	31.905	210	568
WP_004280488.1	lcl|NZ_AOVT01000131.1_cds_WP_000828455.1_3044	31.250	208	568
WP_004280488.1	lcl|NZ_AOVT01000022.1_cds_WP_000942282.1_236	32.836	201	568
WP_004280488.1	lcl|NZ_AOVT01000065.1_cds_WP_000666552.1_928	30.729	192	568
WP_004280488.1	lcl|NZ_AOVT01000125.1_cds_WP_001161019.1_2662	31.088	193	568
WP_004280488.1	lcl|NZ_AOVT01000154.1_cds_WP_000675807.1_3755	30.256	195	568
WP_004280488.1	lcl|NZ_AOVT01000035.1_cds_WP_000510777.1_467	29.954	217	568
WP_004280488.1	lcl|NZ_AOVT01000109.1_cds_WP_000047473.1_2167	33.333	192	568
WP_004280488.1	lcl|NZ_AOVT01000016.1_cds_WP_000184524.1_147	31.088	193	568
WP_004280488.1	lcl|NZ_AOVT01000014.1_cds_WP_001049206.1_116	32.000	200	568
WP_004280488.1	lcl|NZ_AOVT01000014.1_cds_WP_001049206.1_116	25.581	215	568
WP_004280488.1	lcl|NZ_AOVT01000044.1_cds_WP_000536762.1_573	32.903	155	568
WP_004280488.1	lcl|NZ_AOVT01000088.1_cds_WP_001052498.1_1677	29.570	186	568
WP_004280488.1	lcl|NZ_AOVT01000104.1_cds_WP_000619175.1_2038	31.148	183	568
WP_004280488.1	lcl|NZ_AOVT01000061.1_cds_WP_000433117.1_860	28.108	185	568
WP_004280488.1	lcl|NZ_AOVT01000060.1_cds_WP_000603361.1_821	31.707	164	568
WP_004280488.1	lcl|NZ_AOVT01000140.1_cds_WP_000052667.1_3310	27.638	199	568
WP_004280488.1	lcl|NZ_AOVT01000075.1_cds_WP_000590867.1_1310	26.289	194	568
WP_004280488.1	lcl|NZ_AOVT01000075.1_cds_WP_000590867.1_1310	23.626	182	568
WP_004280488.1	lcl|NZ_AOVT01000104.1_cds_WP_000218838.1_2037	27.982	218	568
WP_004280488.1	lcl|NZ_AOVT01000060.1_cds_WP_000054169.1_805	30.000	190	568
WP_004280488.1	lcl|NZ_AOVT01000128.1_cds_WP_000626143.1_2892	26.636	214	568
WP_004280488.1	lcl|NZ_AOVT01000128.1_cds_WP_000626143.1_2892	24.231	260	568
WP_004280488.1	lcl|NZ_AOVT01000136.1_cds_WP_001982953.1_3184	26.425	193	568
WP_004280488.1	lcl|NZ_AOVT01000061.1_cds_WP_001089500.1_892	28.293	205	568
WP_004280488.1	lcl|NZ_AOVT01000095.1_cds_WP_000598571.1_1845	26.061	165	568
WP_004280488.1	lcl|NZ_AOVT01000128.1_cds_WP_000136057.1_2805	27.451	204	568
WP_004280488.1	lcl|NZ_AOVT01000070.1_cds_WP_000431145.1_1185	26.754	228	568
WP_004280488.1	lcl|NZ_AOVT01000143.1_cds_WP_001141158.1_3366	22.857	210	568
WP_004280488.1	lcl|NZ_AOVT01000125.1_cds_WP_000481720.1_2737	24.138	203	568
WP_004280488.1	lcl|NZ_AOVT01000022.1_cds_WP_000172202.1_222	30.978	368	568
WP_004280488.1	lcl|NZ_AOVT01000122.1_cds_WP_000834715.1_2551	28.250	400	568
WP_004280488.1	lcl|NZ_AOVT01000128.1_cds_WP_000667646.1_2854	31.905	210	568
WP_004280488.1	lcl|NZ_AOVT01000131.1_cds_WP_000828455.1_3044	31.250	208	568
WP_004280488.1	lcl|NZ_AOVT01000022.1_cds_WP_000942282.1_236	32.836	201	568
WP_004280488.1	lcl|NZ_AOVT01000065.1_cds_WP_000666552.1_928	30.729	192	568
WP_004280488.1	lcl|NZ_AOVT01000125.1_cds_WP_001161019.1_2662	31.088	193	568
WP_004280488.1	lcl|NZ_AOVT01000154.1_cds_WP_000675807.1_3755	30.256	195	568
WP_004280488.1	lcl|NZ_AOVT01000035.1_cds_WP_000510777.1_467	29.954	217	568
WP_004280488.1	lcl|NZ_AOVT01000109.1_cds_WP_000047473.1_2167	33.333	192	568
WP_004280488.1	lcl|NZ_AOVT01000016.1_cds_WP_000184524.1_147	31.088	193	568
WP_004280488.1	lcl|NZ_AOVT01000014.1_cds_WP_001049206.1_116	32.000	200	568
WP_004280488.1	lcl|NZ_AOVT01000014.1_cds_WP_001049206.1_116	25.581	215	568
WP_004280488.1	lcl|NZ_AOVT01000044.1_cds_WP_000536762.1_573	32.903	155	568
WP_004280488.1	lcl|NZ_AOVT01000088.1_cds_WP_001052498.1_1677	29.570	186	568
