WP_002764162.1	lcl|NZ_NPEF02000017.1_cds_WP_100747355.1_2889	92.683	82	106
WP_004279997.1	lcl|NZ_NPEF02000017.1_cds_WP_100747354.1_2890	78.135	311	327
WP_004279997.1	lcl|NZ_NPEF02000017.1_cds_WP_100765507.1_2892	24.806	258	327
WP_004279997.1	lcl|NZ_NPEF02000001.1_cds_WP_100745423.1_42	22.222	324	327
WP_004280807.1	lcl|NZ_NPEF02000017.1_cds_WP_100765237.1_2925	31.718	227	220
WP_004280807.1	lcl|NZ_NPEF02000017.1_cds_WP_100748418.1_2933	31.313	99	220
WP_004280807.1	lcl|NZ_NPEF02000017.1_cds_WP_100765431.1_2910	25.688	218	220
WP_004280807.1	lcl|NZ_NPEF02000017.1_cds_WP_100747879.1_2912	29.412	102	220
WP_004280807.1	lcl|NZ_NPEF02000017.1_cds_WP_165783554.1_2931	27.523	109	220
WP_004280807.1	lcl|NZ_NPEF02000034.1_cds_WP_100746101.1_3828	29.310	116	220
WP_004280807.1	lcl|NZ_NPEF02000002.1_cds_WP_317572069.1_756	27.957	93	220
WP_004280807.1	lcl|NZ_NPEF02000033.1_cds_WP_207763178.1_3816	34.951	103	220
WP_004280807.1	lcl|NZ_NPEF02000019.1_cds_WP_100765745.1_3158	25.532	94	220
WP_004280570.1	lcl|NZ_NPEF02000017.1_cds_WP_100765602.1_2904	35.799	338	354
WP_004280570.1	lcl|NZ_NPEF02000017.1_cds_WP_100746366.1_2896	36.963	349	354
WP_004280570.1	lcl|NZ_NPEF02000005.1_cds_WP_100747095.1_1231	32.740	281	354
WP_004280570.1	lcl|NZ_NPEF02000017.1_cds_WP_100765602.1_2904	35.799	338	354
WP_004280570.1	lcl|NZ_NPEF02000017.1_cds_WP_100746366.1_2896	36.963	349	354
WP_004280570.1	lcl|NZ_NPEF02000005.1_cds_WP_100747095.1_1231	32.740	281	354
WP_004280623.1	lcl|NZ_NPEF02000021.1_cds_WP_100748082.1_3252	32.609	230	230
WP_004280623.1	lcl|NZ_NPEF02000007.1_cds_WP_100747911.1_1409	32.727	110	230
WP_004280004.1	lcl|NZ_NPEF02000017.1_cds_WP_317573413.1_2906	43.515	239	387
WP_004280004.1	lcl|NZ_NPEF02000017.1_cds_WP_100765430.1_2914	36.585	246	387
WP_004280004.1	lcl|NZ_NPEF02000008.1_cds_WP_207763204.1_1440	30.541	370	387
WP_004280004.1	lcl|NZ_NPEF02000017.1_cds_WP_100748380.1_2893	32.707	266	387
WP_004280004.1	lcl|NZ_NPEF02000017.1_cds_WP_100765434.1_2911	30.259	347	387
WP_004280004.1	lcl|NZ_NPEF02000016.1_cds_WP_100747108.1_2769	27.414	321	387
WP_004280004.1	lcl|NZ_NPEF02000008.1_cds_WP_165783399.1_1564	25.532	235	387
WP_004280553.1	lcl|NZ_NPEF02000021.1_cds_WP_100748082.1_3252	28.253	269	572
WP_004280553.1	lcl|NZ_NPEF02000009.1_cds_WP_100745621.1_1699	25.397	126	572
WP_004280553.1	lcl|NZ_NPEF02000021.1_cds_WP_100748082.1_3252	28.253	269	572
WP_004280553.1	lcl|NZ_NPEF02000009.1_cds_WP_100745621.1_1699	25.397	126	572
WP_004280727.1	lcl|NZ_NPEF02000017.1_cds_WP_100765434.1_2911	32.979	376	417
WP_004280727.1	lcl|NZ_NPEF02000017.1_cds_WP_100765430.1_2914	38.393	224	417
WP_004280727.1	lcl|NZ_NPEF02000017.1_cds_WP_317573413.1_2906	34.114	299	417
WP_004280727.1	lcl|NZ_NPEF02000008.1_cds_WP_207763204.1_1440	28.736	348	417
WP_004280727.1	lcl|NZ_NPEF02000017.1_cds_WP_100748380.1_2893	28.854	253	417
WP_004280727.1	lcl|NZ_NPEF02000016.1_cds_WP_100747108.1_2769	27.799	259	417
WP_004280727.1	lcl|NZ_NPEF02000008.1_cds_WP_165783399.1_1564	22.500	240	417
WP_237578348.1	lcl|NZ_NPEF02000016.1_cds_WP_100746062.1_2741	35.897	117	207
WP_237578348.1	lcl|NZ_NPEF02000015.1_cds_WP_100745978.1_2598	29.808	104	207
WP_237578348.1	lcl|NZ_NPEF02000017.1_cds_WP_100748027.1_2915	28.571	70	207
WP_237578348.1	lcl|NZ_NPEF02000023.1_cds_WP_100764593.1_3376	29.565	115	207
WP_237578348.1	lcl|NZ_NPEF02000005.1_cds_WP_100747020.1_1105	33.036	112	207
WP_004280422.1	lcl|NZ_NPEF02000021.1_cds_WP_100748082.1_3252	32.558	215	242
WP_004280656.1	lcl|NZ_NPEF02000001.1_cds_WP_100764841.1_16	32.271	251	255
WP_004280656.1	lcl|NZ_NPEF02000002.1_cds_WP_100747762.1_570	27.059	255	255
WP_004280656.1	lcl|NZ_NPEF02000030.1_cds_WP_100747156.1_3700	28.685	251	255
WP_004280656.1	lcl|NZ_NPEF02000007.1_cds_WP_100764862.1_1401	27.547	265	255
WP_004280656.1	lcl|NZ_NPEF02000009.1_cds_WP_100765540.1_1666	27.059	255	255
