WP_002764162.1	lcl|NZ_AOVX01000030.1_cds_WP_000340715.1_615	93.902	82	106
WP_004279997.1	lcl|NZ_AOVX01000030.1_cds_WP_000410273.1_616	91.613	310	327
WP_004279997.1	lcl|NZ_AOVX01000030.1_cds_WP_000093099.1_636	58.730	63	327
WP_004279997.1	lcl|NZ_AOVX01000030.1_cds_WP_000646250.1_619	28.175	252	327
WP_004279997.1	lcl|NZ_AOVX01000026.1_cds_WP_000744700.1_387	22.936	327	327
WP_004279997.1	lcl|NZ_AOVX01000030.1_cds_WP_000600889.1_645	23.656	186	327
WP_004279997.1	lcl|NZ_AOVX01000115.1_cds_WP_000723090.1_2498	22.414	290	327
WP_004279997.1	lcl|NZ_AOVX01000030.1_cds_WP_001067557.1_622	24.847	326	327
WP_004279997.1	lcl|NZ_AOVX01000065.1_cds_WP_001984071.1_1329	23.529	306	327
WP_004280069.1	lcl|NZ_AOVX01000030.1_cds_WP_000202830.1_655	42.210	353	361
WP_004280807.1	lcl|NZ_AOVX01000115.1_cds_WP_000282880.1_2502	29.787	235	220
WP_004280807.1	lcl|NZ_AOVX01000094.1_cds_WP_001099029.1_1948	26.906	223	220
WP_004280807.1	lcl|NZ_AOVX01000030.1_cds_WP_001068986.1_673	30.435	92	220
WP_004280807.1	lcl|NZ_AOVX01000109.1_cds_WP_000840858.1_2333	29.808	104	220
WP_004280807.1	lcl|NZ_AOVX01000107.1_cds_WP_000868621.1_2257	29.670	91	220
WP_004280807.1	lcl|NZ_AOVX01000099.1_cds_WP_000262844.1_2046	24.638	207	220
WP_004280807.1	lcl|NZ_AOVX01000123.1_cds_WP_001114267.1_2703	26.136	176	220
WP_004280570.1	lcl|NZ_AOVX01000030.1_cds_WP_001230564.1_648	35.988	339	354
WP_004280570.1	lcl|NZ_AOVX01000030.1_cds_WP_000582618.1_652	33.742	326	354
WP_004280570.1	lcl|NZ_AOVX01000013.1_cds_WP_001011675.1_84	33.898	295	354
WP_004280570.1	lcl|NZ_AOVX01000030.1_cds_WP_001230564.1_648	35.988	339	354
WP_004280570.1	lcl|NZ_AOVX01000030.1_cds_WP_000582618.1_652	33.742	326	354
WP_004280570.1	lcl|NZ_AOVX01000013.1_cds_WP_001011675.1_84	33.898	295	354
WP_004280623.1	lcl|NZ_AOVX01000007.1_cds_WP_001014594.1_49	28.365	208	230
WP_004280623.1	lcl|NZ_AOVX01000134.1_cds_WP_000721859.1_3139	30.000	110	230
WP_004280359.1	lcl|NZ_AOVX01000030.1_cds_WP_000698820.1_658	42.020	614	599
WP_004280004.1	lcl|NZ_AOVX01000030.1_cds_WP_000582222.1_634	38.211	246	387
WP_004280004.1	lcl|NZ_AOVX01000114.1_cds_WP_001281953.1_2496	32.172	373	387
WP_004280004.1	lcl|NZ_AOVX01000030.1_cds_WP_000608295.1_624	34.322	236	387
WP_004280004.1	lcl|NZ_AOVX01000030.1_cds_WP_000947844.1_646	31.559	263	387
WP_004280004.1	lcl|NZ_AOVX01000030.1_cds_WP_001198107.1_623	36.893	206	387
WP_004280004.1	lcl|NZ_AOVX01000030.1_cds_WP_000346036.1_653	27.147	361	387
WP_004280004.1	lcl|NZ_AOVX01000030.1_cds_WP_000575178.1_692	29.682	283	387
WP_004280004.1	lcl|NZ_AOVX01000134.1_cds_WP_000538752.1_3157	27.103	321	387
WP_004280004.1	lcl|NZ_AOVX01000053.1_cds_WP_001982414.1_1091	26.160	237	387
WP_004280066.1	lcl|NZ_AOVX01000030.1_cds_WP_000698820.1_658	27.157	626	583
WP_004280553.1	lcl|NZ_AOVX01000028.1_cds_WP_000613386.1_526	23.077	130	572
WP_004280553.1	lcl|NZ_AOVX01000134.1_cds_WP_000721859.1_3139	33.333	117	572
WP_004280553.1	lcl|NZ_AOVX01000028.1_cds_WP_000613386.1_526	23.077	130	572
WP_004280553.1	lcl|NZ_AOVX01000134.1_cds_WP_000721859.1_3139	33.333	117	572
WP_004280727.1	lcl|NZ_AOVX01000030.1_cds_WP_001198107.1_623	36.667	270	417
WP_004280727.1	lcl|NZ_AOVX01000030.1_cds_WP_000608295.1_624	34.717	265	417
WP_004280727.1	lcl|NZ_AOVX01000030.1_cds_WP_000575178.1_692	35.039	254	417
WP_004280727.1	lcl|NZ_AOVX01000114.1_cds_WP_001281953.1_2496	28.440	327	417
WP_004280727.1	lcl|NZ_AOVX01000030.1_cds_WP_000346036.1_653	29.367	395	417
WP_004280727.1	lcl|NZ_AOVX01000030.1_cds_WP_000582222.1_634	37.850	214	417
WP_004280727.1	lcl|NZ_AOVX01000030.1_cds_WP_000947844.1_646	27.239	268	417
WP_004280727.1	lcl|NZ_AOVX01000134.1_cds_WP_000538752.1_3157	27.668	253	417
WP_004280727.1	lcl|NZ_AOVX01000053.1_cds_WP_001982414.1_1091	24.280	243	417
WP_237578347.1	lcl|NZ_AOVX01000030.1_cds_WP_000698820.1_658	42.454	603	611
WP_004280422.1	lcl|NZ_AOVX01000007.1_cds_WP_001014594.1_49	27.236	246	242
WP_004280656.1	lcl|NZ_AOVX01000026.1_cds_WP_000998676.1_361	32.271	251	255
WP_004280656.1	lcl|NZ_AOVX01000127.1_cds_WP_000566240.1_2874	27.843	255	255
WP_004280656.1	lcl|NZ_AOVX01000072.1_cds_WP_000043153.1_1408	26.038	265	255
WP_004280656.1	lcl|NZ_AOVX01000014.1_cds_WP_000653653.1_175	26.820	261	255
WP_004280656.1	lcl|NZ_AOVX01000127.1_cds_WP_001968389.1_2846	27.757	263	255
WP_004280656.1	lcl|NZ_AOVX01000100.1_cds_WP_000351752.1_2080	24.535	269	255
WP_004280656.1	lcl|NZ_AOVX01000092.1_cds_WP_000646914.1_1902	27.568	185	255
WP_004280656.1	lcl|NZ_AOVX01000127.1_cds_WP_000800040.1_2917	27.320	194	255
WP_004280656.1	lcl|NZ_AOVX01000115.1_cds_WP_000723090.1_2498	27.861	201	255
WP_004280656.1	lcl|NZ_AOVX01000127.1_cds_WP_001069860.1_2911	26.220	164	255
WP_004280656.1	lcl|NZ_AOVX01000125.1_cds_WP_001074690.1_2749	24.352	193	255
WP_004280656.1	lcl|NZ_AOVX01000150.1_cds_WP_000093663.1_3710	23.000	200	255
WP_004280656.1	lcl|NZ_AOVX01000026.1_cds_WP_000744700.1_387	33.333	72	255
WP_004280656.1	lcl|NZ_AOVX01000044.1_cds_LEP2GSC098_RS0105285_920	23.394	218	255
WP_004280493.1	lcl|NZ_AOVX01000097.1_cds_WP_002185292.1_2033	27.879	330	314
WP_004280665.1	lcl|NZ_AOVX01000030.1_cds_WP_001230564.1_648	37.132	272	282
WP_004280665.1	lcl|NZ_AOVX01000013.1_cds_WP_001011675.1_84	38.328	287	282
WP_004280665.1	lcl|NZ_AOVX01000030.1_cds_WP_000582618.1_652	32.302	291	282
WP_004280909.1	lcl|NZ_AOVX01000114.1_cds_WP_001281953.1_2496	38.404	401	401
WP_004280909.1	lcl|NZ_AOVX01000030.1_cds_WP_000582222.1_634	33.600	375	401
WP_004280909.1	lcl|NZ_AOVX01000030.1_cds_WP_000608295.1_624	31.452	372	401
WP_004280909.1	lcl|NZ_AOVX01000030.1_cds_WP_000575178.1_692	28.415	366	401
WP_004280909.1	lcl|NZ_AOVX01000030.1_cds_WP_001198107.1_623	30.513	390	401
WP_004280909.1	lcl|NZ_AOVX01000030.1_cds_WP_000346036.1_653	27.034	381	401
WP_004280909.1	lcl|NZ_AOVX01000030.1_cds_WP_000947844.1_646	26.790	377	401
WP_004280909.1	lcl|NZ_AOVX01000053.1_cds_WP_001982414.1_1091	25.781	384	401
WP_004280909.1	lcl|NZ_AOVX01000134.1_cds_WP_000538752.1_3157	26.772	381	401
WP_004280488.1	lcl|NZ_AOVX01000142.1_cds_WP_000172202.1_3277	30.978	368	568
WP_004280488.1	lcl|NZ_AOVX01000030.1_cds_WP_000834715.1_639	28.250	400	568
WP_004280488.1	lcl|NZ_AOVX01000113.1_cds_WP_000667646.1_2479	31.905	210	568
WP_004280488.1	lcl|NZ_AOVX01000027.1_cds_WP_000828455.1_477	31.250	208	568
WP_004280488.1	lcl|NZ_AOVX01000142.1_cds_WP_000942282.1_3291	32.836	201	568
WP_004280488.1	lcl|NZ_AOVX01000150.1_cds_WP_000666552.1_3562	30.729	192	568
WP_004280488.1	lcl|NZ_AOVX01000029.1_cds_WP_001161019.1_563	31.088	193	568
WP_004280488.1	lcl|NZ_AOVX01000123.1_cds_WP_000675807.1_2663	30.256	195	568
