WP_002764162.1	lcl|NZ_AOVQ01000091.1_cds_WP_000340715.1_1524	93.902	82	106
WP_004279997.1	lcl|NZ_AOVQ01000091.1_cds_WP_000410273.1_1525	91.613	310	327
WP_004279997.1	lcl|NZ_AOVQ01000091.1_cds_WP_000093099.1_1545	58.730	63	327
WP_004279997.1	lcl|NZ_AOVQ01000091.1_cds_WP_000646250.1_1528	28.175	252	327
WP_004279997.1	lcl|NZ_AOVQ01000135.1_cds_WP_000744700.1_2938	22.936	327	327
WP_004279997.1	lcl|NZ_AOVQ01000091.1_cds_WP_000600889.1_1554	23.656	186	327
WP_004279997.1	lcl|NZ_AOVQ01000091.1_cds_WP_000723090.1_1607	22.414	290	327
WP_004279997.1	lcl|NZ_AOVQ01000091.1_cds_WP_001067557.1_1531	24.847	326	327
WP_004279997.1	lcl|NZ_AOVQ01000113.1_cds_WP_001984071.1_2282	23.529	306	327
WP_004280069.1	lcl|NZ_AOVQ01000091.1_cds_WP_000202830.1_1564	42.210	353	361
WP_004280807.1	lcl|NZ_AOVQ01000091.1_cds_WP_000282880.1_1603	29.787	235	220
WP_004280807.1	lcl|NZ_AOVQ01000078.1_cds_WP_001099029.1_1329	26.906	223	220
WP_004280807.1	lcl|NZ_AOVQ01000091.1_cds_WP_001068986.1_1582	30.435	92	220
WP_004280807.1	lcl|NZ_AOVQ01000154.1_cds_WP_000840858.1_3396	29.808	104	220
WP_004280807.1	lcl|NZ_AOVQ01000105.1_cds_WP_000868621.1_1989	29.670	91	220
WP_004280807.1	lcl|NZ_AOVQ01000064.1_cds_WP_000262844.1_968	24.638	207	220
WP_004280807.1	lcl|NZ_AOVQ01000091.1_cds_WP_001114267.1_1610	26.136	176	220
WP_004280570.1	lcl|NZ_AOVQ01000091.1_cds_WP_001230564.1_1557	35.988	339	354
WP_004280570.1	lcl|NZ_AOVQ01000091.1_cds_WP_000582618.1_1561	33.742	326	354
WP_004280570.1	lcl|NZ_AOVQ01000138.1_cds_WP_001011675.1_3014	33.898	295	354
WP_004280570.1	lcl|NZ_AOVQ01000091.1_cds_WP_001230564.1_1557	35.988	339	354
WP_004280570.1	lcl|NZ_AOVQ01000091.1_cds_WP_000582618.1_1561	33.742	326	354
WP_004280570.1	lcl|NZ_AOVQ01000138.1_cds_WP_001011675.1_3014	33.898	295	354
WP_004280623.1	lcl|NZ_AOVQ01000065.1_cds_WP_001014594.1_1007	28.365	208	230
WP_004280623.1	lcl|NZ_AOVQ01000013.1_cds_WP_000721859.1_68	30.000	110	230
WP_004280359.1	lcl|NZ_AOVQ01000091.1_cds_WP_000698820.1_1567	42.020	614	599
WP_004280004.1	lcl|NZ_AOVQ01000091.1_cds_WP_000582222.1_1543	38.211	246	387
WP_004280004.1	lcl|NZ_AOVQ01000143.1_cds_WP_001281953.1_3108	32.172	373	387
WP_004280004.1	lcl|NZ_AOVQ01000091.1_cds_WP_000608295.1_1533	34.322	236	387
WP_004280004.1	lcl|NZ_AOVQ01000091.1_cds_WP_000947844.1_1555	31.559	263	387
WP_004280004.1	lcl|NZ_AOVQ01000091.1_cds_WP_001198107.1_1532	36.893	206	387
WP_004280004.1	lcl|NZ_AOVQ01000091.1_cds_WP_000346036.1_1562	27.147	361	387
WP_004280004.1	lcl|NZ_AOVQ01000091.1_cds_WP_000575178.1_1601	29.682	283	387
WP_004280004.1	lcl|NZ_AOVQ01000057.1_cds_WP_000538752.1_862	27.103	321	387
WP_004280004.1	lcl|NZ_AOVQ01000158.1_cds_WP_001982414.1_3611	26.160	237	387
WP_004280066.1	lcl|NZ_AOVQ01000091.1_cds_WP_000698820.1_1567	27.157	626	583
WP_004280553.1	lcl|NZ_AOVQ01000030.1_cds_WP_000613386.1_387	23.077	130	572
WP_004280553.1	lcl|NZ_AOVQ01000013.1_cds_WP_000721859.1_68	33.333	117	572
WP_004280553.1	lcl|NZ_AOVQ01000030.1_cds_WP_000613386.1_387	23.077	130	572
WP_004280553.1	lcl|NZ_AOVQ01000013.1_cds_WP_000721859.1_68	33.333	117	572
WP_004280727.1	lcl|NZ_AOVQ01000091.1_cds_WP_001198107.1_1532	36.667	270	417
WP_004280727.1	lcl|NZ_AOVQ01000091.1_cds_WP_000608295.1_1533	34.717	265	417
WP_004280727.1	lcl|NZ_AOVQ01000091.1_cds_WP_000575178.1_1601	35.039	254	417
WP_004280727.1	lcl|NZ_AOVQ01000143.1_cds_WP_001281953.1_3108	28.440	327	417
WP_004280727.1	lcl|NZ_AOVQ01000091.1_cds_WP_000346036.1_1562	29.367	395	417
WP_004280727.1	lcl|NZ_AOVQ01000091.1_cds_WP_000582222.1_1543	37.850	214	417
WP_004280727.1	lcl|NZ_AOVQ01000091.1_cds_WP_000947844.1_1555	27.239	268	417
WP_004280727.1	lcl|NZ_AOVQ01000057.1_cds_WP_000538752.1_862	27.668	253	417
WP_004280727.1	lcl|NZ_AOVQ01000158.1_cds_WP_001982414.1_3611	24.280	243	417
WP_237578347.1	lcl|NZ_AOVQ01000091.1_cds_WP_000698820.1_1567	42.454	603	611
WP_004280422.1	lcl|NZ_AOVQ01000065.1_cds_WP_001014594.1_1007	27.236	246	242
WP_004280656.1	lcl|NZ_AOVQ01000039.1_cds_WP_000998676.1_551	32.271	251	255
WP_004280656.1	lcl|NZ_AOVQ01000048.1_cds_WP_000566240.1_704	27.843	255	255
WP_004280656.1	lcl|NZ_AOVQ01000127.1_cds_WP_000043153.1_2739	26.038	265	255
WP_004280656.1	lcl|NZ_AOVQ01000162.1_cds_WP_000653653.1_3762	26.820	261	255
WP_004280656.1	lcl|NZ_AOVQ01000048.1_cds_WP_001968389.1_676	27.757	263	255
WP_004280656.1	lcl|NZ_AOVQ01000051.1_cds_WP_000351752.1_796	24.535	269	255
WP_004280656.1	lcl|NZ_AOVQ01000098.1_cds_WP_000646914.1_1769	27.568	185	255
WP_004280656.1	lcl|NZ_AOVQ01000155.1_cds_WP_000800040.1_3415	27.320	194	255
WP_004280656.1	lcl|NZ_AOVQ01000091.1_cds_WP_000723090.1_1607	27.861	201	255
