WP_004753574.1	lcl|NZ_NPEE01000008.1_cds_WP_100727283.1_3748	64.865	74	106
WP_004755091.1	lcl|NZ_NPEE01000008.1_cds_WP_100727191.1_3749	83.439	314	314
WP_004755091.1	lcl|NZ_NPEE01000086.1_cds_WP_100725791.1_3897	22.840	324	314
WP_004755091.1	lcl|NZ_NPEE01000008.1_cds_WP_100727154.1_3786	24.545	220	314
WP_004755091.1	lcl|NZ_NPEE01000010.1_cds_WP_100715920.1_169	24.118	170	314
WP_004755091.1	lcl|NZ_NPEE01000021.1_cds_WP_100728132.1_1564	24.468	188	314
WP_004777161.1	lcl|NZ_NPEE01000008.1_cds_WP_100727187.1_3753	54.420	362	365
WP_004766667.1	lcl|NZ_NPEE01000026.1_cds_WP_100726709.1_1897	31.783	129	185
WP_004755430.1	lcl|NZ_NPEE01000086.1_cds_WP_100725791.1_3897	30.255	314	329
WP_004755430.1	lcl|NZ_NPEE01000021.1_cds_WP_100728132.1_1564	30.631	333	329
WP_004755430.1	lcl|NZ_NPEE01000035.1_cds_WP_100725412.1_2414	31.715	309	329
WP_004755430.1	lcl|NZ_NPEE01000008.1_cds_WP_100727146.1_3794	31.132	318	329
WP_004755430.1	lcl|NZ_NPEE01000010.1_cds_WP_100715920.1_169	29.326	341	329
WP_004755430.1	lcl|NZ_NPEE01000008.1_cds_WP_100727154.1_3786	28.391	317	329
WP_004755430.1	lcl|NZ_NPEE01000133.1_cds_WP_100725767.1_683	30.671	313	329
WP_004755430.1	lcl|NZ_NPEE01000199.1_cds_WP_100725525.1_1377	28.125	320	329
WP_004755430.1	lcl|NZ_NPEE01000008.1_cds_WP_207762693.1_3767	25.868	317	329
WP_004755430.1	lcl|NZ_NPEE01000008.1_cds_WP_100727191.1_3749	27.358	318	329
WP_004755430.1	lcl|NZ_NPEE01000099.1_cds_WP_100728892.1_4129	27.490	251	329
WP_004755430.1	lcl|NZ_NPEE01000008.1_cds_WP_165780347.1_3789	26.299	308	329
WP_004755430.1	lcl|NZ_NPEE01000008.1_cds_WP_100728139.1_3800	25.703	249	329
WP_004755430.1	lcl|NZ_NPEE01000008.1_cds_WP_100727149.1_3791	26.295	251	329
