WP_004753574.1	lcl|NZ_AKWI02000041.1_cds_WP_004462903.1_331	93.023	86	106
WP_004755091.1	lcl|NZ_AKWI02000041.1_cds_WP_004464977.1_330	92.903	310	314
WP_004755091.1	lcl|NZ_AKWI02000025.1_cds_WP_004473914.1_1440	24.691	324	314
WP_004755091.1	lcl|NZ_AKWI02000031.1_cds_WP_004464967.1_754	23.656	279	314
WP_004755091.1	lcl|NZ_AKWI02000003.1_cds_WP_004473768.1_3096	24.398	332	314
WP_004755091.1	lcl|NZ_AKWI02000031.1_cds_WP_004475098.1_752	25.294	170	314
WP_004755091.1	lcl|NZ_AKWI02000031.1_cds_WP_004475209.1_732	23.239	284	314
WP_004755091.1	lcl|NZ_AKWI02000010.1_cds_WP_004468319.1_2582	22.941	170	314
WP_004766667.1	lcl|NZ_AKWI02000019.1_cds_WP_004460143.1_1882	35.714	154	185
WP_004766667.1	lcl|NZ_AKWI02000031.1_cds_WP_004475196.1_771	35.593	177	185
WP_004755430.1	lcl|NZ_AKWI02000031.1_cds_WP_004464967.1_754	32.087	321	329
WP_004755430.1	lcl|NZ_AKWI02000025.1_cds_WP_004473914.1_1440	29.841	315	329
WP_004755430.1	lcl|NZ_AKWI02000031.1_cds_WP_004475209.1_732	31.343	335	329
WP_004755430.1	lcl|NZ_AKWI02000017.1_cds_WP_004461234.1_2062	32.476	311	329
WP_004755430.1	lcl|NZ_AKWI02000031.1_cds_WP_004475098.1_752	29.934	304	329
WP_004755430.1	lcl|NZ_AKWI02000010.1_cds_WP_004468319.1_2582	27.381	336	329
WP_004755430.1	lcl|NZ_AKWI02000017.1_cds_WP_004467290.1_2059	28.882	322	329
WP_004755430.1	lcl|NZ_AKWI02000003.1_cds_WP_004473768.1_3096	30.154	325	329
WP_004755430.1	lcl|NZ_AKWI02000027.1_cds_WP_032916356.1_1225	25.797	345	329
WP_004755430.1	lcl|NZ_AKWI02000041.1_cds_WP_004464977.1_330	25.633	316	329
WP_004755430.1	lcl|NZ_AKWI02000001.1_cds_WP_004470510.1_3529	27.273	264	329
WP_004755430.1	lcl|NZ_AKWI02000031.1_cds_WP_004465101.1_750	27.854	219	329
WP_004755430.1	lcl|NZ_AKWI02000027.1_cds_WP_004474204.1_1081	24.773	331	329
WP_004755430.1	lcl|NZ_AKWI02000027.1_cds_WP_004472818.1_1173	27.273	286	329
WP_004758405.1	lcl|NZ_AKWI02000031.1_cds_WP_004475169.1_753	26.423	246	267
WP_004758405.1	lcl|NZ_AKWI02000010.1_cds_WP_004474348.1_2614	30.808	198	267
WP_004758405.1	lcl|NZ_AKWI02000031.1_cds_WP_004475142.1_731	26.842	190	267
WP_004758405.1	lcl|NZ_AKWI02000017.1_cds_WP_016754360.1_2092	26.882	186	267
WP_004758405.1	lcl|NZ_AKWI02000010.1_cds_WP_004474398.1_2581	25.789	190	267
WP_016748627.1	lcl|NZ_AKWI02000012.1_cds_WP_004473482.1_2378	27.607	326	509
WP_016748627.1	lcl|NZ_AKWI02000012.1_cds_WP_004460640.1_2379	33.333	90	509
WP_016748627.1	lcl|NZ_AKWI02000012.1_cds_WP_004473482.1_2378	27.607	326	509
WP_016748627.1	lcl|NZ_AKWI02000012.1_cds_WP_004460640.1_2379	33.333	90	509
WP_004755319.1	lcl|NZ_AKWI02000017.1_cds_WP_004461234.1_2062	24.908	273	330
WP_004755319.1	lcl|NZ_AKWI02000031.1_cds_WP_004464967.1_754	22.909	275	330
WP_004755319.1	lcl|NZ_AKWI02000025.1_cds_WP_004473914.1_1440	28.261	276	330
WP_004755319.1	lcl|NZ_AKWI02000031.1_cds_WP_004475209.1_732	26.946	334	330
WP_004755319.1	lcl|NZ_AKWI02000027.1_cds_WP_032916356.1_1225	25.909	220	330
WP_004755319.1	lcl|NZ_AKWI02000027.1_cds_WP_004474204.1_1081	25.103	243	330
WP_004755319.1	lcl|NZ_AKWI02000003.1_cds_WP_004473768.1_3096	29.675	246	330
WP_004755319.1	lcl|NZ_AKWI02000010.1_cds_WP_004468319.1_2582	27.143	140	330
WP_004755319.1	lcl|NZ_AKWI02000001.1_cds_WP_004470510.1_3529	28.462	130	330
WP_004754883.1	lcl|NZ_AKWI02000031.1_cds_WP_004462146.1_739	32.558	344	366
WP_004754883.1	lcl|NZ_AKWI02000010.1_cds_WP_004474409.1_2620	28.989	376	366
WP_004754883.1	lcl|NZ_AKWI02000041.1_cds_WP_004475202.1_319	34.528	307	366
WP_004754883.1	lcl|NZ_AKWI02000031.1_cds_WP_004465299.1_777	29.668	391	366
WP_004754883.1	lcl|NZ_AKWI02000002.1_cds_WP_004465893.1_3185	31.025	361	366
WP_004754883.1	lcl|NZ_AKWI02000041.1_cds_WP_004475157.1_322	37.379	206	366
WP_004754883.1	lcl|NZ_AKWI02000027.1_cds_WP_004473876.1_1224	32.447	188	366
WP_016560370.1	lcl|NZ_AKWI02000031.1_cds_WP_004462146.1_739	35.429	350	367
WP_016560370.1	lcl|NZ_AKWI02000002.1_cds_WP_004465893.1_3185	32.982	379	367
WP_016560370.1	lcl|NZ_AKWI02000031.1_cds_WP_004465299.1_777	31.452	372	367
WP_016560370.1	lcl|NZ_AKWI02000010.1_cds_WP_004474409.1_2620	30.423	378	367
WP_016560370.1	lcl|NZ_AKWI02000041.1_cds_WP_004475202.1_319	33.564	289	367
WP_016560370.1	lcl|NZ_AKWI02000041.1_cds_WP_004475157.1_322	28.249	354	367
WP_016560370.1	lcl|NZ_AKWI02000027.1_cds_WP_004473876.1_1224	26.257	358	367
WP_016560370.1	lcl|NZ_AKWI02000019.1_cds_WP_032916242.1_1917	34.831	89	367
WP_002740998.1	lcl|NZ_AKWI02000002.1_cds_WP_004474807.1_3241	46.091	243	265
WP_004777170.1	lcl|NZ_AKWI02000012.1_cds_WP_004474516.1_2262	37.966	295	310
WP_004777170.1	lcl|NZ_AKWI02000019.1_cds_WP_004473577.1_1785	26.623	308	310
WP_004777170.1	lcl|NZ_AKWI02000001.1_cds_WP_004473093.1_3560	25.564	133	310
WP_004777170.1	lcl|NZ_AKWI02000012.1_cds_WP_004474516.1_2262	37.966	295	310
WP_004777170.1	lcl|NZ_AKWI02000019.1_cds_WP_004473577.1_1785	26.623	308	310
WP_004777170.1	lcl|NZ_AKWI02000001.1_cds_WP_004473093.1_3560	25.564	133	310
WP_004777149.1	lcl|NZ_AKWI02000042.1_cds_WP_004472978.1_158	27.723	101	221
WP_004777149.1	lcl|NZ_AKWI02000031.1_cds_WP_017863566.1_791	27.273	143	221
WP_162833666.1	lcl|NZ_AKWI02000001.1_cds_WP_172635633.1_3678	88.679	265	265
WP_162833666.1	lcl|NZ_AKWI02000011.1_cds_WP_032916057.1_2513	89.928	139	265
WP_162833666.1	lcl|NZ_AKWI02000005.1_cds_WP_196218952.1_2993	44.882	254	265
WP_162833666.1	lcl|NZ_AKWI02000044.1_cds_LEP1GSC130_RS22020_32	36.683	199	265
WP_162833666.1	lcl|NZ_AKWI02000011.1_cds_LEP1GSC130_RS19530_2449	43.478	69	265
WP_162833666.1	lcl|NZ_AKWI02000001.1_cds_WP_230457438.1_3454	33.333	72	265
WP_162833666.1	lcl|NZ_AKWI02000001.1_cds_WP_172635633.1_3678	88.679	265	265
WP_162833666.1	lcl|NZ_AKWI02000011.1_cds_WP_032916057.1_2513	89.928	139	265
WP_162833666.1	lcl|NZ_AKWI02000005.1_cds_WP_196218952.1_2993	44.882	254	265
WP_162833666.1	lcl|NZ_AKWI02000044.1_cds_LEP1GSC130_RS22020_32	36.683	199	265
