WP_004753574.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746496.1_2699	61.538	78	106
WP_004755091.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746495.1_2698	82.258	310	314
WP_004755091.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745382.1_468	27.476	313	314
WP_004755091.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745407.1_441	22.840	324	314
WP_004755091.1	lcl|NZ_JAIZBL010000005.1_cds_WP_135743732.1_3431	23.529	170	314
WP_004755091.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238777994.1_2634	27.152	151	314
WP_004777161.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746493.1_2696	53.591	362	365
WP_004766667.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135744205.1_2232	31.757	148	185
WP_004755430.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745407.1_441	31.529	314	329
WP_004755430.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238777994.1_2634	27.874	348	329
WP_004755430.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238777183.1_1023	30.323	310	329
WP_004755430.1	lcl|NZ_JAIZBL010000002.1_cds_WP_338092125.1_2656	31.013	316	329
WP_004755430.1	lcl|NZ_JAIZBL010000005.1_cds_WP_135743732.1_3431	29.619	341	329
WP_004755430.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745055.1_849	28.395	324	329
WP_004755430.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745382.1_468	27.476	313	329
WP_004755430.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746462.1_2666	28.309	272	329
WP_004755430.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238778008.1_2678	25.868	317	329
WP_004755430.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746495.1_2698	26.332	319	329
WP_004755430.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745111.1_781	29.249	253	329
WP_004755430.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238753183.1_2649	26.506	249	329
WP_004755430.1	lcl|NZ_JAIZBL010000001.1_cds_WP_238776824.1_387	29.317	249	329
WP_004755430.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238753226.1_2612	25.000	268	329
WP_004755430.1	lcl|NZ_JAIZBL010000002.1_cds_WP_238778006.1_2659	31.646	158	329
WP_004755430.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745689.1_107	27.222	180	329
WP_004755430.1	lcl|NZ_JAIZBL010000005.1_cds_WP_208739683.1_3442	26.840	231	329
WP_004755430.1	lcl|NZ_JAIZBL010000001.1_cds_WP_135745103.1_789	23.704	270	329
WP_004755430.1	lcl|NZ_JAIZBL010000002.1_cds_WP_135746444.1_2648	19.444	252	329
