WP_004753574.1	lcl|NZ_JAMKEM010000005.1_cds_WP_002614501.1_3184	91.860	86	106
WP_004755091.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004494857.1_3183	92.581	310	314
WP_004755091.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004497949.1_3136	23.656	279	314
WP_004755091.1	lcl|NZ_JAMKEM010000007.1_cds_WP_002615921.1_3618	24.691	324	314
WP_004755091.1	lcl|NZ_JAMKEM010000002.1_cds_WP_004499129.1_1526	23.843	281	314
WP_004755091.1	lcl|NZ_JAMKEM010000019.1_cds_WP_004495323.1_1246	25.526	333	314
WP_004755091.1	lcl|NZ_JAMKEM010000005.1_cds_WP_002614506.1_3134	24.699	166	314
WP_004755091.1	lcl|NZ_JAMKEM010000034.1_cds_M9Y82_RS15875_2527	27.094	203	314
WP_004766667.1	lcl|NZ_JAMKEM010000002.1_cds_WP_002630958.1_1419	35.065	154	185
WP_004766667.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004498097.1_3153	34.463	177	185
WP_004755430.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004497949.1_3136	31.776	321	329
WP_004755430.1	lcl|NZ_JAMKEM010000002.1_cds_WP_004499129.1_1526	30.952	336	329
WP_004755430.1	lcl|NZ_JAMKEM010000007.1_cds_WP_002615921.1_3618	30.794	315	329
WP_004755430.1	lcl|NZ_JAMKEM010000034.1_cds_M9Y82_RS15875_2527	31.494	308	329
WP_004755430.1	lcl|NZ_JAMKEM010000042.1_cds_WP_004495537.1_2959	27.164	335	329
WP_004755430.1	lcl|NZ_JAMKEM010000005.1_cds_WP_002614506.1_3134	29.508	305	329
WP_004755430.1	lcl|NZ_JAMKEM010000019.1_cds_WP_004495323.1_1246	29.467	319	329
WP_004755430.1	lcl|NZ_JAMKEM010000034.1_cds_WP_004495465.1_2524	28.882	322	329
WP_004755430.1	lcl|NZ_JAMKEM010000017.1_cds_WP_002619620.1_1038	26.036	338	329
WP_004755430.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004494857.1_3183	28.030	264	329
WP_004755430.1	lcl|NZ_JAMKEM010000005.1_cds_WP_002614509.1_3132	27.536	276	329
WP_004755430.1	lcl|NZ_JAMKEM010000003.1_cds_WP_004496193.1_2225	27.376	263	329
WP_004755430.1	lcl|NZ_JAMKEM010000001.1_cds_WP_016760974.1_198	24.773	331	329
WP_004755430.1	lcl|NZ_JAMKEM010000051.1_cds_WP_004495316.1_3300	27.459	244	329
WP_004758405.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004497932.1_3135	26.016	246	267
WP_004758405.1	lcl|NZ_JAMKEM010000006.1_cds_WP_250185006.1_3404	30.653	199	267
WP_004758405.1	lcl|NZ_JAMKEM010000002.1_cds_WP_002620407.1_1525	26.842	190	267
WP_004758405.1	lcl|NZ_JAMKEM010000042.1_cds_M9Y82_RS17370_2958	25.946	185	267
WP_004758405.1	lcl|NZ_JAMKEM010000013.1_cds_WP_026054267.1_707	32.710	107	267
WP_016748627.1	lcl|NZ_JAMKEM010000003.1_cds_WP_004503246.1_2294	26.911	327	509
WP_016748627.1	lcl|NZ_JAMKEM010000003.1_cds_WP_004496228.1_2293	31.111	90	509
WP_016748627.1	lcl|NZ_JAMKEM010000003.1_cds_WP_004503246.1_2294	26.911	327	509
WP_016748627.1	lcl|NZ_JAMKEM010000003.1_cds_WP_004496228.1_2293	31.111	90	509
WP_004755319.1	lcl|NZ_JAMKEM010000034.1_cds_M9Y82_RS15875_2527	26.199	271	330
WP_004755319.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004497949.1_3136	23.273	275	330
WP_004755319.1	lcl|NZ_JAMKEM010000007.1_cds_WP_002615921.1_3618	27.899	276	330
WP_004755319.1	lcl|NZ_JAMKEM010000002.1_cds_WP_004499129.1_1526	25.526	333	330
WP_004755319.1	lcl|NZ_JAMKEM010000017.1_cds_WP_002619620.1_1038	28.070	228	330
WP_004755319.1	lcl|NZ_JAMKEM010000001.1_cds_WP_016760974.1_198	23.755	261	330
WP_004755319.1	lcl|NZ_JAMKEM010000019.1_cds_WP_004495323.1_1246	30.830	253	330
WP_004755319.1	lcl|NZ_JAMKEM010000042.1_cds_WP_004495537.1_2959	26.761	142	330
WP_004755319.1	lcl|NZ_JAMKEM010000003.1_cds_WP_004496193.1_2225	26.639	244	330
WP_004755319.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004494857.1_3183	24.390	328	330
WP_004754883.1	lcl|NZ_JAMKEM010000002.1_cds_WP_250184950.1_1533	34.463	354	366
WP_004754883.1	lcl|NZ_JAMKEM010000006.1_cds_WP_002621621.1_3409	27.968	379	366
WP_004754883.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004498728.1_3173	33.876	307	366
WP_004754883.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004494858.1_3159	29.412	391	366
WP_004754883.1	lcl|NZ_JAMKEM010000013.1_cds_WP_061221814.1_647	31.405	363	366
WP_004754883.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004494837.1_3176	37.379	206	366
WP_004754883.1	lcl|NZ_JAMKEM010000017.1_cds_WP_002619618.1_1037	32.620	187	366
WP_016560370.1	lcl|NZ_JAMKEM010000002.1_cds_WP_250184950.1_1533	37.297	370	367
WP_016560370.1	lcl|NZ_JAMKEM010000013.1_cds_WP_061221814.1_647	32.718	379	367
WP_016560370.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004494858.1_3159	31.183	372	367
WP_016560370.1	lcl|NZ_JAMKEM010000006.1_cds_WP_002621621.1_3409	30.585	376	367
WP_016560370.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004498728.1_3173	33.564	289	367
WP_016560370.1	lcl|NZ_JAMKEM010000005.1_cds_WP_004494837.1_3176	28.161	348	367
WP_016560370.1	lcl|NZ_JAMKEM010000017.1_cds_WP_002619618.1_1037	25.419	358	367
WP_002740998.1	lcl|NZ_JAMKEM010000013.1_cds_WP_004496886.1_652	46.091	243	265
WP_004777170.1	lcl|NZ_JAMKEM010000016.1_cds_WP_004499599.1_983	38.158	304	310
WP_004777170.1	lcl|NZ_JAMKEM010000011.1_cds_WP_002619450.1_431	27.036	307	310
WP_004777170.1	lcl|NZ_JAMKEM010000028.1_cds_WP_250185257.1_2045	25.564	133	310
WP_004777170.1	lcl|NZ_JAMKEM010000016.1_cds_WP_004499599.1_983	38.158	304	310
WP_004777170.1	lcl|NZ_JAMKEM010000011.1_cds_WP_002619450.1_431	27.036	307	310
WP_004777170.1	lcl|NZ_JAMKEM010000028.1_cds_WP_250185257.1_2045	25.564	133	310
WP_004777149.1	lcl|NZ_JAMKEM010000007.1_cds_WP_026054676.1_3590	26.923	78	221
WP_004777149.1	lcl|NZ_JAMKEM010000025.1_cds_WP_016758852.1_1893	28.713	101	221
WP_162833666.1	lcl|NZ_JAMKEM010000185.1_cds_WP_250185483.1_1207	94.681	94	265
WP_162833666.1	lcl|NZ_JAMKEM010000035.1_cds_WP_100224538.1_2556	43.411	258	265
WP_162833666.1	lcl|NZ_JAMKEM010000005.1_cds_M9Y82_RS04345_3168	51.200	125	265
WP_162833666.1	lcl|NZ_JAMKEM010000005.1_cds_M9Y82_RS04345_3168	34.711	121	265
WP_162833666.1	lcl|NZ_JAMKEM010000121.1_cds_WP_085986074.1_613	30.827	266	265
