WP_004753574.1	lcl|NZ_RQHJ01000014.1_cds_WP_135594790.1_2507	64.865	74	106
WP_004755091.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688240.1_2506	82.903	310	314
WP_004755091.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687476.1_394	22.840	324	314
WP_004755091.1	lcl|NZ_RQHJ01000014.1_cds_WP_135594691.1_2455	23.214	280	314
WP_004755091.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688220.1_2453	21.854	302	314
WP_004755091.1	lcl|NZ_RQHJ01000007.1_cds_WP_100715920.1_3210	24.118	170	314
WP_004766667.1	lcl|NZ_RQHJ01000014.1_cds_WP_135594725.1_2475	32.124	193	185
WP_004766667.1	lcl|NZ_RQHJ01000014.1_cds_WP_135591902.1_2058	31.783	129	185
WP_004755430.1	lcl|NZ_RQHJ01000014.1_cds_WP_135594691.1_2455	32.226	301	329
WP_004755430.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688220.1_2453	30.820	305	329
WP_004755430.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687476.1_394	30.255	314	329
WP_004755430.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687660.1_972	31.392	309	329
WP_004755430.1	lcl|NZ_RQHJ01000007.1_cds_WP_100715920.1_3210	29.326	341	329
WP_004755430.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688213.1_2435	27.190	331	329
WP_004755430.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687485.1_421	29.260	311	329
WP_004755430.1	lcl|NZ_RQHJ01000011.1_cds_WP_100725525.1_791	28.125	320	329
WP_004755430.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688240.1_2506	28.302	318	329
WP_004755430.1	lcl|NZ_RQHJ01000011.1_cds_WP_100716204.1_734	27.092	251	329
WP_004755430.1	lcl|NZ_RQHJ01000014.1_cds_WP_135675578.1_2462	21.723	267	329
WP_004755430.1	lcl|NZ_RQHJ01000014.1_cds_WP_135652132.1_2465	33.548	155	329
WP_004755430.1	lcl|NZ_RQHJ01000014.1_cds_WP_135652127.1_2451	26.538	260	329
WP_004755430.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687575.1_742	24.275	276	329
WP_004755430.1	lcl|NZ_RQHJ01000007.1_cds_WP_208730464.1_3221	26.840	231	329
WP_004755430.1	lcl|NZ_RQHJ01000011.1_cds_WP_135591134.1_341	28.226	248	329
WP_004755430.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688205.1_2417	24.364	275	329
WP_004755430.1	lcl|NZ_RQHJ01000011.1_cds_WP_135661930.1_53	26.257	179	329
WP_004758405.1	lcl|NZ_RQHJ01000014.1_cds_WP_135594704.1_2463	28.571	217	267
WP_004758405.1	lcl|NZ_RQHJ01000014.1_cds_WP_135594689.1_2454	27.350	234	267
WP_004758405.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688201.1_2356	24.521	261	267
WP_004758405.1	lcl|NZ_RQHJ01000011.1_cds_WP_135594434.1_857	28.736	174	267
WP_004758405.1	lcl|NZ_RQHJ01000014.1_cds_WP_135604079.1_2434	25.641	195	267
WP_004758405.1	lcl|NZ_RQHJ01000007.1_cds_WP_100727919.1_3209	28.421	190	267
WP_016748627.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688109.1_2080	25.836	329	509
WP_016748627.1	lcl|NZ_RQHJ01000014.1_cds_WP_100717065.1_2081	32.759	58	509
WP_016748627.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688109.1_2080	25.836	329	509
WP_016748627.1	lcl|NZ_RQHJ01000014.1_cds_WP_100717065.1_2081	32.759	58	509
WP_004755319.1	lcl|NZ_RQHJ01000011.1_cds_WP_100716204.1_734	27.547	265	330
WP_004755319.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687660.1_972	23.381	278	330
WP_004755319.1	lcl|NZ_RQHJ01000014.1_cds_WP_135594691.1_2455	23.333	270	330
WP_004755319.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687476.1_394	27.899	276	330
WP_004755319.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687485.1_421	26.433	314	330
WP_004755319.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688213.1_2435	25.309	324	330
WP_004755319.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687575.1_742	24.242	264	330
WP_004755319.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688220.1_2453	23.864	264	330
WP_004755319.1	lcl|NZ_RQHJ01000007.1_cds_WP_100715920.1_3210	23.841	302	330
WP_004755319.1	lcl|NZ_RQHJ01000011.1_cds_WP_135591134.1_341	25.118	211	330
WP_004755319.1	lcl|NZ_RQHJ01000014.1_cds_WP_135675578.1_2462	26.515	132	330
WP_004755319.1	lcl|NZ_RQHJ01000011.1_cds_WP_135661930.1_53	25.551	227	330
WP_004755319.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688240.1_2506	24.749	299	330
WP_004755319.1	lcl|NZ_RQHJ01000011.1_cds_WP_100725525.1_791	28.477	151	330
WP_004754883.1	lcl|NZ_RQHJ01000011.1_cds_WP_100716152.1_672	30.208	384	366
WP_004754883.1	lcl|NZ_RQHJ01000014.1_cds_WP_135681894.1_2480	30.056	356	366
WP_004754883.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688238.1_2503	30.919	359	366
WP_004754883.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688231.1_2494	28.715	397	366
WP_004754883.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687842.1_1631	29.577	355	366
WP_004754883.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687735.1_1286	25.974	231	366
WP_016560370.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688238.1_2503	36.571	350	367
WP_016560370.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688231.1_2494	32.381	315	367
WP_016560370.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687842.1_1631	28.912	377	367
WP_016560370.1	lcl|NZ_RQHJ01000011.1_cds_WP_100716152.1_672	28.307	378	367
WP_016560370.1	lcl|NZ_RQHJ01000014.1_cds_WP_135681894.1_2480	23.873	377	367
WP_016560370.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687735.1_1286	27.451	357	367
WP_016560370.1	lcl|NZ_RQHJ01000013.1_cds_WP_100726956.1_2640	33.019	106	367
WP_002740998.1	lcl|NZ_RQHJ01000011.1_cds_WP_100715657.1_1233	42.798	243	265
WP_004777170.1	lcl|NZ_RQHJ01000011.1_cds_WP_100717570.1_149	35.806	310	310
WP_004777170.1	lcl|NZ_RQHJ01000013.1_cds_WP_100717700.1_2712	29.487	312	310
WP_004777170.1	lcl|NZ_RQHJ01000014.1_cds_WP_100718541.1_1995	21.756	262	310
WP_004777170.1	lcl|NZ_RQHJ01000011.1_cds_WP_100717570.1_149	35.806	310	310
WP_004777170.1	lcl|NZ_RQHJ01000013.1_cds_WP_100717700.1_2712	29.487	312	310
WP_004777170.1	lcl|NZ_RQHJ01000014.1_cds_WP_100718541.1_1995	21.756	262	310
WP_004777149.1	lcl|NZ_RQHJ01000014.1_cds_WP_135604432.1_1976	32.000	100	221
WP_016748629.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688011.1_1707	27.200	375	682
WP_016748630.1	lcl|NZ_RQHJ01000011.1_cds_WP_135639706.1_454	25.641	234	333
WP_016748630.1	lcl|NZ_RQHJ01000010.1_cds_WP_135687337.1_3134	26.087	230	333
WP_016748630.1	lcl|NZ_RQHJ01000011.1_cds_WP_135639706.1_454	25.641	234	333
WP_016748630.1	lcl|NZ_RQHJ01000010.1_cds_WP_135687337.1_3134	26.087	230	333
WP_016560406.1	lcl|NZ_RQHJ01000014.1_cds_WP_135594712.1_2468	25.517	145	392
WP_016560406.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688010.1_1703	25.524	286	392
WP_016560406.1	lcl|NZ_RQHJ01000014.1_cds_WP_135651975.1_1975	28.713	101	392
WP_016560406.1	lcl|NZ_RQHJ01000011.1_cds_WP_135594060.1_1179	21.374	262	392
WP_016560441.1	lcl|NZ_RQHJ01000011.1_cds_WP_135605521.1_610	30.370	135	174
WP_016560426.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688231.1_2494	39.496	238	362
WP_016560426.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688238.1_2503	28.382	377	362
WP_016560426.1	lcl|NZ_RQHJ01000011.1_cds_WP_100716152.1_672	27.865	384	362
WP_016560426.1	lcl|NZ_RQHJ01000014.1_cds_WP_135681894.1_2480	28.421	285	362
WP_016560426.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687842.1_1631	29.572	257	362
WP_016560426.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687735.1_1286	22.404	366	362
WP_016560417.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688235.1_2499	24.731	279	308
WP_016560417.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688235.1_2499	24.731	279	308
WP_016560501.1	lcl|NZ_RQHJ01000014.1_cds_WP_167879885.1_2504	33.453	556	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_100716163.1_688	31.421	366	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135651700.1_1438	30.127	395	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135605235.1_978	34.914	232	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687538.1_628	29.582	311	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687661.1_980	33.040	227	595
WP_016560501.1	lcl|NZ_RQHJ01000010.1_cds_WP_135687279.1_2945	28.295	258	595
WP_016560501.1	lcl|NZ_RQHJ01000006.1_cds_WP_135639104.1_3465	29.224	219	595
WP_016560501.1	lcl|NZ_RQHJ01000014.1_cds_WP_100717123.1_2086	25.455	220	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_100719689.1_953	28.745	247	595
WP_016560501.1	lcl|NZ_RQHJ01000013.1_cds_WP_100717653.1_2763	28.182	220	595
WP_016560501.1	lcl|NZ_RQHJ01000004.1_cds_WP_100718591.1_3607	27.753	227	595
WP_016560501.1	lcl|NZ_RQHJ01000013.1_cds_WP_100718973.1_2672	29.187	209	595
WP_016560501.1	lcl|NZ_RQHJ01000014.1_cds_WP_100728022.1_2302	27.477	222	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687630.1_884	27.397	219	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135605214.1_996	25.862	174	595
WP_016560501.1	lcl|NZ_RQHJ01000013.1_cds_WP_100716584.1_2841	24.800	250	595
WP_016560501.1	lcl|NZ_RQHJ01000013.1_cds_WP_100716584.1_2841	25.806	155	595
WP_016560501.1	lcl|NZ_RQHJ01000014.1_cds_WP_135592251.1_2365	26.786	224	595
WP_016560501.1	lcl|NZ_RQHJ01000014.1_cds_WP_100716774.1_1934	27.477	222	595
WP_016560501.1	lcl|NZ_RQHJ01000013.1_cds_WP_100718965.1_2680	27.442	215	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135595200.1_205	29.204	226	595
WP_016560501.1	lcl|NZ_RQHJ01000014.1_cds_WP_135604138.1_2339	24.775	222	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687883.1_1303	27.477	222	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687883.1_1303	24.599	187	595
WP_016560501.1	lcl|NZ_RQHJ01000014.1_cds_WP_239671187.1_2059	25.118	211	595
WP_016560501.1	lcl|NZ_RQHJ01000010.1_cds_WP_135592634.1_3089	25.592	211	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_100718385.1_1351	24.681	235	595
WP_016560501.1	lcl|NZ_RQHJ01000014.1_cds_WP_100727904.1_2363	23.445	209	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687653.1_952	23.673	245	595
WP_016560501.1	lcl|NZ_RQHJ01000014.1_cds_WP_135688037.1_1802	23.415	205	595
WP_016560501.1	lcl|NZ_RQHJ01000013.1_cds_WP_100717642.1_2775	25.749	167	595
WP_016560501.1	lcl|NZ_RQHJ01000013.1_cds_WP_100717642.1_2775	25.746	268	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687805.1_1519	23.288	219	595
WP_016560501.1	lcl|NZ_RQHJ01000014.1_cds_WP_167879885.1_2504	33.453	556	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_100716163.1_688	31.421	366	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135651700.1_1438	30.127	395	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135605235.1_978	34.914	232	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687538.1_628	29.582	311	595
WP_016560501.1	lcl|NZ_RQHJ01000011.1_cds_WP_135687661.1_980	33.040	227	595
