WP_004753574.1	lcl|NZ_AOVN01000083.1_cds_WP_000340715.1_2025	94.186	86	106
WP_004755091.1	lcl|NZ_AOVN01000083.1_cds_WP_000410273.1_2024	96.815	314	314
WP_004755091.1	lcl|NZ_AOVN01000083.1_cds_WP_000093099.1_2004	57.143	63	314
WP_004755091.1	lcl|NZ_AOVN01000043.1_cds_WP_000744700.1_849	24.471	331	314
WP_004755091.1	lcl|NZ_AOVN01000083.1_cds_WP_000646250.1_2021	27.239	268	314
WP_004755091.1	lcl|NZ_AOVN01000083.1_cds_WP_000723090.1_1942	22.917	288	314
WP_004755091.1	lcl|NZ_AOVN01000083.1_cds_WP_000600889.1_1995	24.194	186	314
WP_004777161.1	lcl|NZ_AOVN01000083.1_cds_WP_000604524.1_2023	94.247	365	365
WP_004766667.1	lcl|NZ_AOVN01000083.1_cds_WP_000884059.1_2022	96.757	185	185
WP_004766667.1	lcl|NZ_AOVN01000022.1_cds_WP_000351733.1_387	40.714	140	185
WP_004755430.1	lcl|NZ_AOVN01000083.1_cds_WP_000646250.1_2021	97.568	329	329
WP_004755430.1	lcl|NZ_AOVN01000043.1_cds_WP_000744700.1_849	32.381	315	329
WP_004755430.1	lcl|NZ_AOVN01000083.1_cds_WP_000723090.1_1942	31.045	335	329
WP_004755430.1	lcl|NZ_AOVN01000083.1_cds_WP_000600889.1_1995	31.677	322	329
WP_004755430.1	lcl|NZ_AOVN01000111.1_cds_WP_001984071.1_2859	31.935	310	329
WP_004755430.1	lcl|NZ_AOVN01000070.1_cds_WP_000649925.1_1395	29.573	328	329
WP_004755430.1	lcl|NZ_AOVN01000068.1_cds_WP_000709511.1_1347	29.730	333	329
WP_004755430.1	lcl|NZ_AOVN01000083.1_cds_WP_000601375.1_1968	25.000	300	329
WP_004755430.1	lcl|NZ_AOVN01000127.1_cds_WP_000688695.1_3195	29.091	275	329
WP_004755430.1	lcl|NZ_AOVN01000083.1_cds_WP_001067557.1_2018	27.541	305	329
WP_004755430.1	lcl|NZ_AOVN01000083.1_cds_WP_000475904.1_1959	27.372	274	329
WP_004755430.1	lcl|NZ_AOVN01000083.1_cds_WP_000410273.1_2024	26.101	318	329
WP_004755430.1	lcl|NZ_AOVN01000042.1_cds_WP_001074785.1_793	29.057	265	329
WP_004755430.1	lcl|NZ_AOVN01000103.1_cds_WP_001003555.1_2483	25.148	338	329
WP_004755430.1	lcl|NZ_AOVN01000083.1_cds_WP_000487322.1_1970	26.994	326	329
WP_004758405.1	lcl|NZ_AOVN01000083.1_cds_WP_000774262.1_2020	93.633	267	267
WP_004758405.1	lcl|NZ_AOVN01000083.1_cds_WP_000859505.1_1971	26.693	251	267
WP_004758405.1	lcl|NZ_AOVN01000083.1_cds_WP_000800438.1_1990	25.630	238	267
WP_004758405.1	lcl|NZ_AOVN01000083.1_cds_WP_000842260.1_1941	26.842	190	267
WP_004758405.1	lcl|NZ_AOVN01000092.1_cds_WP_000667727.1_2243	30.909	110	267
WP_004758405.1	lcl|NZ_AOVN01000079.1_cds_WP_000805357.1_1708	27.660	188	267
WP_016748627.1	lcl|NZ_AOVN01000083.1_cds_WP_000612797.1_2019	96.267	509	509
WP_016748627.1	lcl|NZ_AOVN01000021.1_cds_WP_000291591.1_267	27.469	324	509
WP_016748627.1	lcl|NZ_AOVN01000021.1_cds_WP_000364507.1_268	31.111	90	509
WP_016748627.1	lcl|NZ_AOVN01000083.1_cds_WP_000612797.1_2019	96.267	509	509
WP_016748627.1	lcl|NZ_AOVN01000021.1_cds_WP_000291591.1_267	27.469	324	509
WP_016748627.1	lcl|NZ_AOVN01000021.1_cds_WP_000364507.1_268	31.111	90	509
WP_004755319.1	lcl|NZ_AOVN01000083.1_cds_WP_001067557.1_2018	96.667	330	330
WP_004755319.1	lcl|NZ_AOVN01000083.1_cds_WP_000646250.1_2021	28.990	307	330
WP_004755319.1	lcl|NZ_AOVN01000083.1_cds_WP_000600889.1_1995	27.068	266	330
WP_004755319.1	lcl|NZ_AOVN01000111.1_cds_WP_001984071.1_2859	24.632	272	330
WP_004755319.1	lcl|NZ_AOVN01000043.1_cds_WP_000744700.1_849	26.266	316	330
WP_004755319.1	lcl|NZ_AOVN01000103.1_cds_WP_001003555.1_2483	28.287	251	330
WP_004755319.1	lcl|NZ_AOVN01000083.1_cds_WP_000723090.1_1942	24.925	333	330
WP_004755319.1	lcl|NZ_AOVN01000070.1_cds_WP_000649925.1_1395	29.644	253	330
WP_004755319.1	lcl|NZ_AOVN01000127.1_cds_WP_000688695.1_3195	25.792	221	330
WP_004755319.1	lcl|NZ_AOVN01000083.1_cds_WP_000601375.1_1968	25.362	276	330
WP_004755319.1	lcl|NZ_AOVN01000083.1_cds_WP_000487322.1_1970	26.855	283	330
WP_004754883.1	lcl|NZ_AOVN01000083.1_cds_WP_001198107.1_2017	95.902	366	366
WP_004754883.1	lcl|NZ_AOVN01000083.1_cds_WP_000608295.1_2016	40.000	365	366
WP_004754883.1	lcl|NZ_AOVN01000083.1_cds_WP_000575178.1_1948	34.262	359	366
