WP_004753574.1	lcl|NZ_JAMQQE010000003.1_cds_WP_108958675.1_2653	64.865	74	106
WP_004755091.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356155.1_2652	83.226	310	314
WP_004755091.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356025.1_2607	25.926	324	314
WP_004755091.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355771.1_754	23.148	324	314
WP_004755091.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356016.1_2616	23.926	326	314
WP_004755091.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356037.1_2587	25.668	187	314
WP_004755091.1	lcl|NZ_JAMQQE010000006.1_cds_WP_100715920.1_3542	24.118	170	314
WP_004777161.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265355984.1_2650	55.587	358	365
WP_004766667.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265355999.1_2634	31.034	174	185
WP_004766667.1	lcl|NZ_JAMQQE010000003.1_cds_WP_135591902.1_2171	31.783	129	185
WP_004755430.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355771.1_754	30.255	314	329
WP_004755430.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135653092.1_191	31.715	309	329
WP_004755430.1	lcl|NZ_JAMQQE010000006.1_cds_WP_100715920.1_3542	29.326	341	329
WP_004755430.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356016.1_2616	29.781	319	329
WP_004755430.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356025.1_2607	29.968	317	329
WP_004755430.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356037.1_2587	26.377	345	329
WP_004755430.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135639720.1_727	29.712	313	329
WP_004755430.1	lcl|NZ_JAMQQE010000001.1_cds_WP_100725525.1_370	28.125	320	329
WP_004755430.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356007.1_2625	26.568	271	329
WP_004755430.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356020.1_2612	28.339	307	329
WP_004755430.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356155.1_2652	27.358	318	329
WP_004755430.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135688711.1_422	27.888	251	329
WP_004755430.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356029.1_2603	26.923	260	329
WP_004755430.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355665.1_414	24.275	276	329
WP_004755430.1	lcl|NZ_JAMQQE010000006.1_cds_WP_208730464.1_3553	26.840	231	329
WP_004755430.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355922.1_806	28.226	248	329
WP_004755430.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356045.1_2570	24.364	275	329
WP_004755430.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135661930.1_1093	26.257	179	329
WP_004758405.1	lcl|NZ_JAMQQE010000003.1_cds_WP_100727872.1_2509	24.904	261	267
WP_004758405.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265355997.1_2637	28.934	197	267
WP_004758405.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356024.1_2608	22.816	206	267
WP_004758405.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135594434.1_304	28.736	174	267
WP_004758405.1	lcl|NZ_JAMQQE010000003.1_cds_WP_135604079.1_2586	25.641	195	267
WP_004758405.1	lcl|NZ_JAMQQE010000006.1_cds_WP_135637818.1_3541	28.272	191	267
WP_016748627.1	lcl|NZ_JAMQQE010000003.1_cds_WP_100717124.1_2193	25.836	329	509
WP_016748627.1	lcl|NZ_JAMQQE010000003.1_cds_WP_100717065.1_2194	32.759	58	509
WP_016748627.1	lcl|NZ_JAMQQE010000003.1_cds_WP_100717124.1_2193	25.836	329	509
WP_016748627.1	lcl|NZ_JAMQQE010000003.1_cds_WP_100717065.1_2194	32.759	58	509
WP_004755319.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356022.1_2610	34.146	287	330
WP_004755319.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135688711.1_422	27.925	265	330
WP_004755319.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135653092.1_191	24.101	278	330
WP_004755319.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355771.1_754	27.899	276	330
WP_004755319.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135639720.1_727	27.044	318	330
WP_004755319.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356007.1_2625	27.099	262	330
WP_004755319.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356037.1_2587	24.923	325	330
WP_004755319.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356016.1_2616	27.354	223	330
WP_004755319.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355665.1_414	24.242	264	330
WP_004755319.1	lcl|NZ_JAMQQE010000006.1_cds_WP_100715920.1_3542	23.841	302	330
WP_004755319.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355922.1_806	25.118	211	330
WP_004755319.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135661930.1_1093	25.551	227	330
WP_004755319.1	lcl|NZ_JAMQQE010000001.1_cds_WP_100725525.1_370	28.477	151	330
WP_004754883.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355691.1_485	29.688	384	366
WP_004754883.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265355986.1_2648	32.240	366	366
WP_004754883.1	lcl|NZ_JAMQQE010000002.1_cds_WP_100718929.1_1717	29.577	355	366
WP_004754883.1	lcl|NZ_JAMQQE010000002.1_cds_WP_265355509.1_1376	21.662	337	366
WP_004754883.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356005.1_2628	26.857	175	366
WP_016560370.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265355986.1_2648	32.979	376	367
WP_016560370.1	lcl|NZ_JAMQQE010000002.1_cds_WP_100718929.1_1717	28.912	377	367
WP_016560370.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355691.1_485	27.559	381	367
WP_016560370.1	lcl|NZ_JAMQQE010000002.1_cds_WP_265355509.1_1376	27.171	357	367
WP_016560370.1	lcl|NZ_JAMQQE010000004.1_cds_WP_100726956.1_3051	33.019	106	367
WP_002740998.1	lcl|NZ_JAMQQE010000002.1_cds_WP_100715657.1_1322	42.798	243	265
WP_004777170.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355846.1_997	36.129	310	310
WP_004777170.1	lcl|NZ_JAMQQE010000004.1_cds_WP_100717700.1_2979	29.487	312	310
WP_004777170.1	lcl|NZ_JAMQQE010000003.1_cds_WP_135798927.1_2108	21.756	262	310
WP_004777170.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355846.1_997	36.129	310	310
WP_004777170.1	lcl|NZ_JAMQQE010000004.1_cds_WP_100717700.1_2979	29.487	312	310
WP_004777170.1	lcl|NZ_JAMQQE010000003.1_cds_WP_135798927.1_2108	21.756	262	310
WP_004777149.1	lcl|NZ_JAMQQE010000007.1_cds_WP_135604432.1_3659	32.000	100	221
WP_016748629.1	lcl|NZ_JAMQQE010000002.1_cds_WP_265355333.1_1912	27.200	375	682
WP_016748630.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135639706.1_694	25.641	234	333
WP_016748630.1	lcl|NZ_JAMQQE010000005.1_cds_WP_265356301.1_3264	26.906	223	333
WP_016748630.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135639706.1_694	25.641	234	333
WP_016748630.1	lcl|NZ_JAMQQE010000005.1_cds_WP_265356301.1_3264	26.906	223	333
WP_016560406.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265355987.1_2647	28.289	152	392
WP_016560406.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356000.1_2633	28.986	138	392
WP_016560406.1	lcl|NZ_JAMQQE010000002.1_cds_WP_135651845.1_1908	25.524	286	392
WP_016560406.1	lcl|NZ_JAMQQE010000007.1_cds_WP_135651975.1_3658	28.713	101	392
WP_016560406.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265356019.1_2613	27.451	102	392
WP_016560406.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265355940.1_2745	25.874	143	392
WP_016560406.1	lcl|NZ_JAMQQE010000002.1_cds_WP_135605092.1_1267	21.374	262	392
WP_016560441.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355722.1_547	30.370	135	174
WP_016560426.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265355986.1_2648	30.667	375	362
WP_016560426.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355691.1_485	27.604	384	362
WP_016560426.1	lcl|NZ_JAMQQE010000002.1_cds_WP_100718929.1_1717	29.572	257	362
WP_016560426.1	lcl|NZ_JAMQQE010000002.1_cds_WP_265355509.1_1376	22.404	366	362
WP_016560501.1	lcl|NZ_JAMQQE010000003.1_cds_WP_265355985.1_2649	44.621	567	595
WP_016560501.1	lcl|NZ_JAMQQE010000001.1_cds_WP_100716163.1_468	31.421	366	595
WP_016560501.1	lcl|NZ_JAMQQE010000002.1_cds_WP_265355455.1_1523	30.127	395	595
WP_016560501.1	lcl|NZ_JAMQQE010000001.1_cds_WP_100725618.1_529	29.904	311	595
WP_016560501.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355611.1_185	34.914	232	595
WP_016560501.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355610.1_183	33.040	227	595
WP_016560501.1	lcl|NZ_JAMQQE010000005.1_cds_WP_135687279.1_3075	28.295	258	595
WP_016560501.1	lcl|NZ_JAMQQE010000002.1_cds_WP_265355355.1_1851	29.493	217	595
WP_016560501.1	lcl|NZ_JAMQQE010000003.1_cds_WP_100717123.1_2199	25.455	220	595
WP_016560501.1	lcl|NZ_JAMQQE010000001.1_cds_WP_265355915.1_210	28.745	247	595
WP_016560501.1	lcl|NZ_JAMQQE010000004.1_cds_WP_100717653.1_2928	28.182	220	595
WP_016560501.1	lcl|NZ_JAMQQE010000009.1_cds_WP_265356515.1_3765	27.313	227	595
WP_016560501.1	lcl|NZ_JAMQQE010000004.1_cds_WP_100718973.1_3019	29.187	209	595
WP_016560501.1	lcl|NZ_JAMQQE010000003.1_cds_WP_100728022.1_2416	27.477	222	595
WP_016560501.1	lcl|NZ_JAMQQE010000004.1_cds_WP_135688931.1_2850	24.800	250	595
WP_016560501.1	lcl|NZ_JAMQQE010000004.1_cds_WP_135688931.1_2850	25.806	155	595
WP_016560501.1	lcl|NZ_JAMQQE010000001.1_cds_WP_135653122.1_277	26.484	219	595
WP_016560501.1	lcl|NZ_JAMQQE010000003.1_cds_WP_135592251.1_2518	26.786	224	595
