WP_004753574.1	lcl|NZ_AFKB01000097.1_cds_WP_000340715.1_1950	94.186	86	106
WP_004755091.1	lcl|NZ_AFKB01000097.1_cds_WP_000410273.1_1951	96.815	314	314
WP_004755091.1	lcl|NZ_AFKB01000097.1_cds_WP_000093099.1_1971	57.143	63	314
WP_004755091.1	lcl|NZ_AFKB01000119.1_cds_WP_000744700.1_1490	24.471	331	314
WP_004755091.1	lcl|NZ_AFKB01000097.1_cds_WP_000646250.1_1954	27.239	268	314
WP_004755091.1	lcl|NZ_AFKB01000097.1_cds_WP_000723090.1_2033	22.917	288	314
WP_004755091.1	lcl|NZ_AFKB01000097.1_cds_WP_000600889.1_1980	24.194	186	314
WP_004777161.1	lcl|NZ_AFKB01000097.1_cds_WP_000604524.1_1952	94.247	365	365
WP_004766667.1	lcl|NZ_AFKB01000097.1_cds_WP_000884059.1_1953	96.757	185	185
WP_004766667.1	lcl|NZ_AFKB01000165.1_cds_WP_000351733.1_641	40.714	140	185
WP_004755430.1	lcl|NZ_AFKB01000097.1_cds_WP_000646250.1_1954	97.568	329	329
WP_004755430.1	lcl|NZ_AFKB01000119.1_cds_WP_000744700.1_1490	32.381	315	329
WP_004755430.1	lcl|NZ_AFKB01000097.1_cds_WP_000723090.1_2033	31.045	335	329
WP_004755430.1	lcl|NZ_AFKB01000097.1_cds_WP_000600889.1_1980	31.677	322	329
WP_004755430.1	lcl|NZ_AFKB01000210.1_cds_WP_001984071.1_334	31.935	310	329
WP_004755430.1	lcl|NZ_AFKB01000240.1_cds_WP_000649925.1_144	29.573	328	329
WP_004755430.1	lcl|NZ_AFKB01000237.1_cds_WP_000709511.1_179	29.730	333	329
WP_004755430.1	lcl|NZ_AFKB01000097.1_cds_WP_000601375.1_2007	25.000	300	329
WP_004755430.1	lcl|NZ_AFKB01000148.1_cds_WP_000688695.1_933	29.091	275	329
WP_004755430.1	lcl|NZ_AFKB01000097.1_cds_WP_001067557.1_1957	27.541	305	329
WP_004755430.1	lcl|NZ_AFKB01000097.1_cds_WP_000475904.1_2016	27.372	274	329
WP_004755430.1	lcl|NZ_AFKB01000097.1_cds_WP_000410273.1_1951	26.101	318	329
WP_004755430.1	lcl|NZ_AFKB01000112.1_cds_WP_001074785.1_1684	29.057	265	329
WP_004755430.1	lcl|NZ_AFKB01000104.1_cds_WP_001003555.1_1860	25.148	338	329
WP_004755430.1	lcl|NZ_AFKB01000097.1_cds_WP_000487322.1_2005	26.994	326	329
WP_004758405.1	lcl|NZ_AFKB01000097.1_cds_WP_000774262.1_1955	93.633	267	267
WP_004758405.1	lcl|NZ_AFKB01000097.1_cds_WP_000859505.1_2004	26.693	251	267
WP_004758405.1	lcl|NZ_AFKB01000097.1_cds_WP_000800438.1_1985	25.630	238	267
WP_004758405.1	lcl|NZ_AFKB01000097.1_cds_WP_000842260.1_2034	26.842	190	267
WP_004758405.1	lcl|NZ_AFKB01000030.1_cds_WP_000667727.1_3040	30.909	110	267
WP_004758405.1	lcl|NZ_AFKB01000236.1_cds_WP_000805357.1_214	27.660	188	267
WP_016748627.1	lcl|NZ_AFKB01000097.1_cds_WP_000612797.1_1956	96.267	509	509
WP_016748627.1	lcl|NZ_AFKB01000073.1_cds_WP_000291591.1_2358	27.469	324	509
WP_016748627.1	lcl|NZ_AFKB01000073.1_cds_WP_000364507.1_2357	31.111	90	509
WP_016748627.1	lcl|NZ_AFKB01000097.1_cds_WP_000612797.1_1956	96.267	509	509
WP_016748627.1	lcl|NZ_AFKB01000073.1_cds_WP_000291591.1_2358	27.469	324	509
WP_016748627.1	lcl|NZ_AFKB01000073.1_cds_WP_000364507.1_2357	31.111	90	509
WP_004755319.1	lcl|NZ_AFKB01000097.1_cds_WP_001067557.1_1957	96.667	330	330
WP_004755319.1	lcl|NZ_AFKB01000097.1_cds_WP_000646250.1_1954	28.990	307	330
WP_004755319.1	lcl|NZ_AFKB01000097.1_cds_WP_000600889.1_1980	27.068	266	330
WP_004755319.1	lcl|NZ_AFKB01000210.1_cds_WP_001984071.1_334	24.632	272	330
WP_004755319.1	lcl|NZ_AFKB01000119.1_cds_WP_000744700.1_1490	26.266	316	330
WP_004755319.1	lcl|NZ_AFKB01000104.1_cds_WP_001003555.1_1860	28.287	251	330
WP_004755319.1	lcl|NZ_AFKB01000097.1_cds_WP_000723090.1_2033	24.925	333	330
WP_004755319.1	lcl|NZ_AFKB01000240.1_cds_WP_000649925.1_144	29.644	253	330
WP_004755319.1	lcl|NZ_AFKB01000148.1_cds_WP_000688695.1_933	25.792	221	330
WP_004755319.1	lcl|NZ_AFKB01000097.1_cds_WP_000601375.1_2007	25.362	276	330
WP_004755319.1	lcl|NZ_AFKB01000097.1_cds_WP_000487322.1_2005	26.855	283	330
WP_004754883.1	lcl|NZ_AFKB01000097.1_cds_WP_001198107.1_1958	95.902	366	366
WP_004754883.1	lcl|NZ_AFKB01000097.1_cds_WP_000608295.1_1959	40.000	365	366
WP_004754883.1	lcl|NZ_AFKB01000097.1_cds_WP_000575178.1_2027	34.262	359	366
WP_004754883.1	lcl|NZ_AFKB01000152.1_cds_WP_001281953.1_884	28.232	379	366
WP_004754883.1	lcl|NZ_AFKB01000097.1_cds_WP_000346036.1_1988	28.090	356	366
WP_004754883.1	lcl|NZ_AFKB01000097.1_cds_WP_000582222.1_1969	32.958	355	366
WP_004754883.1	lcl|NZ_AFKB01000166.1_cds_WP_000538752.1_622	29.412	357	366
WP_004754883.1	lcl|NZ_AFKB01000097.1_cds_WP_000947844.1_1981	26.957	345	366
WP_004754883.1	lcl|NZ_AFKB01000027.1_cds_WP_001982414.1_3103	31.579	190	366
WP_016560370.1	lcl|NZ_AFKB01000097.1_cds_WP_000608295.1_1959	96.458	367	367
WP_016560370.1	lcl|NZ_AFKB01000097.1_cds_WP_001198107.1_1958	39.178	365	367
WP_016560370.1	lcl|NZ_AFKB01000097.1_cds_WP_000575178.1_2027	36.043	369	367
WP_016560370.1	lcl|NZ_AFKB01000166.1_cds_WP_000538752.1_622	31.649	376	367
WP_016560370.1	lcl|NZ_AFKB01000097.1_cds_WP_000582222.1_1969	35.692	325	367
WP_016560370.1	lcl|NZ_AFKB01000152.1_cds_WP_001281953.1_884	30.423	378	367
WP_016560370.1	lcl|NZ_AFKB01000097.1_cds_WP_000346036.1_1988	24.665	373	367
WP_016560370.1	lcl|NZ_AFKB01000097.1_cds_WP_000947844.1_1981	26.404	356	367
WP_016560370.1	lcl|NZ_AFKB01000027.1_cds_WP_001982414.1_3103	25.140	358	367
WP_004755296.1	lcl|NZ_AFKB01000097.1_cds_WP_000689743.1_1960	91.544	544	544
WP_004755296.1	lcl|NZ_AFKB01000097.1_cds_WP_000689743.1_1960	91.544	544	544
WP_002740998.1	lcl|NZ_AFKB01000097.1_cds_WP_000342713.1_1961	94.340	265	265
WP_002740998.1	lcl|NZ_AFKB01000144.1_cds_WP_001002663.1_962	46.091	243	265
WP_004777170.1	lcl|NZ_AFKB01000097.1_cds_WP_001246618.1_1962	92.581	310	310
WP_004777170.1	lcl|NZ_AFKB01000108.1_cds_WP_000501205.1_1743	36.513	304	310
WP_004777170.1	lcl|NZ_AFKB01000047.1_cds_WP_001183723.1_2685	26.471	306	310
WP_004777170.1	lcl|NZ_AFKB01000121.1_cds_WP_000279894.1_1415	23.282	262	310
WP_004777170.1	lcl|NZ_AFKB01000097.1_cds_WP_001246618.1_1962	92.581	310	310
WP_004777170.1	lcl|NZ_AFKB01000108.1_cds_WP_000501205.1_1743	36.513	304	310
