WP_004753574.1	lcl|NZ_MCLW01000094.1_cds_WP_000340713.1_3994	98.837	86	106
WP_004755091.1	lcl|NZ_MCLW01000094.1_cds_WP_000412665.1_3995	96.795	312	314
WP_004755091.1	lcl|NZ_MCLW01000094.1_cds_WP_000699347.1_3999	24.437	311	314
WP_004755091.1	lcl|NZ_MCLW01000002.1_cds_WP_000744700.1_1494	24.471	331	314
WP_004755091.1	lcl|NZ_MCLW01000200.1_cds_WP_000723094.1_1546	23.264	288	314
WP_004755091.1	lcl|NZ_MCLW01000115.1_cds_WP_000723077.1_376	21.014	276	314
WP_004766667.1	lcl|NZ_MCLW01000001.1_cds_WP_000351733.1_63	40.714	140	185
WP_004755430.1	lcl|NZ_MCLW01000094.1_cds_WP_000699347.1_3999	30.659	349	329
WP_004755430.1	lcl|NZ_MCLW01000002.1_cds_WP_000744700.1_1494	32.381	315	329
WP_004755430.1	lcl|NZ_MCLW01000200.1_cds_WP_000723094.1_1546	30.746	335	329
WP_004755430.1	lcl|NZ_MCLW01000115.1_cds_WP_000723077.1_376	31.457	302	329
WP_004755430.1	lcl|NZ_MCLW01000036.1_cds_WP_001984071.1_2452	31.935	310	329
WP_004755430.1	lcl|NZ_MCLW01000048.1_cds_WP_000649923.1_2865	29.573	328	329
WP_004755430.1	lcl|NZ_MCLW01000246.1_cds_WP_000709511.1_1871	29.730	333	329
WP_004755430.1	lcl|NZ_MCLW01000113.1_cds_WP_000688695.1_359	29.091	275	329
WP_004755430.1	lcl|NZ_MCLW01000094.1_cds_WP_000412665.1_3995	25.157	318	329
WP_004755430.1	lcl|NZ_MCLW01000043.1_cds_WP_000377753.1_2698	32.099	162	329
WP_004755430.1	lcl|NZ_MCLW01000063.1_cds_WP_001074783.1_3311	28.302	265	329
WP_004755430.1	lcl|NZ_MCLW01000029.1_cds_WP_001003558.1_2112	25.150	334	329
WP_004755430.1	lcl|NZ_MCLW01000115.1_cds_WP_000048849.1_386	24.797	246	329
WP_004758405.1	lcl|NZ_MCLW01000115.1_cds_WP_000432841.1_381	30.043	233	267
WP_004758405.1	lcl|NZ_MCLW01000200.1_cds_WP_000842260.1_1547	26.842	190	267
WP_004758405.1	lcl|NZ_MCLW01000043.1_cds_WP_000869621.1_2699	22.727	242	267
WP_004758405.1	lcl|NZ_MCLW01000017.1_cds_WP_000667727.1_1192	30.909	110	267
WP_004758405.1	lcl|NZ_MCLW01000026.1_cds_WP_000805359.1_1964	28.191	188	267
