WP_004753574.1	lcl|NZ_AHMP02000003.1_cds_WP_040913380.1_1121	93.023	86	106
WP_004755091.1	lcl|NZ_AHMP02000003.1_cds_WP_010575234.1_1120	91.613	310	314
WP_004755091.1	lcl|NZ_AHMP02000003.1_cds_WP_010573102.1_2864	23.006	326	314
WP_004755091.1	lcl|NZ_AHMP02000003.1_cds_WP_010575219.1_1110	23.843	281	314
WP_004755091.1	lcl|NZ_AHMP02000003.1_cds_WP_010575169.1_1057	23.512	336	314
WP_004755091.1	lcl|NZ_AHMP02000003.1_cds_WP_010576029.1_3350	22.941	170	314
WP_004766667.1	lcl|NZ_AHMP02000003.1_cds_WP_010574925.1_803	35.260	173	185
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010575230.1_1118	32.464	345	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010575219.1_1110	33.775	302	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010575169.1_1057	30.240	334	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010573102.1_2864	30.794	315	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_208855711.1_3149	32.258	310	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010576029.1_3350	27.381	336	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010572949.1_3021	28.616	318	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_040913715.1_3258	29.394	330	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010575193.1_1083	25.402	311	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010573285.1_2669	25.826	333	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010573450.1_2502	24.927	341	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010575234.1_1120	25.316	316	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010574654.1_505	26.217	267	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010575184.1_1075	27.326	172	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010573190.1_2774	24.773	331	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010572657.1_3310	28.279	244	329
WP_004755430.1	lcl|NZ_AHMP02000001.1_cds_WP_040912670.1_3695	25.581	258	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_010575208.1_1099	23.457	243	329
WP_004755430.1	lcl|NZ_AHMP02000003.1_cds_WP_020986380.1_1085	25.357	280	329
WP_004758405.1	lcl|NZ_AHMP02000003.1_cds_WP_010575214.1_1105	25.000	212	267
WP_004758405.1	lcl|NZ_AHMP02000003.1_cds_WP_010575195.1_1086	25.397	252	267
WP_004758405.1	lcl|NZ_AHMP02000003.1_cds_WP_010575168.1_1056	26.984	189	267
WP_004758405.1	lcl|NZ_AHMP02000003.1_cds_WP_010573628.1_2318	32.727	110	267
WP_004758405.1	lcl|NZ_AHMP02000003.1_cds_WP_040913215.1_3349	26.842	190	267
WP_004758405.1	lcl|NZ_AHMP02000003.1_cds_WP_084492239.1_2420	33.721	86	267
WP_016748627.1	lcl|NZ_AHMP02000003.1_cds_WP_020986546.1_650	27.434	339	509
WP_016748627.1	lcl|NZ_AHMP02000003.1_cds_WP_010574788.1_649	31.111	90	509
WP_016748627.1	lcl|NZ_AHMP02000003.1_cds_WP_020986546.1_650	27.434	339	509
WP_016748627.1	lcl|NZ_AHMP02000003.1_cds_WP_010574788.1_649	31.111	90	509
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_208855711.1_3149	25.830	271	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010575219.1_1110	27.509	269	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010575169.1_1057	27.628	333	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010573102.1_2864	27.899	276	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010573190.1_2774	26.639	244	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010575230.1_1118	23.810	252	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010575208.1_1099	31.496	127	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010573285.1_2669	27.004	237	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010572949.1_3021	27.018	285	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010575193.1_1083	25.359	209	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010573450.1_2502	26.244	221	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010575206.1_1097	26.846	149	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010576029.1_3350	27.857	140	330
WP_004755319.1	lcl|NZ_AHMP02000003.1_cds_WP_010575234.1_1120	25.540	278	330
WP_004754883.1	lcl|NZ_AHMP02000003.1_cds_WP_010573634.1_2313	28.836	378	366
WP_004754883.1	lcl|NZ_AHMP02000003.1_cds_WP_010575761.1_1657	31.285	358	366
WP_004754883.1	lcl|NZ_AHMP02000003.1_cds_WP_010575218.1_1109	27.000	300	366
WP_004754883.1	lcl|NZ_AHMP02000003.1_cds_WP_040913053.1_2434	30.811	185	366
WP_016560370.1	lcl|NZ_AHMP02000003.1_cds_WP_010575761.1_1657	33.509	379	367
WP_016560370.1	lcl|NZ_AHMP02000003.1_cds_WP_010573634.1_2313	31.383	376	367
WP_016560370.1	lcl|NZ_AHMP02000003.1_cds_WP_010575218.1_1109	28.782	271	367
WP_016560370.1	lcl|NZ_AHMP02000003.1_cds_WP_040913053.1_2434	24.860	358	367
WP_002740998.1	lcl|NZ_AHMP02000003.1_cds_WP_010575921.1_3457	45.267	243	265
WP_004777170.1	lcl|NZ_AHMP02000003.1_cds_WP_010574463.1_301	38.158	304	310
WP_004777170.1	lcl|NZ_AHMP02000003.1_cds_WP_020986400.1_1273	25.490	306	310
WP_004777170.1	lcl|NZ_AHMP02000003.1_cds_WP_010574975.1_854	24.434	221	310
WP_004777170.1	lcl|NZ_AHMP02000003.1_cds_WP_010574463.1_301	38.158	304	310
WP_004777170.1	lcl|NZ_AHMP02000003.1_cds_WP_020986400.1_1273	25.490	306	310
WP_004777170.1	lcl|NZ_AHMP02000003.1_cds_WP_010574975.1_854	24.434	221	310
WP_004777149.1	lcl|NZ_AHMP02000003.1_cds_WP_040913121.1_2892	29.487	78	221
WP_004777149.1	lcl|NZ_AHMP02000003.1_cds_WP_010574446.1_284	24.752	101	221
WP_016748629.1	lcl|NZ_AHMP02000003.1_cds_WP_040913060.1_2526	22.152	316	682
WP_016748630.1	lcl|NZ_AHMP02000003.1_cds_WP_020986636.1_1665	24.201	219	333
WP_016748630.1	lcl|NZ_AHMP02000003.1_cds_WP_020986636.1_1665	24.201	219	333
WP_016560406.1	lcl|NZ_AHMP02000003.1_cds_WP_010574445.1_283	28.829	111	392
WP_016560406.1	lcl|NZ_AHMP02000003.1_cds_WP_010575630.1_1522	27.222	180	392
WP_016560406.1	lcl|NZ_AHMP02000003.1_cds_WP_020985814.1_1088	26.119	134	392
WP_016560406.1	lcl|NZ_AHMP02000003.1_cds_WP_040913121.1_2892	24.706	170	392
WP_016560406.1	lcl|NZ_AHMP02000003.1_cds_WP_020986265.1_2125	22.632	190	392
