WP_004753574.1	lcl|NZ_NPEH01000251.1_cds_WP_100747355.1_1464	88.372	86	106
WP_004755091.1	lcl|NZ_NPEH01000251.1_cds_WP_100747354.1_1463	78.526	312	314
WP_004755091.1	lcl|NZ_NPEH01000007.1_cds_WP_100745423.1_3792	22.981	322	314
WP_004766667.1	lcl|NZ_NPEH01000419.1_cds_WP_100747891.1_2548	36.076	158	185
WP_004755430.1	lcl|NZ_NPEH01000007.1_cds_WP_100745423.1_3792	29.841	315	329
WP_004755430.1	lcl|NZ_NPEH01000066.1_cds_WP_100746229.1_3667	28.869	336	329
WP_004755430.1	lcl|NZ_NPEH01000443.1_cds_WP_100747959.1_2692	31.132	318	329
WP_004755430.1	lcl|NZ_NPEH01000502.1_cds_WP_100748083.1_3015	29.730	333	329
WP_004755430.1	lcl|NZ_NPEH01000004.1_cds_CH375_RS00560_2416	33.333	237	329
WP_004755430.1	lcl|NZ_NPEH01000561.1_cds_WP_100748200.1_3266	25.911	247	329
WP_004755430.1	lcl|NZ_NPEH01000251.1_cds_WP_100747354.1_1463	24.921	317	329
WP_004755430.1	lcl|NZ_NPEH01000150.1_cds_WP_100746862.1_599	25.833	240	329
WP_004755430.1	lcl|NZ_NPEH01000382.1_cds_CH375_RS16375_2328	27.444	266	329
WP_004755430.1	lcl|NZ_NPEH01000432.1_cds_WP_100747930.1_2632	27.848	237	329
WP_004758405.1	lcl|NZ_NPEH01000080.1_cds_WP_100746364.1_4150	26.778	239	267
WP_004758405.1	lcl|NZ_NPEH01000001.1_cds_WP_100745270.1_19	26.943	193	267
WP_004758405.1	lcl|NZ_NPEH01000100.1_cds_CH375_RS25165_76	40.000	60	267
WP_004758405.1	lcl|NZ_NPEH01000066.1_cds_WP_207763178.1_3668	25.926	189	267
WP_016748627.1	lcl|NZ_NPEH01000320.1_cds_WP_243401775.1_1958	31.551	187	509
WP_016748627.1	lcl|NZ_NPEH01000320.1_cds_CH375_RS14880_1957	26.404	178	509
WP_016748627.1	lcl|NZ_NPEH01000320.1_cds_WP_100747586.1_1956	30.000	90	509
WP_016748627.1	lcl|NZ_NPEH01000320.1_cds_WP_243401775.1_1958	31.551	187	509
WP_016748627.1	lcl|NZ_NPEH01000320.1_cds_CH375_RS14880_1957	26.404	178	509
WP_016748627.1	lcl|NZ_NPEH01000320.1_cds_WP_100747586.1_1956	30.000	90	509
WP_004755319.1	lcl|NZ_NPEH01000007.1_cds_WP_100745423.1_3792	26.812	276	330
WP_004755319.1	lcl|NZ_NPEH01000004.1_cds_CH375_RS00560_2416	28.926	242	330
WP_004755319.1	lcl|NZ_NPEH01000443.1_cds_WP_100747959.1_2692	31.621	253	330
WP_004755319.1	lcl|NZ_NPEH01000561.1_cds_WP_100748200.1_3266	25.888	197	330
WP_004755319.1	lcl|NZ_NPEH01000927.1_cds_WP_133124612.1_4502	26.400	125	330
WP_004755319.1	lcl|NZ_NPEH01000066.1_cds_WP_100746229.1_3667	30.075	133	330
WP_004755319.1	lcl|NZ_NPEH01000206.1_cds_WP_100747156.1_1119	51.515	33	330
WP_004754883.1	lcl|NZ_NPEH01000472.1_cds_WP_100748028.1_2837	33.043	345	366
WP_004754883.1	lcl|NZ_NPEH01000415.1_cds_WP_100747881.1_2526	36.975	238	366
WP_004754883.1	lcl|NZ_NPEH01000001.1_cds_WP_207763204.1_24	29.255	376	366
WP_004754883.1	lcl|NZ_NPEH01000243.1_cds_WP_279306060.1_1406	30.882	340	366
WP_004754883.1	lcl|NZ_NPEH01000198.1_cds_WP_100747108.1_1016	30.641	359	366
WP_004754883.1	lcl|NZ_NPEH01000696.1_cds_WP_100748380.1_3777	34.783	230	366
WP_004754883.1	lcl|NZ_NPEH01000415.1_cds_CH375_RS24205_2527	36.905	84	366
WP_004754883.1	lcl|NZ_NPEH01000819.1_cds_WP_100748485.1_4202	29.091	165	366
WP_016560370.1	lcl|NZ_NPEH01000415.1_cds_WP_100747881.1_2526	40.385	260	367
WP_016560370.1	lcl|NZ_NPEH01000472.1_cds_WP_100748028.1_2837	35.673	342	367
