WP_004753574.1	lcl|NZ_AHOG02000028.1_cds_WP_000340715.1_269	94.186	86	106
WP_004755091.1	lcl|NZ_AHOG02000028.1_cds_WP_000410273.1_268	96.815	314	314
WP_004755091.1	lcl|NZ_AHOG02000028.1_cds_WP_000093099.1_248	57.143	63	314
WP_004755091.1	lcl|NZ_AHOG02000004.1_cds_WP_000744700.1_3510	24.471	331	314
WP_004755091.1	lcl|NZ_AHOG02000028.1_cds_WP_000646250.1_265	27.239	268	314
WP_004755091.1	lcl|NZ_AHOG02000028.1_cds_WP_000723090.1_186	22.917	288	314
WP_004755091.1	lcl|NZ_AHOG02000028.1_cds_WP_000600889.1_239	24.194	186	314
WP_004777161.1	lcl|NZ_AHOG02000028.1_cds_WP_000604524.1_267	94.247	365	365
WP_004766667.1	lcl|NZ_AHOG02000028.1_cds_WP_000884059.1_266	96.757	185	185
WP_004766667.1	lcl|NZ_AHOG02000005.1_cds_WP_000351733.1_3359	40.714	140	185
WP_004755430.1	lcl|NZ_AHOG02000028.1_cds_WP_000646250.1_265	97.568	329	329
WP_004755430.1	lcl|NZ_AHOG02000004.1_cds_WP_000744700.1_3510	32.381	315	329
WP_004755430.1	lcl|NZ_AHOG02000028.1_cds_WP_000723090.1_186	31.045	335	329
WP_004755430.1	lcl|NZ_AHOG02000028.1_cds_WP_000600889.1_239	31.677	322	329
WP_004755430.1	lcl|NZ_AHOG02000010.1_cds_WP_001984071.1_2720	31.935	310	329
WP_004755430.1	lcl|NZ_AHOG02000016.1_cds_WP_000649925.1_1839	29.573	328	329
WP_004755430.1	lcl|NZ_AHOG02000010.1_cds_WP_000709511.1_2708	29.730	333	329
WP_004755430.1	lcl|NZ_AHOG02000028.1_cds_WP_000601375.1_212	25.000	300	329
WP_004755430.1	lcl|NZ_AHOG02000010.1_cds_WP_000688695.1_2740	29.091	275	329
WP_004755430.1	lcl|NZ_AHOG02000028.1_cds_WP_001067557.1_262	27.541	305	329
WP_004755430.1	lcl|NZ_AHOG02000028.1_cds_WP_000475904.1_203	27.372	274	329
WP_004755430.1	lcl|NZ_AHOG02000028.1_cds_WP_000410273.1_268	26.101	318	329
WP_004755430.1	lcl|NZ_AHOG02000005.1_cds_WP_001074785.1_3154	29.057	265	329
WP_004755430.1	lcl|NZ_AHOG02000014.1_cds_WP_001003555.1_1978	25.148	338	329
WP_004755430.1	lcl|NZ_AHOG02000028.1_cds_WP_000487322.1_214	26.994	326	329
WP_004758405.1	lcl|NZ_AHOG02000028.1_cds_WP_000774262.1_264	93.633	267	267
WP_004758405.1	lcl|NZ_AHOG02000028.1_cds_WP_000859505.1_215	26.693	251	267
WP_004758405.1	lcl|NZ_AHOG02000028.1_cds_WP_000800438.1_234	25.630	238	267
WP_004758405.1	lcl|NZ_AHOG02000028.1_cds_WP_000842260.1_185	26.842	190	267
WP_004758405.1	lcl|NZ_AHOG02000010.1_cds_WP_000667727.1_2763	30.909	110	267
WP_004758405.1	lcl|NZ_AHOG02000016.1_cds_WP_000805357.1_1613	27.660	188	267
WP_016748627.1	lcl|NZ_AHOG02000028.1_cds_WP_000612797.1_263	96.267	509	509
WP_016748627.1	lcl|NZ_AHOG02000012.1_cds_WP_000291591.1_2314	27.469	324	509
WP_016748627.1	lcl|NZ_AHOG02000012.1_cds_WP_000364507.1_2315	31.111	90	509
WP_016748627.1	lcl|NZ_AHOG02000028.1_cds_WP_000612797.1_263	96.267	509	509
WP_016748627.1	lcl|NZ_AHOG02000012.1_cds_WP_000291591.1_2314	27.469	324	509
WP_016748627.1	lcl|NZ_AHOG02000012.1_cds_WP_000364507.1_2315	31.111	90	509
WP_004755319.1	lcl|NZ_AHOG02000028.1_cds_WP_001067557.1_262	96.667	330	330
WP_004755319.1	lcl|NZ_AHOG02000028.1_cds_WP_000646250.1_265	28.990	307	330
WP_004755319.1	lcl|NZ_AHOG02000028.1_cds_WP_000600889.1_239	27.068	266	330
WP_004755319.1	lcl|NZ_AHOG02000010.1_cds_WP_001984071.1_2720	24.632	272	330
WP_004755319.1	lcl|NZ_AHOG02000004.1_cds_WP_000744700.1_3510	26.266	316	330
WP_004755319.1	lcl|NZ_AHOG02000014.1_cds_WP_001003555.1_1978	28.287	251	330
WP_004755319.1	lcl|NZ_AHOG02000028.1_cds_WP_000723090.1_186	24.925	333	330
WP_004755319.1	lcl|NZ_AHOG02000016.1_cds_WP_000649925.1_1839	29.644	253	330
WP_004755319.1	lcl|NZ_AHOG02000010.1_cds_WP_000688695.1_2740	25.792	221	330
WP_004755319.1	lcl|NZ_AHOG02000028.1_cds_WP_000601375.1_212	25.362	276	330
WP_004755319.1	lcl|NZ_AHOG02000028.1_cds_WP_000487322.1_214	26.855	283	330
WP_004754883.1	lcl|NZ_AHOG02000028.1_cds_WP_001198107.1_261	95.902	366	366
WP_004754883.1	lcl|NZ_AHOG02000028.1_cds_WP_000608295.1_260	40.000	365	366
WP_004754883.1	lcl|NZ_AHOG02000028.1_cds_WP_000575178.1_192	34.262	359	366
WP_004754883.1	lcl|NZ_AHOG02000010.1_cds_WP_001281953.1_2754	28.232	379	366
WP_004754883.1	lcl|NZ_AHOG02000028.1_cds_WP_000346036.1_231	28.090	356	366
WP_004754883.1	lcl|NZ_AHOG02000028.1_cds_WP_000582222.1_250	32.958	355	366
