WP_004753574.1	lcl|NZ_JQQI01000044.1_cds_WP_000340715.1_1071	94.186	86	106
WP_004755091.1	lcl|NZ_JQQI01000044.1_cds_WP_000410268.1_1070	96.774	310	314
WP_004755091.1	lcl|NZ_JQQI01000149.1_cds_WP_000744698.1_2987	24.471	331	314
WP_004755091.1	lcl|NZ_JQQI01000044.1_cds_WP_000723079.1_1017	23.656	279	314
WP_004755091.1	lcl|NZ_JQQI01000044.1_cds_WP_000723081.1_995	22.917	288	314
WP_004755091.1	lcl|NZ_JQQI01000044.1_cds_WP_000567886.1_1015	23.364	214	314
WP_004766667.1	lcl|NZ_JQQI01000015.1_cds_WP_000351733.1_379	40.714	140	185
WP_004766667.1	lcl|NZ_JQQI01000044.1_cds_WP_001047906.1_1037	34.463	177	185
WP_004755430.1	lcl|NZ_JQQI01000044.1_cds_WP_000723079.1_1017	30.841	321	329
WP_004755430.1	lcl|NZ_JQQI01000149.1_cds_WP_000744698.1_2987	32.381	315	329
WP_004755430.1	lcl|NZ_JQQI01000044.1_cds_WP_000723081.1_995	31.045	335	329
WP_004755430.1	lcl|NZ_JQQI01000134.1_cds_WP_002064390.1_2755	31.613	310	329
WP_004755430.1	lcl|NZ_JQQI01000090.1_cds_WP_000649924.1_1979	29.573	328	329
WP_004755430.1	lcl|NZ_JQQI01000044.1_cds_WP_000567886.1_1015	29.180	305	329
WP_004755430.1	lcl|NZ_JQQI01000079.1_cds_WP_000709511.1_1735	29.730	333	329
WP_004755430.1	lcl|NZ_JQQI01000052.1_cds_WP_000688698.1_1174	29.455	275	329
WP_004755430.1	lcl|NZ_JQQI01000044.1_cds_WP_000410268.1_1070	26.061	330	329
WP_004755430.1	lcl|NZ_JQQI01000044.1_cds_WP_002183330.1_1012	26.667	240	329
WP_004755430.1	lcl|NZ_JQQI01000001.1_cds_WP_001074779.1_22	28.679	265	329
WP_004755430.1	lcl|NZ_JQQI01000018.1_cds_WP_002105505.1_496	24.699	332	329
WP_004758405.1	lcl|NZ_JQQI01000044.1_cds_WP_000043899.1_1016	26.016	246	267
WP_004758405.1	lcl|NZ_JQQI01000044.1_cds_WP_000842260.1_994	26.842	190	267
WP_004758405.1	lcl|NZ_JQQI01000102.1_cds_WP_000667727.1_2251	30.909	110	267
WP_004758405.1	lcl|NZ_JQQI01000007.1_cds_WP_000805357.1_130	27.660	188	267
WP_016748627.1	lcl|NZ_JQQI01000013.1_cds_WP_000291581.1_339	27.469	324	509
WP_016748627.1	lcl|NZ_JQQI01000013.1_cds_WP_000364504.1_338	31.111	90	509
WP_016748627.1	lcl|NZ_JQQI01000013.1_cds_WP_000291581.1_339	27.469	324	509
WP_016748627.1	lcl|NZ_JQQI01000013.1_cds_WP_000364504.1_338	31.111	90	509
WP_004755319.1	lcl|NZ_JQQI01000044.1_cds_WP_000723079.1_1017	22.545	275	330
WP_004755319.1	lcl|NZ_JQQI01000134.1_cds_WP_002064390.1_2755	25.000	272	330
WP_004755319.1	lcl|NZ_JQQI01000149.1_cds_WP_000744698.1_2987	26.582	316	330
WP_004755319.1	lcl|NZ_JQQI01000044.1_cds_WP_000723081.1_995	24.925	333	330
WP_004755319.1	lcl|NZ_JQQI01000018.1_cds_WP_002105505.1_496	27.490	251	330
WP_004755319.1	lcl|NZ_JQQI01000090.1_cds_WP_000649924.1_1979	29.644	253	330
WP_004755319.1	lcl|NZ_JQQI01000052.1_cds_WP_000688698.1_1174	24.887	221	330
WP_004754883.1	lcl|NZ_JQQI01000044.1_cds_WP_000575181.1_1001	33.705	359	366
WP_004754883.1	lcl|NZ_JQQI01000044.1_cds_WP_000041234.1_1060	34.202	307	366
WP_004754883.1	lcl|NZ_JQQI01000131.1_cds_WP_001281953.1_2665	28.232	379	366
WP_004754883.1	lcl|NZ_JQQI01000044.1_cds_WP_061246195.1_1043	29.412	391	366
WP_004754883.1	lcl|NZ_JQQI01000154.1_cds_WP_000538755.1_3061	29.412	357	366
WP_004754883.1	lcl|NZ_JQQI01000044.1_cds_WP_001117631.1_1063	37.379	206	366
WP_004754883.1	lcl|NZ_JQQI01000019.1_cds_WP_001982414.1_500	31.579	190	366
WP_016560370.1	lcl|NZ_JQQI01000044.1_cds_WP_000575181.1_1001	35.772	369	367
WP_016560370.1	lcl|NZ_JQQI01000044.1_cds_WP_061246195.1_1043	31.452	372	367
WP_016560370.1	lcl|NZ_JQQI01000154.1_cds_WP_000538755.1_3061	31.649	376	367
WP_016560370.1	lcl|NZ_JQQI01000044.1_cds_WP_000041234.1_1060	31.845	336	367
WP_016560370.1	lcl|NZ_JQQI01000131.1_cds_WP_001281953.1_2665	30.423	378	367
WP_016560370.1	lcl|NZ_JQQI01000044.1_cds_WP_001117631.1_1063	28.448	348	367
WP_016560370.1	lcl|NZ_JQQI01000019.1_cds_WP_001982414.1_500	25.140	358	367
WP_004755296.1	lcl|NZ_JQQI01000101.1_cds_WP_000584316.1_2191	30.108	93	544
WP_004755296.1	lcl|NZ_JQQI01000101.1_cds_WP_000584316.1_2191	30.108	93	544
WP_002740998.1	lcl|NZ_JQQI01000142.1_cds_WP_001002662.1_2857	46.091	243	265
WP_004777170.1	lcl|NZ_JQQI01000158.1_cds_WP_000501205.1_3125	36.513	304	310
WP_004777170.1	lcl|NZ_JQQI01000207.1_cds_WP_001183714.1_3496	26.471	306	310
WP_004777170.1	lcl|NZ_JQQI01000017.1_cds_WP_000279896.1_415	22.901	262	310
WP_004777170.1	lcl|NZ_JQQI01000158.1_cds_WP_000501205.1_3125	36.513	304	310
WP_004777170.1	lcl|NZ_JQQI01000207.1_cds_WP_001183714.1_3496	26.471	306	310
WP_004777170.1	lcl|NZ_JQQI01000017.1_cds_WP_000279896.1_415	22.901	262	310
WP_004777149.1	lcl|NZ_JQQI01000149.1_cds_WP_061271322.1_2957	29.487	78	221
WP_004777149.1	lcl|NZ_JQQI01000046.1_cds_WP_001069832.1_1088	28.440	109	221
WP_162833666.1	lcl|NZ_JQQI01000104.1_cds_WP_230666105.1_2319	90.977	133	265
WP_162833666.1	lcl|NZ_JQQI01000104.1_cds_WP_017861472.1_2318	93.548	62	265
WP_162833666.1	lcl|NZ_JQQI01000026.1_cds_JG60_RS23665_655	93.548	31	265
WP_162833666.1	lcl|NZ_JQQI01000026.1_cds_JG60_RS23665_655	80.000	15	265
WP_162833666.1	lcl|NZ_JQQI01000211.1_cds_JG60_RS17960_3532	38.384	99	265
WP_162833666.1	lcl|NZ_JQQI01000199.1_cds_JG60_RS22935_3473	48.780	41	265
WP_162833666.1	lcl|NZ_JQQI01000211.1_cds_JG60_RS23295_3531	51.163	43	265
WP_162833666.1	lcl|NZ_JQQI01000211.1_cds_JG60_RS23295_3531	45.000	20	265
WP_162833666.1	lcl|NZ_JQQI01000104.1_cds_WP_230666105.1_2319	90.977	133	265
WP_162833666.1	lcl|NZ_JQQI01000104.1_cds_WP_017861472.1_2318	93.548	62	265
WP_162833666.1	lcl|NZ_JQQI01000026.1_cds_JG60_RS23665_655	93.548	31	265
WP_162833666.1	lcl|NZ_JQQI01000026.1_cds_JG60_RS23665_655	80.000	15	265
WP_162833666.1	lcl|NZ_JQQI01000211.1_cds_JG60_RS17960_3532	38.384	99	265
WP_162833666.1	lcl|NZ_JQQI01000199.1_cds_JG60_RS22935_3473	48.780	41	265
WP_162833666.1	lcl|NZ_JQQI01000211.1_cds_JG60_RS23295_3531	51.163	43	265
WP_162833666.1	lcl|NZ_JQQI01000211.1_cds_JG60_RS23295_3531	45.000	20	265
WP_016748629.1	lcl|NZ_JQQI01000168.1_cds_WP_002107924.1_3247	23.836	365	682
WP_016748630.1	lcl|NZ_JQQI01000117.1_cds_WP_002067912.1_2500	25.778	225	333
WP_016748630.1	lcl|NZ_JQQI01000117.1_cds_WP_002067912.1_2500	25.778	225	333
WP_016560406.1	lcl|NZ_JQQI01000044.1_cds_WP_000661927.1_1025	25.000	140	392
WP_016560406.1	lcl|NZ_JQQI01000046.1_cds_WP_000347685.1_1087	23.926	163	392
WP_016560406.1	lcl|NZ_JQQI01000067.1_cds_WP_000402849.1_1479	23.629	237	392
WP_016560441.1	lcl|NZ_JQQI01000066.1_cds_WP_001206947.1_1473	32.283	127	174
WP_016560449.1	lcl|NZ_JQQI01000046.1_cds_WP_000347685.1_1087	22.488	209	405
WP_016560426.1	lcl|NZ_JQQI01000044.1_cds_WP_061246195.1_1043	31.081	370	362
WP_016560426.1	lcl|NZ_JQQI01000131.1_cds_WP_001281953.1_2665	29.551	379	362
WP_016560426.1	lcl|NZ_JQQI01000044.1_cds_WP_001117631.1_1063	34.728	239	362
WP_016560426.1	lcl|NZ_JQQI01000044.1_cds_WP_000041234.1_1060	37.264	212	362
WP_016560426.1	lcl|NZ_JQQI01000044.1_cds_WP_000575181.1_1001	31.786	280	362
WP_016560426.1	lcl|NZ_JQQI01000019.1_cds_WP_001982414.1_500	24.384	365	362
