WP_004753574.1	lcl|NZ_AFJR01000109.1_cds_WP_000340715.1_2506	94.186	86	106
WP_004755091.1	lcl|NZ_AFJR01000109.1_cds_WP_000410273.1_2507	96.815	314	314
WP_004755091.1	lcl|NZ_AFJR01000098.1_cds_WP_000093099.1_2754	57.143	63	314
WP_004755091.1	lcl|NZ_AFJR01000218.1_cds_WP_000744700.1_1538	24.471	331	314
WP_004755091.1	lcl|NZ_AFJR01000109.1_cds_WP_000646252.1_2510	27.239	268	314
WP_004755091.1	lcl|NZ_AFJR01000429.1_cds_WP_000723090.1_110	22.917	288	314
WP_004755091.1	lcl|NZ_AFJR01000098.1_cds_WP_000600889.1_2745	24.194	186	314
WP_004777161.1	lcl|NZ_AFJR01000109.1_cds_WP_000604524.1_2508	94.247	365	365
WP_004766667.1	lcl|NZ_AFJR01000109.1_cds_WP_000884059.1_2509	96.757	185	185
WP_004766667.1	lcl|NZ_AFJR01000411.1_cds_WP_000351733.1_328	40.714	140	185
WP_004755430.1	lcl|NZ_AFJR01000109.1_cds_WP_000646252.1_2510	97.264	329	329
WP_004755430.1	lcl|NZ_AFJR01000218.1_cds_WP_000744700.1_1538	32.381	315	329
WP_004755430.1	lcl|NZ_AFJR01000429.1_cds_WP_000723090.1_110	31.045	335	329
WP_004755430.1	lcl|NZ_AFJR01000098.1_cds_WP_000600889.1_2745	31.677	322	329
WP_004755430.1	lcl|NZ_AFJR01000242.1_cds_WP_001984071.1_1102	31.935	310	329
WP_004755430.1	lcl|NZ_AFJR01000239.1_cds_WP_000649925.1_1194	29.573	328	329
WP_004755430.1	lcl|NZ_AFJR01000433.1_cds_WP_000709511.1_80	29.730	333	329
WP_004755430.1	lcl|NZ_AFJR01000092.1_cds_WP_000601375.1_2849	25.000	300	329
WP_004755430.1	lcl|NZ_AFJR01000243.1_cds_WP_000688695.1_1082	29.091	275	329
WP_004755430.1	lcl|NZ_AFJR01000109.1_cds_WP_001067557.1_2513	27.541	305	329
WP_004755430.1	lcl|NZ_AFJR01000092.1_cds_WP_000475904.1_2858	27.372	274	329
WP_004755430.1	lcl|NZ_AFJR01000109.1_cds_WP_000410273.1_2507	26.101	318	329
WP_004755430.1	lcl|NZ_AFJR01000065.1_cds_WP_001074785.1_3500	29.057	265	329
WP_004755430.1	lcl|NZ_AFJR01000236.1_cds_WP_001003555.1_1233	25.148	338	329
WP_004755430.1	lcl|NZ_AFJR01000092.1_cds_WP_000487322.1_2847	26.994	326	329
WP_004758405.1	lcl|NZ_AFJR01000109.1_cds_WP_000774262.1_2511	93.633	267	267
WP_004758405.1	lcl|NZ_AFJR01000092.1_cds_WP_000859505.1_2846	26.693	251	267
WP_004758405.1	lcl|NZ_AFJR01000098.1_cds_WP_000800438.1_2740	25.630	238	267
WP_004758405.1	lcl|NZ_AFJR01000429.1_cds_WP_000842260.1_111	26.842	190	267
WP_004758405.1	lcl|NZ_AFJR01000229.1_cds_WP_000667727.1_1353	30.909	110	267
WP_004758405.1	lcl|NZ_AFJR01000266.1_cds_WP_000805357.1_874	27.660	188	267
WP_016748627.1	lcl|NZ_AFJR01000109.1_cds_WP_000612797.1_2512	96.267	509	509
WP_016748627.1	lcl|NZ_AFJR01000117.1_cds_WP_000291591.1_2401	27.469	324	509
WP_016748627.1	lcl|NZ_AFJR01000117.1_cds_WP_000364507.1_2400	31.111	90	509
WP_016748627.1	lcl|NZ_AFJR01000109.1_cds_WP_000612797.1_2512	96.267	509	509
WP_016748627.1	lcl|NZ_AFJR01000117.1_cds_WP_000291591.1_2401	27.469	324	509
WP_016748627.1	lcl|NZ_AFJR01000117.1_cds_WP_000364507.1_2400	31.111	90	509
WP_004755319.1	lcl|NZ_AFJR01000109.1_cds_WP_001067557.1_2513	96.667	330	330
WP_004755319.1	lcl|NZ_AFJR01000109.1_cds_WP_000646252.1_2510	28.990	307	330
WP_004755319.1	lcl|NZ_AFJR01000098.1_cds_WP_000600889.1_2745	27.068	266	330
WP_004755319.1	lcl|NZ_AFJR01000242.1_cds_WP_001984071.1_1102	24.632	272	330
WP_004755319.1	lcl|NZ_AFJR01000218.1_cds_WP_000744700.1_1538	26.266	316	330
WP_004755319.1	lcl|NZ_AFJR01000236.1_cds_WP_001003555.1_1233	28.287	251	330
WP_004755319.1	lcl|NZ_AFJR01000429.1_cds_WP_000723090.1_110	24.925	333	330
WP_004755319.1	lcl|NZ_AFJR01000239.1_cds_WP_000649925.1_1194	29.644	253	330
WP_004755319.1	lcl|NZ_AFJR01000243.1_cds_WP_000688695.1_1082	25.792	221	330
WP_004755319.1	lcl|NZ_AFJR01000092.1_cds_WP_000601375.1_2849	25.362	276	330
WP_004755319.1	lcl|NZ_AFJR01000092.1_cds_WP_000487322.1_2847	26.855	283	330
WP_004754883.1	lcl|NZ_AFJR01000109.1_cds_WP_001198107.1_2514	95.902	366	366
WP_004754883.1	lcl|NZ_AFJR01000109.1_cds_WP_000608295.1_2515	40.000	365	366
WP_004754883.1	lcl|NZ_AFJR01000429.1_cds_WP_000575178.1_104	34.262	359	366
WP_004754883.1	lcl|NZ_AFJR01000254.1_cds_WP_001281953.1_985	28.232	379	366
WP_004754883.1	lcl|NZ_AFJR01000098.1_cds_WP_000346036.1_2737	28.090	356	366
WP_004754883.1	lcl|NZ_AFJR01000098.1_cds_WP_000582222.1_2756	32.958	355	366
WP_004754883.1	lcl|NZ_AFJR01000259.1_cds_WP_000538752.1_958	29.412	357	366
WP_004754883.1	lcl|NZ_AFJR01000098.1_cds_WP_000947844.1_2744	26.957	345	366
WP_004754883.1	lcl|NZ_AFJR01000129.1_cds_WP_001982414.1_2182	31.579	190	366
WP_016560370.1	lcl|NZ_AFJR01000109.1_cds_WP_000608295.1_2515	96.458	367	367
WP_016560370.1	lcl|NZ_AFJR01000109.1_cds_WP_001198107.1_2514	39.178	365	367
WP_016560370.1	lcl|NZ_AFJR01000429.1_cds_WP_000575178.1_104	36.043	369	367
WP_016560370.1	lcl|NZ_AFJR01000259.1_cds_WP_000538752.1_958	31.649	376	367
WP_016560370.1	lcl|NZ_AFJR01000098.1_cds_WP_000582222.1_2756	35.692	325	367
WP_016560370.1	lcl|NZ_AFJR01000254.1_cds_WP_001281953.1_985	30.423	378	367
WP_016560370.1	lcl|NZ_AFJR01000098.1_cds_WP_000346036.1_2737	24.665	373	367
WP_016560370.1	lcl|NZ_AFJR01000098.1_cds_WP_000947844.1_2744	26.404	356	367
WP_016560370.1	lcl|NZ_AFJR01000129.1_cds_WP_001982414.1_2182	25.140	358	367
WP_004755296.1	lcl|NZ_AFJR01000109.1_cds_WP_000689743.1_2516	91.544	544	544
WP_004755296.1	lcl|NZ_AFJR01000109.1_cds_WP_000689743.1_2516	91.544	544	544
WP_002740998.1	lcl|NZ_AFJR01000109.1_cds_WP_000342713.1_2517	94.340	265	265
WP_002740998.1	lcl|NZ_AFJR01000425.1_cds_WP_001002663.1_128	46.091	243	265
WP_004777170.1	lcl|NZ_AFJR01000109.1_cds_WP_001246618.1_2518	92.581	310	310
WP_004777170.1	lcl|NZ_AFJR01000093.1_cds_WP_000501205.1_2833	36.513	304	310
WP_004777170.1	lcl|NZ_AFJR01000214.1_cds_WP_001183723.1_1633	26.471	306	310
WP_004777170.1	lcl|NZ_AFJR01000091.1_cds_WP_000279894.1_2880	23.282	262	310
WP_004777170.1	lcl|NZ_AFJR01000109.1_cds_WP_001246618.1_2518	92.581	310	310
WP_004777170.1	lcl|NZ_AFJR01000093.1_cds_WP_000501205.1_2833	36.513	304	310
WP_004777170.1	lcl|NZ_AFJR01000214.1_cds_WP_001183723.1_1633	26.471	306	310
WP_004777170.1	lcl|NZ_AFJR01000091.1_cds_WP_000279894.1_2880	23.282	262	310
WP_004754589.1	lcl|NZ_AFJR01000109.1_cds_WP_000479983.1_2519	93.561	264	264
WP_002733551.1	lcl|NZ_AFJR01000098.1_cds_WP_000715958.1_2761	96.124	129	130
WP_004777167.1	lcl|NZ_AFJR01000098.1_cds_WP_001088866.1_2760	97.222	144	144
WP_004777149.1	lcl|NZ_AFJR01000098.1_cds_WP_000517242.1_2759	95.023	221	221
WP_004777149.1	lcl|NZ_AFJR01000218.1_cds_WP_001082180.1_1566	29.487	78	221
