WP_004753574.1	lcl|NZ_AHQZ01000081.1_cds_WP_004753574.1_3049	100.000	86	106
WP_004755091.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766657.1_3048	97.771	314	314
WP_004755091.1	lcl|NZ_AHQZ01000095.1_cds_WP_004753565.1_2457	24.471	331	314
WP_004755091.1	lcl|NZ_AHQZ01000081.1_cds_WP_000646253.1_3045	27.239	268	314
WP_004755091.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766668.1_852	23.132	281	314
WP_004777161.1	lcl|NZ_AHQZ01000081.1_cds_WP_016761675.1_3047	95.068	365	365
WP_004766667.1	lcl|NZ_AHQZ01000081.1_cds_WP_000884059.1_3046	96.757	185	185
WP_004766667.1	lcl|NZ_AHQZ01000082.1_cds_WP_004752075.1_2949	41.429	140	185
WP_004755430.1	lcl|NZ_AHQZ01000081.1_cds_WP_000646253.1_3045	97.872	329	329
WP_004755430.1	lcl|NZ_AHQZ01000095.1_cds_WP_004753565.1_2457	31.746	315	329
WP_004755430.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766668.1_852	31.045	335	329
WP_004755430.1	lcl|NZ_AHQZ01000132.1_cds_WP_004766600.1_1992	32.686	309	329
WP_004755430.1	lcl|NZ_AHQZ01000009.1_cds_WP_004764138.1_3744	30.218	321	329
WP_004755430.1	lcl|NZ_AHQZ01000132.1_cds_WP_004766610.1_2003	30.154	325	329
WP_004755430.1	lcl|NZ_AHQZ01000127.1_cds_WP_004766589.1_2079	27.566	341	329
WP_004755430.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766696.1_3042	27.869	305	329
WP_004755430.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766741.1_835	27.007	274	329
WP_004755430.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766657.1_3048	24.843	318	329
WP_004755430.1	lcl|NZ_AHQZ01000076.1_cds_WP_004765661.1_3169	30.000	180	329
WP_004755430.1	lcl|NZ_AHQZ01000085.1_cds_WP_004766127.1_2823	28.839	267	329
WP_004755430.1	lcl|NZ_AHQZ01000073.1_cds_WP_004766563.1_3290	26.255	259	329
WP_004755430.1	lcl|NZ_AHQZ01000017.1_cds_WP_016761493.1_3592	28.226	248	329
WP_004755430.1	lcl|NZ_AHQZ01000081.1_cds_WP_000378097.1_3025	24.419	172	329
WP_004758405.1	lcl|NZ_AHQZ01000081.1_cds_WP_000774260.1_3044	94.007	267	267
WP_004758405.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766678.1_853	26.455	189	267
WP_004758405.1	lcl|NZ_AHQZ01000093.1_cds_WP_004779324.1_2550	27.807	187	267
WP_004758405.1	lcl|NZ_AHQZ01000071.1_cds_WP_016761591.1_3357	36.047	86	267
WP_016748627.1	lcl|NZ_AHQZ01000081.1_cds_WP_000602734.1_3043	96.857	509	509
WP_016748627.1	lcl|NZ_AHQZ01000210.1_cds_WP_004751764.1_1364	26.364	330	509
WP_016748627.1	lcl|NZ_AHQZ01000210.1_cds_WP_016762136.1_1363	31.111	90	509
WP_016748627.1	lcl|NZ_AHQZ01000081.1_cds_WP_000602734.1_3043	96.857	509	509
WP_016748627.1	lcl|NZ_AHQZ01000210.1_cds_WP_004751764.1_1364	26.364	330	509
WP_016748627.1	lcl|NZ_AHQZ01000210.1_cds_WP_016762136.1_1363	31.111	90	509
WP_004755319.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766696.1_3042	96.364	330	330
WP_004755319.1	lcl|NZ_AHQZ01000081.1_cds_WP_000646253.1_3045	28.990	307	330
WP_004755319.1	lcl|NZ_AHQZ01000132.1_cds_WP_004766600.1_1992	25.461	271	330
WP_004755319.1	lcl|NZ_AHQZ01000242.1_cds_WP_004766668.1_852	26.048	334	330
WP_004755319.1	lcl|NZ_AHQZ01000095.1_cds_WP_004753565.1_2457	26.812	276	330
WP_004755319.1	lcl|NZ_AHQZ01000076.1_cds_WP_004765661.1_3169	27.092	251	330
WP_004755319.1	lcl|NZ_AHQZ01000009.1_cds_WP_004764138.1_3744	29.644	253	330
WP_004755319.1	lcl|NZ_AHQZ01000127.1_cds_WP_004766589.1_2079	25.551	227	330
WP_004754883.1	lcl|NZ_AHQZ01000081.1_cds_WP_004766691.1_3041	96.175	366	366
