WP_004753574.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000340715.1_939	94.186	86	106
WP_004755091.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000410273.1_940	96.815	314	314
WP_004755091.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000093099.1_960	57.143	63	314
WP_004755091.1	lcl|NZ_JAGGCE010000005.1_cds_WP_000744700.1_826	24.471	331	314
WP_004755091.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000646250.1_943	27.239	268	314
WP_004755091.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000723090.1_1022	22.917	288	314
WP_004755091.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000600889.1_969	24.194	186	314
WP_004777161.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000604524.1_941	94.247	365	365
WP_004766667.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000884059.1_942	96.757	185	185
WP_004766667.1	lcl|NZ_JAGGCE010000009.1_cds_WP_000351733.1_1341	40.714	140	185
WP_004755430.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000646250.1_943	97.568	329	329
WP_004755430.1	lcl|NZ_JAGGCE010000005.1_cds_WP_000744700.1_826	32.381	315	329
WP_004755430.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000723090.1_1022	31.045	335	329
WP_004755430.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000600889.1_969	31.677	322	329
WP_004755430.1	lcl|NZ_JAGGCE010000029.1_cds_WP_001984071.1_2767	31.935	310	329
WP_004755430.1	lcl|NZ_JAGGCE010000008.1_cds_WP_000649925.1_1233	29.573	328	329
WP_004755430.1	lcl|NZ_JAGGCE010000065.1_cds_WP_000709511.1_3669	29.730	333	329
WP_004755430.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000601375.1_996	25.000	300	329
WP_004755430.1	lcl|NZ_JAGGCE010000029.1_cds_WP_000688695.1_2746	29.091	275	329
WP_004755430.1	lcl|NZ_JAGGCE010000006.1_cds_WP_001067557.1_946	27.541	305	329
WP_004755430.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000475904.1_1005	27.372	274	329
WP_004755430.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000410273.1_940	26.101	318	329
WP_004755430.1	lcl|NZ_JAGGCE010000004.1_cds_WP_001074785.1_672	29.057	265	329
WP_004755430.1	lcl|NZ_JAGGCE010000019.1_cds_WP_001003555.1_2236	25.148	338	329
WP_004755430.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000487322.1_994	26.994	326	329
WP_004758405.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000774262.1_944	93.633	267	267
WP_004758405.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000859505.1_993	26.693	251	267
WP_004758405.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000800438.1_974	25.630	238	267
WP_004758405.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000842260.1_1023	26.842	190	267
WP_004758405.1	lcl|NZ_JAGGCE010000028.1_cds_WP_000667727.1_2695	30.909	110	267
WP_004758405.1	lcl|NZ_JAGGCE010000020.1_cds_WP_000805357.1_2279	27.660	188	267
WP_016748627.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000612797.1_945	96.267	509	509
WP_016748627.1	lcl|NZ_JAGGCE010000004.1_cds_WP_000291591.1_748	27.469	324	509
WP_016748627.1	lcl|NZ_JAGGCE010000004.1_cds_WP_000364507.1_747	31.111	90	509
WP_016748627.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000612797.1_945	96.267	509	509
WP_016748627.1	lcl|NZ_JAGGCE010000004.1_cds_WP_000291591.1_748	27.469	324	509
WP_016748627.1	lcl|NZ_JAGGCE010000004.1_cds_WP_000364507.1_747	31.111	90	509
WP_004755319.1	lcl|NZ_JAGGCE010000006.1_cds_WP_001067557.1_946	96.667	330	330
WP_004755319.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000646250.1_943	28.990	307	330
WP_004755319.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000600889.1_969	27.068	266	330
WP_004755319.1	lcl|NZ_JAGGCE010000029.1_cds_WP_001984071.1_2767	24.632	272	330
WP_004755319.1	lcl|NZ_JAGGCE010000005.1_cds_WP_000744700.1_826	26.266	316	330
WP_004755319.1	lcl|NZ_JAGGCE010000019.1_cds_WP_001003555.1_2236	28.287	251	330
WP_004755319.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000723090.1_1022	24.925	333	330
WP_004755319.1	lcl|NZ_JAGGCE010000008.1_cds_WP_000649925.1_1233	29.644	253	330
WP_004755319.1	lcl|NZ_JAGGCE010000029.1_cds_WP_000688695.1_2746	25.792	221	330
WP_004755319.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000601375.1_996	25.362	276	330
WP_004755319.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000487322.1_994	26.855	283	330
WP_004754883.1	lcl|NZ_JAGGCE010000006.1_cds_WP_001198107.1_947	95.902	366	366
WP_004754883.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000608295.1_948	40.000	365	366
WP_004754883.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000575178.1_1016	34.262	359	366
WP_004754883.1	lcl|NZ_JAGGCE010000029.1_cds_WP_001281953.1_2732	28.232	379	366
WP_004754883.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000346036.1_977	28.090	356	366
WP_004754883.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000582222.1_958	32.958	355	366
WP_004754883.1	lcl|NZ_JAGGCE010000002.1_cds_WP_000538752.1_340	29.412	357	366
WP_004754883.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000947844.1_970	26.957	345	366
WP_004754883.1	lcl|NZ_JAGGCE010000007.1_cds_WP_001982414.1_1166	31.579	190	366
WP_016560370.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000608295.1_948	96.458	367	367
WP_016560370.1	lcl|NZ_JAGGCE010000006.1_cds_WP_001198107.1_947	39.178	365	367
WP_016560370.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000575178.1_1016	36.043	369	367
WP_016560370.1	lcl|NZ_JAGGCE010000002.1_cds_WP_000538752.1_340	31.649	376	367
WP_016560370.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000582222.1_958	35.692	325	367
WP_016560370.1	lcl|NZ_JAGGCE010000029.1_cds_WP_001281953.1_2732	30.423	378	367
WP_016560370.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000346036.1_977	24.665	373	367
WP_016560370.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000947844.1_970	26.404	356	367
WP_016560370.1	lcl|NZ_JAGGCE010000007.1_cds_WP_001982414.1_1166	25.140	358	367
WP_004755296.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000689743.1_949	91.544	544	544
WP_004755296.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000689743.1_949	91.544	544	544
WP_002740998.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000342713.1_950	94.340	265	265
WP_002740998.1	lcl|NZ_JAGGCE010000059.1_cds_WP_001002663.1_3608	46.091	243	265
WP_004777170.1	lcl|NZ_JAGGCE010000006.1_cds_WP_001246618.1_951	92.581	310	310
WP_004777170.1	lcl|NZ_JAGGCE010000039.1_cds_WP_000501205.1_3120	36.513	304	310
WP_004777170.1	lcl|NZ_JAGGCE010000037.1_cds_WP_001183723.1_3062	26.471	306	310
WP_004777170.1	lcl|NZ_JAGGCE010000015.1_cds_WP_000279894.1_1882	23.282	262	310
WP_004777170.1	lcl|NZ_JAGGCE010000006.1_cds_WP_001246618.1_951	92.581	310	310
WP_004777170.1	lcl|NZ_JAGGCE010000039.1_cds_WP_000501205.1_3120	36.513	304	310
WP_004777170.1	lcl|NZ_JAGGCE010000037.1_cds_WP_001183723.1_3062	26.471	306	310
WP_004777170.1	lcl|NZ_JAGGCE010000015.1_cds_WP_000279894.1_1882	23.282	262	310
WP_004754589.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000479982.1_952	94.318	264	264
WP_002733551.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000715958.1_953	96.124	129	130
WP_004777167.1	lcl|NZ_JAGGCE010000006.1_cds_WP_001088866.1_954	97.222	144	144
WP_004777149.1	lcl|NZ_JAGGCE010000006.1_cds_WP_000517242.1_955	95.023	221	221
WP_004777149.1	lcl|NZ_JAGGCE010000005.1_cds_WP_001082180.1_855	29.487	78	221
