WP_004753574.1	lcl|NZ_JADDVI010000003.1_cds_WP_002725873.1_1945	89.535	86	106
WP_004755091.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733579.1_1946	92.994	314	314
WP_004755091.1	lcl|NZ_JADDVI010000017.1_cds_WP_002722638.1_593	22.936	327	314
WP_004755091.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733534.1_1949	26.493	268	314
WP_004755091.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740024.1_2040	23.843	281	314
WP_004755091.1	lcl|NZ_JADDVI010000013.1_cds_WP_002743770.1_295	22.941	170	314
WP_004755091.1	lcl|NZ_JADDVI010000007.1_cds_WP_002728309.1_3203	27.586	203	314
WP_004755091.1	lcl|NZ_JADDVI010000003.1_cds_WP_016749081.1_1978	24.503	151	314
WP_004777161.1	lcl|NZ_JADDVI010000003.1_cds_WP_026054882.1_1947	86.575	365	365
WP_004766667.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733646.1_1948	96.757	185	185
WP_004766667.1	lcl|NZ_JADDVI010000005.1_cds_WP_002721790.1_2665	34.337	166	185
WP_004755430.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733534.1_1949	97.872	329	329
WP_004755430.1	lcl|NZ_JADDVI010000017.1_cds_WP_002722638.1_593	30.159	315	329
WP_004755430.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740024.1_2040	31.157	337	329
WP_004755430.1	lcl|NZ_JADDVI010000007.1_cds_WP_002728309.1_3203	30.868	311	329
WP_004755430.1	lcl|NZ_JADDVI010000013.1_cds_WP_002743770.1_295	27.566	341	329
WP_004755430.1	lcl|NZ_JADDVI010000007.1_cds_WP_002728316.1_3200	28.485	330	329
WP_004755430.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733638.1_1986	27.941	340	329
WP_004755430.1	lcl|NZ_JADDVI010000073.1_cds_WP_002741146.1_3075	29.487	312	329
WP_004755430.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733546.1_2015	26.667	270	329
WP_004755430.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740721.1_1952	28.387	310	329
WP_004755430.1	lcl|NZ_JADDVI010000008.1_cds_WP_002732331.1_3227	26.254	339	329
WP_004755430.1	lcl|NZ_JADDVI010000003.1_cds_WP_002744551.1_1980	29.889	271	329
WP_004755430.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733698.1_2023	26.642	274	329
WP_004755430.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733579.1_1946	27.309	249	329
WP_004755430.1	lcl|NZ_JADDVI010000003.1_cds_WP_016749081.1_1978	23.975	317	329
WP_004755430.1	lcl|NZ_JADDVI010000057.1_cds_WP_002740236.1_2625	26.217	267	329
WP_004755430.1	lcl|NZ_JADDVI010000001.1_cds_WP_002721725.1_828	25.223	337	329
WP_004755430.1	lcl|NZ_JADDVI010000001.1_cds_WP_002739935.1_740	27.869	244	329
WP_004755430.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733757.1_2013	31.034	174	329
WP_004758405.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733627.1_1950	97.004	267	267
WP_004758405.1	lcl|NZ_JADDVI010000003.1_cds_WP_002738295.1_2012	24.701	251	267
WP_004758405.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740926.1_1991	24.790	238	267
WP_004758405.1	lcl|NZ_JADDVI010000003.1_cds_WP_002727921.1_2041	26.455	189	267
WP_004758405.1	lcl|NZ_JADDVI010000024.1_cds_WP_002729040.1_1152	32.727	110	267
WP_004758405.1	lcl|NZ_JADDVI010000004.1_cds_WP_002766579.1_2352	26.882	186	267
WP_004758405.1	lcl|NZ_JADDVI010000013.1_cds_WP_002729513.1_294	25.806	186	267
WP_016748627.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740779.1_1951	99.411	509	509
WP_016748627.1	lcl|NZ_JADDVI010000006.1_cds_WP_002728536.1_3003	27.217	327	509
WP_016748627.1	lcl|NZ_JADDVI010000006.1_cds_WP_002728534.1_3002	31.111	90	509
WP_016748627.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740779.1_1951	99.411	509	509
WP_016748627.1	lcl|NZ_JADDVI010000006.1_cds_WP_002728536.1_3003	27.217	327	509
WP_016748627.1	lcl|NZ_JADDVI010000006.1_cds_WP_002728534.1_3002	31.111	90	509
WP_004755319.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740721.1_1952	98.485	330	330
WP_004755319.1	lcl|NZ_JADDVI010000003.1_cds_WP_002744551.1_1980	28.522	291	330
WP_004755319.1	lcl|NZ_JADDVI010000003.1_cds_WP_002733534.1_1949	29.316	307	330
WP_004755319.1	lcl|NZ_JADDVI010000007.1_cds_WP_002728309.1_3203	25.641	273	330
WP_004755319.1	lcl|NZ_JADDVI010000003.1_cds_WP_002740024.1_2040	26.814	317	330
WP_004755319.1	lcl|NZ_JADDVI010000017.1_cds_WP_002722638.1_593	28.369	282	330
WP_004755319.1	lcl|NZ_JADDVI010000003.1_cds_WP_016749081.1_1978	29.864	221	330
WP_004755319.1	lcl|NZ_JADDVI010000008.1_cds_WP_002732331.1_3227	26.754	228	330
WP_004755319.1	lcl|NZ_JADDVI010000073.1_cds_WP_002741146.1_3075	29.268	287	330
WP_004755319.1	lcl|NZ_JADDVI010000001.1_cds_WP_002721725.1_828	24.898	245	330
