WP_004753574.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000340715.1_782	94.186	86	106
WP_004755091.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000410273.1_783	96.815	314	314
WP_004755091.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000093099.1_803	57.143	63	314
WP_004755091.1	lcl|NZ_JAGGCL010000008.1_cds_WP_000744700.1_1390	24.471	331	314
WP_004755091.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000646250.1_786	27.239	268	314
WP_004755091.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000723090.1_865	22.917	288	314
WP_004755091.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000600889.1_812	24.194	186	314
WP_004777161.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000604524.1_784	94.247	365	365
WP_004766667.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000884059.1_785	96.757	185	185
WP_004766667.1	lcl|NZ_JAGGCL010000002.1_cds_WP_000351733.1_509	40.714	140	185
WP_004755430.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000646250.1_786	97.568	329	329
WP_004755430.1	lcl|NZ_JAGGCL010000008.1_cds_WP_000744700.1_1390	32.381	315	329
WP_004755430.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000723090.1_865	31.045	335	329
WP_004755430.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000600889.1_812	31.677	322	329
WP_004755430.1	lcl|NZ_JAGGCL010000026.1_cds_WP_001984071.1_2817	31.935	310	329
WP_004755430.1	lcl|NZ_JAGGCL010000010.1_cds_WP_000649925.1_1617	29.573	328	329
WP_004755430.1	lcl|NZ_JAGGCL010000063.1_cds_WP_000709511.1_3687	29.730	333	329
WP_004755430.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000601375.1_839	25.000	300	329
WP_004755430.1	lcl|NZ_JAGGCL010000026.1_cds_WP_000688695.1_2797	29.091	275	329
WP_004755430.1	lcl|NZ_JAGGCL010000004.1_cds_WP_001067557.1_789	27.541	305	329
WP_004755430.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000475904.1_848	27.372	274	329
WP_004755430.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000410273.1_783	26.101	318	329
WP_004755430.1	lcl|NZ_JAGGCL010000002.1_cds_WP_001074785.1_304	29.057	265	329
WP_004755430.1	lcl|NZ_JAGGCL010000017.1_cds_WP_001003555.1_2235	25.148	338	329
WP_004755430.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000487322.1_837	26.994	326	329
WP_004758405.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000774262.1_787	93.633	267	267
WP_004758405.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000859505.1_836	26.693	251	267
WP_004758405.1	lcl|NZ_JAGGCL010000004.1_cds_WP_000800438.1_817	25.630	238	267
