WP_004753574.1	lcl|NZ_AHNA02000003.1_cds_WP_000340715.1_3874	94.186	86	106
WP_004755091.1	lcl|NZ_AHNA02000003.1_cds_WP_000410268.1_3873	96.774	310	314
WP_004755091.1	lcl|NZ_AHNA02000023.1_cds_WP_000744700.1_2699	24.471	331	314
WP_004755091.1	lcl|NZ_AHNA02000003.1_cds_WP_000723079.1_3823	23.656	279	314
WP_004755091.1	lcl|NZ_AHNA02000003.1_cds_WP_000723083.1_3801	23.264	288	314
WP_004755091.1	lcl|NZ_AHNA02000003.1_cds_WP_000567886.1_3821	23.364	214	314
WP_004766667.1	lcl|NZ_AHNA02000017.1_cds_WP_000351733.1_3121	40.714	140	185
WP_004766667.1	lcl|NZ_AHNA02000003.1_cds_WP_001047906.1_3842	34.463	177	185
WP_004755430.1	lcl|NZ_AHNA02000003.1_cds_WP_000723079.1_3823	30.841	321	329
WP_004755430.1	lcl|NZ_AHNA02000023.1_cds_WP_000744700.1_2699	32.381	315	329
WP_004755430.1	lcl|NZ_AHNA02000003.1_cds_WP_000723083.1_3801	31.343	335	329
WP_004755430.1	lcl|NZ_AHNA02000047.1_cds_WP_001984071.1_1429	31.935	310	329
WP_004755430.1	lcl|NZ_AHNA02000023.1_cds_WP_000649924.1_2861	29.573	328	329
WP_004755430.1	lcl|NZ_AHNA02000003.1_cds_WP_000567886.1_3821	29.180	305	329
WP_004755430.1	lcl|NZ_AHNA02000047.1_cds_WP_000709513.1_1439	29.730	333	329
WP_004755430.1	lcl|NZ_AHNA02000058.1_cds_WP_000688693.1_1194	29.091	275	329
WP_004755430.1	lcl|NZ_AHNA02000003.1_cds_WP_000410268.1_3873	26.061	330	329
WP_004755430.1	lcl|NZ_AHNA02000003.1_cds_WP_000475907.1_3818	26.667	240	329
WP_004755430.1	lcl|NZ_AHNA02000037.1_cds_WP_001074779.1_1897	28.679	265	329
WP_004755430.1	lcl|NZ_AHNA02000042.1_cds_WP_001003557.1_1747	25.000	332	329
WP_004758405.1	lcl|NZ_AHNA02000003.1_cds_WP_000043899.1_3822	26.016	246	267
WP_004758405.1	lcl|NZ_AHNA02000003.1_cds_WP_000842260.1_3800	26.842	190	267
WP_004758405.1	lcl|NZ_AHNA02000046.1_cds_WP_000667727.1_1466	30.909	110	267
WP_004758405.1	lcl|NZ_AHNA02000063.1_cds_WP_000805357.1_759	27.660	188	267
WP_016748627.1	lcl|NZ_AHNA02000059.1_cds_WP_000291579.1_1133	27.469	324	509
WP_016748627.1	lcl|NZ_AHNA02000059.1_cds_WP_000364507.1_1134	31.111	90	509
WP_016748627.1	lcl|NZ_AHNA02000059.1_cds_WP_000291579.1_1133	27.469	324	509
WP_016748627.1	lcl|NZ_AHNA02000059.1_cds_WP_000364507.1_1134	31.111	90	509
WP_004755319.1	lcl|NZ_AHNA02000003.1_cds_WP_000723079.1_3823	22.545	275	330
WP_004755319.1	lcl|NZ_AHNA02000047.1_cds_WP_001984071.1_1429	24.632	272	330
WP_004755319.1	lcl|NZ_AHNA02000023.1_cds_WP_000744700.1_2699	26.266	316	330
WP_004755319.1	lcl|NZ_AHNA02000003.1_cds_WP_000723083.1_3801	24.625	333	330
WP_004755319.1	lcl|NZ_AHNA02000042.1_cds_WP_001003557.1_1747	28.287	251	330
WP_004755319.1	lcl|NZ_AHNA02000023.1_cds_WP_000649924.1_2861	29.644	253	330
WP_004755319.1	lcl|NZ_AHNA02000058.1_cds_WP_000688693.1_1194	25.339	221	330
WP_004754883.1	lcl|NZ_AHNA02000003.1_cds_WP_000575181.1_3807	33.705	359	366
WP_004754883.1	lcl|NZ_AHNA02000048.1_cds_WP_001281953.1_1406	28.232	379	366
WP_004754883.1	lcl|NZ_AHNA02000003.1_cds_WP_000041235.1_3863	34.202	307	366
WP_004754883.1	lcl|NZ_AHNA02000003.1_cds_WP_002099944.1_3848	29.412	391	366
WP_004754883.1	lcl|NZ_AHNA02000080.1_cds_WP_000538754.1_46	29.412	357	366
WP_004754883.1	lcl|NZ_AHNA02000003.1_cds_WP_001117631.1_3866	37.379	206	366
WP_004754883.1	lcl|NZ_AHNA02000004.1_cds_WP_001982414.1_3749	31.579	190	366
WP_016560370.1	lcl|NZ_AHNA02000003.1_cds_WP_000575181.1_3807	35.772	369	367
WP_016560370.1	lcl|NZ_AHNA02000003.1_cds_WP_002099944.1_3848	31.452	372	367
WP_016560370.1	lcl|NZ_AHNA02000080.1_cds_WP_000538754.1_46	31.649	376	367
WP_016560370.1	lcl|NZ_AHNA02000048.1_cds_WP_001281953.1_1406	30.423	378	367
WP_016560370.1	lcl|NZ_AHNA02000003.1_cds_WP_000041235.1_3863	33.218	289	367
WP_016560370.1	lcl|NZ_AHNA02000003.1_cds_WP_001117631.1_3866	28.448	348	367
WP_016560370.1	lcl|NZ_AHNA02000004.1_cds_WP_001982414.1_3749	25.140	358	367
WP_004755296.1	lcl|NZ_AHNA02000052.1_cds_WP_000584316.1_1381	30.108	93	544
WP_004755296.1	lcl|NZ_AHNA02000052.1_cds_WP_000584316.1_1381	30.108	93	544
WP_002740998.1	lcl|NZ_AHNA02000071.1_cds_WP_001002662.1_617	46.091	243	265
WP_004777170.1	lcl|NZ_AHNA02000031.1_cds_WP_000501205.1_2248	36.513	304	310
WP_004777170.1	lcl|NZ_AHNA02000073.1_cds_WP_001183716.1_253	26.471	306	310
WP_004777170.1	lcl|NZ_AHNA02000044.1_cds_WP_000279890.1_1511	22.901	262	310
WP_004777170.1	lcl|NZ_AHNA02000031.1_cds_WP_000501205.1_2248	36.513	304	310
WP_004777170.1	lcl|NZ_AHNA02000073.1_cds_WP_001183716.1_253	26.471	306	310
WP_004777170.1	lcl|NZ_AHNA02000044.1_cds_WP_000279890.1_1511	22.901	262	310
WP_004777149.1	lcl|NZ_AHNA02000023.1_cds_WP_001082181.1_2728	29.487	78	221
WP_004777149.1	lcl|NZ_AHNA02000031.1_cds_WP_001069827.1_2228	28.440	109	221
WP_004777149.1	lcl|NZ_AHNA02000003.1_cds_WP_001075145.1_3857	32.692	104	221
WP_162833666.1	lcl|NZ_AHNA02000063.1_cds_WP_128915916.1_730	46.124	258	265
WP_162833666.1	lcl|NZ_AHNA02000029.1_cds_WP_157436782.1_2466	47.431	253	265
WP_162833666.1	lcl|NZ_AHNA02000007.1_cds_WP_100245090.1_3644	45.736	258	265
WP_162833666.1	lcl|NZ_AHNA02000047.1_cds_WP_100245090.1_1452	45.736	258	265
WP_162833666.1	lcl|NZ_AHNA02000058.1_cds_WP_100245090.1_1196	45.736	258	265
WP_162833666.1	lcl|NZ_AHNA02000080.1_cds_WP_100245090.1_29	45.736	258	265
WP_162833666.1	lcl|NZ_AHNA02000010.1_cds_WP_100221002.1_3410	45.736	258	265
WP_162833666.1	lcl|NZ_AHNA02000023.1_cds_WP_100221002.1_2786	45.736	258	265
WP_162833666.1	lcl|NZ_AHNA02000040.1_cds_WP_100221002.1_1848	45.736	258	265
WP_162833666.1	lcl|NZ_AHNA02000047.1_cds_WP_100221002.1_1438	45.736	258	265
WP_162833666.1	lcl|NZ_AHNA02000009.1_cds_WP_157196384.1_3532	45.349	258	265
WP_162833666.1	lcl|NZ_AHNA02000080.1_cds_WP_100221020.1_40	47.036	253	265
WP_162833666.1	lcl|NZ_AHNA02000044.1_cds_WP_100225693.1_1626	45.703	256	265
WP_162833666.1	lcl|NZ_AHNA02000026.1_cds_WP_157436780.1_2563	45.703	256	265
WP_162833666.1	lcl|NZ_AHNA02000062.1_cds_WP_198285716.1_895	45.349	258	265
WP_162833666.1	lcl|NZ_AHNA02000066.1_cds_WP_198285713.1_665	45.312	256	265
