WP_004753574.1	lcl|NZ_JADDXA010000021.1_cds_WP_002725873.1_1021	89.535	86	106
WP_004755091.1	lcl|NZ_JADDXA010000021.1_cds_WP_011669917.1_1022	92.903	310	314
WP_004755091.1	lcl|NZ_JADDXA010000071.1_cds_WP_011671202.1_2890	22.630	327	314
WP_004755091.1	lcl|NZ_JADDXA010000058.1_cds_WP_011669955.1_2464	22.302	278	314
WP_004755091.1	lcl|NZ_JADDXA010000058.1_cds_WP_011669957.1_2462	25.294	170	314
WP_004755091.1	lcl|NZ_JADDXA010000060.1_cds_WP_011669973.1_2612	23.488	281	314
WP_004755091.1	lcl|NZ_JADDXA010000092.1_cds_WP_011670813.1_3307	22.941	170	314
WP_004755091.1	lcl|NZ_JADDXA010000035.1_cds_WP_011670961.1_1652	27.586	203	314
WP_004766667.1	lcl|NZ_JADDXA010000001.1_cds_WP_002750963.1_866	34.337	166	185
WP_004766667.1	lcl|NZ_JADDXA010000021.1_cds_WP_011669938.1_1053	34.463	177	185
WP_004755430.1	lcl|NZ_JADDXA010000058.1_cds_WP_011669955.1_2464	31.153	321	329
WP_004755430.1	lcl|NZ_JADDXA010000071.1_cds_WP_011671202.1_2890	30.794	315	329
WP_004755430.1	lcl|NZ_JADDXA010000060.1_cds_WP_011669973.1_2612	31.642	335	329
WP_004755430.1	lcl|NZ_JADDXA010000035.1_cds_WP_011670961.1_1652	31.190	311	329
WP_004755430.1	lcl|NZ_JADDXA010000058.1_cds_WP_011669957.1_2462	28.852	305	329
WP_004755430.1	lcl|NZ_JADDXA010000092.1_cds_WP_011670813.1_3307	27.566	341	329
WP_004755430.1	lcl|NZ_JADDXA010000035.1_cds_WP_002754065.1_1649	28.485	330	329
WP_004755430.1	lcl|NZ_JADDXA010000020.1_cds_WP_011671143.1_968	30.351	313	329
WP_004755430.1	lcl|NZ_JADDXA010000003.1_cds_WP_011671074.1_1851	25.148	338	329
WP_004755430.1	lcl|NZ_JADDXA010000021.1_cds_WP_011669917.1_1022	27.711	249	329
