WP_004753574.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000340715.1_577	94.186	86	106
WP_004755091.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000410273.1_578	96.815	314	314
WP_004755091.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000093099.1_598	57.143	63	314
WP_004755091.1	lcl|NZ_JAGGCN010000010.1_cds_WP_000744700.1_1416	24.471	331	314
WP_004755091.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000646250.1_581	27.239	268	314
WP_004755091.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000723090.1_660	22.917	288	314
WP_004755091.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000600889.1_607	24.194	186	314
WP_004777161.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000604524.1_579	94.247	365	365
WP_004766667.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000884059.1_580	96.757	185	185
WP_004766667.1	lcl|NZ_JAGGCN010000005.1_cds_WP_000351733.1_800	40.714	140	185
WP_004755430.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000646250.1_581	97.568	329	329
WP_004755430.1	lcl|NZ_JAGGCN010000010.1_cds_WP_000744700.1_1416	32.381	315	329
WP_004755430.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000723090.1_660	31.045	335	329
WP_004755430.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000600889.1_607	31.677	322	329
WP_004755430.1	lcl|NZ_JAGGCN010000027.1_cds_WP_001984071.1_2711	31.935	310	329
WP_004755430.1	lcl|NZ_JAGGCN010000011.1_cds_WP_000649925.1_1542	29.573	328	329
WP_004755430.1	lcl|NZ_JAGGCN010000066.1_cds_WP_000709511.1_3655	29.730	333	329
WP_004755430.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000601375.1_634	25.000	300	329
WP_004755430.1	lcl|NZ_JAGGCN010000027.1_cds_WP_000688695.1_2691	29.091	275	329
WP_004755430.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001067557.1_584	27.541	305	329
WP_004755430.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000475904.1_643	27.372	274	329
WP_004755430.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000410273.1_578	26.101	318	329
WP_004755430.1	lcl|NZ_JAGGCN010000017.1_cds_WP_001074785.1_2094	29.057	265	329
WP_004755430.1	lcl|NZ_JAGGCN010000019.1_cds_WP_001003555.1_2207	25.148	338	329
WP_004755430.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000487322.1_632	26.994	326	329
WP_004758405.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000774262.1_582	93.633	267	267
WP_004758405.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000859505.1_631	26.693	251	267
WP_004758405.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000800438.1_612	25.630	238	267
WP_004758405.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000842260.1_661	26.842	190	267
WP_004758405.1	lcl|NZ_JAGGCN010000024.1_cds_WP_000667727.1_2527	30.909	110	267
WP_004758405.1	lcl|NZ_JAGGCN010000020.1_cds_WP_000805357.1_2313	27.660	188	267
WP_016748627.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000612797.1_583	96.267	509	509
WP_016748627.1	lcl|NZ_JAGGCN010000026.1_cds_WP_000291591.1_2668	27.469	324	509
WP_016748627.1	lcl|NZ_JAGGCN010000026.1_cds_WP_000364507.1_2667	31.111	90	509
WP_016748627.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000612797.1_583	96.267	509	509
WP_016748627.1	lcl|NZ_JAGGCN010000026.1_cds_WP_000291591.1_2668	27.469	324	509
WP_016748627.1	lcl|NZ_JAGGCN010000026.1_cds_WP_000364507.1_2667	31.111	90	509
WP_004755319.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001067557.1_584	96.667	330	330
WP_004755319.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000646250.1_581	28.990	307	330
WP_004755319.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000600889.1_607	27.068	266	330
WP_004755319.1	lcl|NZ_JAGGCN010000027.1_cds_WP_001984071.1_2711	24.632	272	330
WP_004755319.1	lcl|NZ_JAGGCN010000010.1_cds_WP_000744700.1_1416	26.266	316	330
WP_004755319.1	lcl|NZ_JAGGCN010000019.1_cds_WP_001003555.1_2207	28.287	251	330
WP_004755319.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000723090.1_660	24.925	333	330
WP_004755319.1	lcl|NZ_JAGGCN010000011.1_cds_WP_000649925.1_1542	29.644	253	330
WP_004755319.1	lcl|NZ_JAGGCN010000027.1_cds_WP_000688695.1_2691	25.792	221	330
WP_004755319.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000601375.1_634	25.362	276	330
WP_004755319.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000487322.1_632	26.855	283	330
WP_004754883.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001198107.1_585	95.902	366	366
WP_004754883.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000608295.1_586	40.000	365	366
WP_004754883.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000575178.1_654	34.262	359	366
WP_004754883.1	lcl|NZ_JAGGCN010000027.1_cds_WP_001281953.1_2677	28.232	379	366
WP_004754883.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000346036.1_615	28.090	356	366
WP_004754883.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000582222.1_596	32.958	355	366
WP_004754883.1	lcl|NZ_JAGGCN010000003.1_cds_WP_000538752.1_430	29.412	357	366
WP_004754883.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000947844.1_608	26.957	345	366
WP_004754883.1	lcl|NZ_JAGGCN010000013.1_cds_WP_001982414.1_1699	31.579	190	366
WP_016560370.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000608295.1_586	96.458	367	367
WP_016560370.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001198107.1_585	39.178	365	367
WP_016560370.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000575178.1_654	36.043	369	367
WP_016560370.1	lcl|NZ_JAGGCN010000003.1_cds_WP_000538752.1_430	31.649	376	367
WP_016560370.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000582222.1_596	35.692	325	367
WP_016560370.1	lcl|NZ_JAGGCN010000027.1_cds_WP_001281953.1_2677	30.423	378	367
WP_016560370.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000346036.1_615	24.665	373	367
WP_016560370.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000947844.1_608	26.404	356	367
WP_016560370.1	lcl|NZ_JAGGCN010000013.1_cds_WP_001982414.1_1699	25.140	358	367
WP_004755296.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000689743.1_587	91.544	544	544
WP_004755296.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000689743.1_587	91.544	544	544
WP_002740998.1	lcl|NZ_JAGGCN010000004.1_cds_WP_000342713.1_588	94.340	265	265
WP_002740998.1	lcl|NZ_JAGGCN010000059.1_cds_WP_001002663.1_3585	46.091	243	265
WP_004777170.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001246618.1_589	92.581	310	310
WP_004777170.1	lcl|NZ_JAGGCN010000038.1_cds_WP_000501205.1_3129	36.513	304	310
WP_004777170.1	lcl|NZ_JAGGCN010000037.1_cds_WP_001183723.1_3090	26.471	306	310
WP_004777170.1	lcl|NZ_JAGGCN010000015.1_cds_WP_000279894.1_1942	23.282	262	310
WP_004777170.1	lcl|NZ_JAGGCN010000004.1_cds_WP_001246618.1_589	92.581	310	310
WP_004777170.1	lcl|NZ_JAGGCN010000038.1_cds_WP_000501205.1_3129	36.513	304	310
