WP_004753574.1	lcl|NZ_JADDVV010000005.1_cds_WP_002725873.1_2737	89.535	86	106
WP_004755091.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733579.1_2736	92.994	314	314
WP_004755091.1	lcl|NZ_JADDVV010000016.1_cds_WP_002722638.1_526	22.936	327	314
WP_004755091.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733534.1_2733	26.493	268	314
WP_004755091.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740024.1_2642	23.843	281	314
WP_004755091.1	lcl|NZ_JADDVV010000029.1_cds_WP_002743770.1_1344	22.941	170	314
WP_004755091.1	lcl|NZ_JADDVV010000006.1_cds_WP_002728309.1_3001	27.586	203	314
WP_004755091.1	lcl|NZ_JADDVV010000005.1_cds_WP_016749081.1_2704	24.503	151	314
WP_004777161.1	lcl|NZ_JADDVV010000005.1_cds_WP_026054882.1_2735	86.575	365	365
WP_004766667.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733646.1_2734	96.757	185	185
WP_004766667.1	lcl|NZ_JADDVV010000003.1_cds_WP_002721790.1_1999	34.337	166	185
WP_004755430.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733534.1_2733	97.872	329	329
WP_004755430.1	lcl|NZ_JADDVV010000016.1_cds_WP_002722638.1_526	30.159	315	329
WP_004755430.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740024.1_2642	31.157	337	329
WP_004755430.1	lcl|NZ_JADDVV010000006.1_cds_WP_002728309.1_3001	30.868	311	329
WP_004755430.1	lcl|NZ_JADDVV010000029.1_cds_WP_002743770.1_1344	27.566	341	329
WP_004755430.1	lcl|NZ_JADDVV010000006.1_cds_WP_002728316.1_2998	28.485	330	329
WP_004755430.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733638.1_2696	27.941	340	329
WP_004755430.1	lcl|NZ_JADDVV010000078.1_cds_WP_002741146.1_3087	29.487	312	329
WP_004755430.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733546.1_2667	26.667	270	329
WP_004755430.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740721.1_2730	28.387	310	329
WP_004755430.1	lcl|NZ_JADDVV010000007.1_cds_WP_002732331.1_3182	26.254	339	329
WP_004755430.1	lcl|NZ_JADDVV010000005.1_cds_WP_002744551.1_2702	29.889	271	329
WP_004755430.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733698.1_2659	26.642	274	329
WP_004755430.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733579.1_2736	27.309	249	329
WP_004755430.1	lcl|NZ_JADDVV010000005.1_cds_WP_016749081.1_2704	23.975	317	329
WP_004755430.1	lcl|NZ_JADDVV010000061.1_cds_WP_002740236.1_2763	26.217	267	329
WP_004755430.1	lcl|NZ_JADDVV010000004.1_cds_WP_002721725.1_2397	25.223	337	329
WP_004755430.1	lcl|NZ_JADDVV010000004.1_cds_WP_002739935.1_2309	27.869	244	329
WP_004755430.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733757.1_2669	31.034	174	329
WP_004758405.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733627.1_2732	97.004	267	267
WP_004758405.1	lcl|NZ_JADDVV010000005.1_cds_WP_002738295.1_2670	24.701	251	267
WP_004758405.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740926.1_2691	24.790	238	267
WP_004758405.1	lcl|NZ_JADDVV010000005.1_cds_WP_002727921.1_2641	26.455	189	267
WP_004758405.1	lcl|NZ_JADDVV010000023.1_cds_WP_002729040.1_1071	32.727	110	267
WP_004758405.1	lcl|NZ_JADDVV010000002.1_cds_WP_002766579.1_1482	26.882	186	267
WP_004758405.1	lcl|NZ_JADDVV010000029.1_cds_WP_002729513.1_1343	25.806	186	267
WP_016748627.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740779.1_2731	99.411	509	509
WP_016748627.1	lcl|NZ_JADDVV010000010.1_cds_WP_002728536.1_72	27.217	327	509
WP_016748627.1	lcl|NZ_JADDVV010000010.1_cds_WP_002728534.1_71	31.111	90	509
WP_016748627.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740779.1_2731	99.411	509	509
WP_016748627.1	lcl|NZ_JADDVV010000010.1_cds_WP_002728536.1_72	27.217	327	509
WP_016748627.1	lcl|NZ_JADDVV010000010.1_cds_WP_002728534.1_71	31.111	90	509
WP_004755319.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740721.1_2730	98.485	330	330
WP_004755319.1	lcl|NZ_JADDVV010000005.1_cds_WP_002744551.1_2702	28.522	291	330
WP_004755319.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733534.1_2733	29.316	307	330
WP_004755319.1	lcl|NZ_JADDVV010000006.1_cds_WP_002728309.1_3001	25.641	273	330
WP_004755319.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740024.1_2642	26.814	317	330
WP_004755319.1	lcl|NZ_JADDVV010000016.1_cds_WP_002722638.1_526	28.369	282	330
WP_004755319.1	lcl|NZ_JADDVV010000005.1_cds_WP_016749081.1_2704	29.864	221	330
WP_004755319.1	lcl|NZ_JADDVV010000007.1_cds_WP_002732331.1_3182	26.754	228	330
WP_004755319.1	lcl|NZ_JADDVV010000078.1_cds_WP_002741146.1_3087	29.268	287	330
WP_004755319.1	lcl|NZ_JADDVV010000004.1_cds_WP_002721725.1_2397	24.898	245	330
WP_004755319.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733546.1_2667	24.723	271	330
WP_004755319.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733638.1_2696	25.773	291	330
WP_004755319.1	lcl|NZ_JADDVV010000029.1_cds_WP_002743770.1_1344	26.056	142	330
WP_004755319.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733579.1_2736	25.223	337	330
WP_004755319.1	lcl|NZ_JADDVV010000061.1_cds_WP_002740236.1_2763	25.417	240	330
WP_004754883.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740826.1_2729	98.907	366	366
WP_004754883.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740861.1_2728	39.726	365	366
WP_004754883.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733737.1_2708	33.051	354	366
WP_004754883.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740294.1_2648	34.278	353	366
WP_004754883.1	lcl|NZ_JADDVV010000023.1_cds_WP_002728994.1_1065	28.307	378	366
WP_004754883.1	lcl|NZ_JADDVV010000006.1_cds_WP_002738884.1_2954	29.917	361	366
WP_004754883.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733599.1_2695	27.374	358	366
WP_004754883.1	lcl|NZ_JADDVV010000007.1_cds_WP_002724641.1_3181	32.086	187	366
WP_016560370.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740861.1_2728	98.910	367	367
WP_016560370.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740826.1_2729	39.452	365	367
WP_016560370.1	lcl|NZ_JADDVV010000005.1_cds_WP_002733737.1_2708	40.111	359	367
WP_016560370.1	lcl|NZ_JADDVV010000005.1_cds_WP_002740294.1_2648	36.043	369	367
WP_016560370.1	lcl|NZ_JADDVV010000006.1_cds_WP_002738884.1_2954	33.596	381	367
