WP_004753574.1	lcl|NZ_JQQJ01000075.1_cds_WP_000340715.1_2155	94.186	86	106
WP_004755091.1	lcl|NZ_JQQJ01000075.1_cds_WP_000410275.1_2154	96.774	310	314
WP_004755091.1	lcl|NZ_JQQJ01000026.1_cds_WP_000744700.1_871	24.471	331	314
WP_004755091.1	lcl|NZ_JQQJ01000075.1_cds_WP_000723078.1_2106	23.656	279	314
WP_004755091.1	lcl|NZ_JQQJ01000075.1_cds_WP_000723090.1_2086	22.917	288	314
WP_004755091.1	lcl|NZ_JQQJ01000075.1_cds_WP_000567887.1_2104	23.364	214	314
WP_004766667.1	lcl|NZ_JQQJ01000059.1_cds_WP_000351733.1_1746	40.714	140	185
WP_004766667.1	lcl|NZ_JQQJ01000075.1_cds_WP_001047905.1_2123	34.463	177	185
WP_004755430.1	lcl|NZ_JQQJ01000075.1_cds_WP_000723078.1_2106	30.841	321	329
WP_004755430.1	lcl|NZ_JQQJ01000026.1_cds_WP_000744700.1_871	32.381	315	329
WP_004755430.1	lcl|NZ_JQQJ01000075.1_cds_WP_000723090.1_2086	31.045	335	329
WP_004755430.1	lcl|NZ_JQQJ01000024.1_cds_WP_001984071.1_777	31.935	310	329
WP_004755430.1	lcl|NZ_JQQJ01000075.1_cds_WP_000567887.1_2104	29.508	305	329
WP_004755430.1	lcl|NZ_JQQJ01000111.1_cds_WP_000649923.1_2837	29.573	328	329
WP_004755430.1	lcl|NZ_JQQJ01000241.1_cds_WP_000709513.1_3949	29.730	333	329
WP_004755430.1	lcl|NZ_JQQJ01000024.1_cds_WP_000688696.1_757	29.455	275	329
WP_004755430.1	lcl|NZ_JQQJ01000075.1_cds_WP_000410275.1_2154	26.426	333	329
WP_004755430.1	lcl|NZ_JQQJ01000031.1_cds_WP_001074784.1_1013	29.057	265	329
WP_004755430.1	lcl|NZ_JQQJ01000075.1_cds_WP_000460023.1_2102	27.397	219	329
WP_004755430.1	lcl|NZ_JQQJ01000045.1_cds_WP_001003556.1_1415	25.602	332	329
WP_004758405.1	lcl|NZ_JQQJ01000075.1_cds_WP_000043898.1_2105	26.016	246	267
