WP_004753574.1	lcl|NZ_JQOY01000020.1_cds_WP_000340715.1_812	94.186	86	106
WP_004755091.1	lcl|NZ_JQOY01000020.1_cds_WP_000410273.1_811	96.815	314	314
WP_004755091.1	lcl|NZ_JQOY01000020.1_cds_WP_000093099.1_792	57.143	63	314
WP_004755091.1	lcl|NZ_JQOY01000001.1_cds_WP_000744700.1_44	24.471	331	314
WP_004755091.1	lcl|NZ_JQOY01000020.1_cds_WP_000646256.1_808	26.866	268	314
WP_004755091.1	lcl|NZ_JQOY01000020.1_cds_WP_000600889.1_783	24.194	186	314
WP_004755091.1	lcl|NZ_JQOY01000020.1_cds_WP_000723092.1_730	22.837	289	314
WP_004777161.1	lcl|NZ_JQOY01000020.1_cds_WP_000604524.1_810	94.247	365	365
WP_004766667.1	lcl|NZ_JQOY01000020.1_cds_WP_000884059.1_809	96.757	185	185
WP_004766667.1	lcl|NZ_JQOY01000043.1_cds_WP_000351733.1_1455	40.714	140	185
WP_004755430.1	lcl|NZ_JQOY01000020.1_cds_WP_000646256.1_808	97.872	329	329
WP_004755430.1	lcl|NZ_JQOY01000001.1_cds_WP_000744700.1_44	32.381	315	329
WP_004755430.1	lcl|NZ_JQOY01000020.1_cds_WP_000723092.1_730	30.448	335	329
WP_004755430.1	lcl|NZ_JQOY01000020.1_cds_WP_000600889.1_783	31.677	322	329
WP_004755430.1	lcl|NZ_JQOY01000012.1_cds_WP_001984071.1_449	31.935	310	329
WP_004755430.1	lcl|NZ_JQOY01000023.1_cds_WP_000649925.1_896	29.573	328	329
WP_004755430.1	lcl|NZ_JQOY01000026.1_cds_WP_000709513.1_1020	29.730	333	329
WP_004755430.1	lcl|NZ_JQOY01000020.1_cds_WP_000601375.1_756	25.000	300	329
WP_004755430.1	lcl|NZ_JQOY01000012.1_cds_WP_000688696.1_429	29.455	275	329
WP_004755430.1	lcl|NZ_JQOY01000020.1_cds_WP_001067556.1_805	27.541	305	329
WP_004755430.1	lcl|NZ_JQOY01000020.1_cds_WP_000475901.1_747	27.132	258	329
WP_004755430.1	lcl|NZ_JQOY01000020.1_cds_WP_000410273.1_811	26.101	318	329
