WP_004753574.1	lcl|NZ_JQSB01000051.1_cds_WP_002614501.1_1657	91.860	86	106
WP_004755091.1	lcl|NZ_JQSB01000051.1_cds_WP_061230965.1_1656	92.258	310	314
WP_004755091.1	lcl|NZ_JQSB01000051.1_cds_WP_004497949.1_1606	23.656	279	314
WP_004755091.1	lcl|NZ_JQSB01000026.1_cds_WP_002615921.1_881	24.691	324	314
WP_004755091.1	lcl|NZ_JQSB01000024.1_cds_WP_004498401.1_776	25.526	333	314
WP_004755091.1	lcl|NZ_JQSB01000158.1_cds_WP_004502011.1_3170	23.843	281	314
WP_004755091.1	lcl|NZ_JQSB01000051.1_cds_WP_002614506.1_1604	24.699	166	314
WP_004755091.1	lcl|NZ_JQSB01000089.1_cds_WP_004495474.1_2405	27.094	203	314
WP_004766667.1	lcl|NZ_JQSB01000103.1_cds_WP_002630958.1_2673	35.065	154	185
WP_004766667.1	lcl|NZ_JQSB01000051.1_cds_WP_004498097.1_1623	34.463	177	185
WP_004755430.1	lcl|NZ_JQSB01000051.1_cds_WP_004497949.1_1606	31.776	321	329
WP_004755430.1	lcl|NZ_JQSB01000158.1_cds_WP_004502011.1_3170	30.952	336	329
WP_004755430.1	lcl|NZ_JQSB01000026.1_cds_WP_002615921.1_881	30.794	315	329
WP_004755430.1	lcl|NZ_JQSB01000089.1_cds_WP_004495474.1_2405	31.190	311	329
WP_004755430.1	lcl|NZ_JQSB01000214.1_cds_WP_004495537.1_3464	27.164	335	329
WP_004755430.1	lcl|NZ_JQSB01000051.1_cds_WP_002614506.1_1604	29.508	305	329
WP_004755430.1	lcl|NZ_JQSB01000024.1_cds_WP_004498401.1_776	29.781	319	329
WP_004755430.1	lcl|NZ_JQSB01000171.1_cds_WP_004495465.1_3236	28.882	322	329
WP_004755430.1	lcl|NZ_JQSB01000174.1_cds_WP_002619620.1_3272	26.036	338	329
WP_004755430.1	lcl|NZ_JQSB01000051.1_cds_WP_061230965.1_1656	28.030	264	329
WP_004755430.1	lcl|NZ_JQSB01000051.1_cds_WP_002614509.1_1601	27.536	276	329
WP_004755430.1	lcl|NZ_JQSB01000013.1_cds_WP_004498464.1_421	27.376	263	329
WP_004755430.1	lcl|NZ_JQSB01000094.1_cds_WP_004501205.1_2490	25.076	331	329
WP_004755430.1	lcl|NZ_JQSB01000024.1_cds_WP_004495316.1_815	27.459	244	329
WP_004758405.1	lcl|NZ_JQSB01000051.1_cds_WP_004497932.1_1605	26.016	246	267
WP_004758405.1	lcl|NZ_JQSB01000067.1_cds_WP_004499478.1_1985	30.151	199	267
WP_004758405.1	lcl|NZ_JQSB01000158.1_cds_WP_002620407.1_3169	26.842	190	267
WP_004758405.1	lcl|NZ_JQSB01000003.1_cds_WP_080634011.1_93	33.645	107	267
WP_004758405.1	lcl|NZ_JQSB01000214.1_cds_WP_016760166.1_3463	25.946	185	267
WP_016748627.1	lcl|NZ_JQSB01000220.1_cds_WP_004498450.1_3543	26.911	327	509
WP_016748627.1	lcl|NZ_JQSB01000220.1_cds_WP_004498493.1_3542	31.111	90	509
WP_016748627.1	lcl|NZ_JQSB01000220.1_cds_WP_004498450.1_3543	26.911	327	509
WP_016748627.1	lcl|NZ_JQSB01000220.1_cds_WP_004498493.1_3542	31.111	90	509
WP_004755319.1	lcl|NZ_JQSB01000089.1_cds_WP_004495474.1_2405	26.007	273	330
WP_004755319.1	lcl|NZ_JQSB01000051.1_cds_WP_004497949.1_1606	23.273	275	330
WP_004755319.1	lcl|NZ_JQSB01000026.1_cds_WP_002615921.1_881	27.899	276	330
WP_004755319.1	lcl|NZ_JQSB01000158.1_cds_WP_004502011.1_3170	25.526	333	330
WP_004755319.1	lcl|NZ_JQSB01000174.1_cds_WP_002619620.1_3272	28.070	228	330
WP_004755319.1	lcl|NZ_JQSB01000094.1_cds_WP_004501205.1_2490	23.755	261	330
WP_004755319.1	lcl|NZ_JQSB01000024.1_cds_WP_004498401.1_776	30.830	253	330
WP_004755319.1	lcl|NZ_JQSB01000214.1_cds_WP_004495537.1_3464	26.761	142	330
WP_004755319.1	lcl|NZ_JQSB01000013.1_cds_WP_004498464.1_421	26.639	244	330
WP_004755319.1	lcl|NZ_JQSB01000051.1_cds_WP_061230965.1_1656	24.390	328	330
WP_004754883.1	lcl|NZ_JQSB01000158.1_cds_WP_004499131.1_3177	34.463	354	366
