WP_004753574.1	lcl|NZ_RQHB01000021.1_cds_WP_135576183.1_3135	64.103	78	106
WP_004755091.1	lcl|NZ_RQHB01000021.1_cds_WP_135576181.1_3136	80.000	310	314
WP_004755091.1	lcl|NZ_RQHB01000011.1_cds_WP_135576905.1_2237	23.923	209	314
WP_004755091.1	lcl|NZ_RQHB01000021.1_cds_WP_135576122.1_3167	22.674	172	314
WP_004755091.1	lcl|NZ_RQHB01000007.1_cds_WP_012476594.1_3270	24.118	170	314
WP_004755091.1	lcl|NZ_RQHB01000021.1_cds_WP_135576173.1_3140	24.540	163	314
WP_004766667.1	lcl|NZ_RQHB01000021.1_cds_WP_135576144.1_3155	30.719	153	185
WP_004766667.1	lcl|NZ_RQHB01000017.1_cds_WP_135575519.1_1463	30.899	178	185
WP_004755430.1	lcl|NZ_RQHB01000021.1_cds_WP_135576122.1_3167	30.945	307	329
WP_004755430.1	lcl|NZ_RQHB01000021.1_cds_WP_135576173.1_3140	31.562	320	329
WP_004755430.1	lcl|NZ_RQHB01000011.1_cds_WP_135576905.1_2237	31.210	314	329
WP_004755430.1	lcl|NZ_RQHB01000004.1_cds_WP_135577686.1_548	29.968	317	329
WP_004755430.1	lcl|NZ_RQHB01000007.1_cds_WP_012476594.1_3270	29.118	340	329
WP_004755430.1	lcl|NZ_RQHB01000011.1_cds_WP_012390182.1_2265	29.073	313	329
WP_004755430.1	lcl|NZ_RQHB01000004.1_cds_WP_135577455.1_364	28.793	323	329
WP_004755430.1	lcl|NZ_RQHB01000021.1_cds_WP_135576130.1_3163	25.556	270	329
WP_004755430.1	lcl|NZ_RQHB01000004.1_cds_WP_135578744.1_309	27.778	252	329
WP_004755430.1	lcl|NZ_RQHB01000021.1_cds_WP_135576181.1_3136	25.316	316	329
WP_004755430.1	lcl|NZ_RQHB01000004.1_cds_WP_135577379.1_317	26.493	268	329
WP_004755430.1	lcl|NZ_RQHB01000011.1_cds_WP_135576842.1_2185	28.629	248	329
WP_004755430.1	lcl|NZ_RQHB01000007.1_cds_WP_210409840.1_3281	24.351	308	329
WP_004755430.1	lcl|NZ_RQHB01000009.1_cds_WP_135575131.1_1781	25.843	267	329
WP_004755430.1	lcl|NZ_RQHB01000020.1_cds_WP_135576404.1_2502	25.424	177	329
WP_004758405.1	lcl|NZ_RQHB01000009.1_cds_WP_012388903.1_1842	24.521	261	267
WP_004758405.1	lcl|NZ_RQHB01000021.1_cds_WP_135576163.1_3145	29.348	184	267
WP_004758405.1	lcl|NZ_RQHB01000004.1_cds_WP_135577319.1_279	30.968	155	267
WP_004758405.1	lcl|NZ_RQHB01000021.1_cds_WP_135576148.1_3152	29.949	197	267
WP_004758405.1	lcl|NZ_RQHB01000004.1_cds_WP_012387270.1_435	28.736	174	267
WP_004758405.1	lcl|NZ_RQHB01000007.1_cds_WP_135579761.1_3269	28.421	190	267
WP_016748627.1	lcl|NZ_RQHB01000017.1_cds_WP_135576051.1_1485	24.620	329	509
WP_016748627.1	lcl|NZ_RQHB01000017.1_cds_WP_135575492.1_1486	32.203	59	509
WP_016748627.1	lcl|NZ_RQHB01000017.1_cds_WP_135576051.1_1485	24.620	329	509
WP_016748627.1	lcl|NZ_RQHB01000017.1_cds_WP_135575492.1_1486	32.203	59	509
WP_004755319.1	lcl|NZ_RQHB01000021.1_cds_WP_135576122.1_3167	30.000	320	330
WP_004755319.1	lcl|NZ_RQHB01000021.1_cds_WP_135576173.1_3140	26.568	271	330
WP_004755319.1	lcl|NZ_RQHB01000004.1_cds_WP_135578744.1_309	29.437	231	330
WP_004755319.1	lcl|NZ_RQHB01000011.1_cds_WP_135576905.1_2237	26.812	276	330
WP_004755319.1	lcl|NZ_RQHB01000004.1_cds_WP_135577686.1_548	23.022	278	330
