WP_004753574.1	lcl|NZ_AHOJ02000028.1_cds_WP_004462903.1_1418	93.023	86	106
WP_004755091.1	lcl|NZ_AHOJ02000028.1_cds_WP_004464977.1_1419	92.903	310	314
WP_004755091.1	lcl|NZ_AHOJ02000010.1_cds_WP_004461583.1_2896	24.691	324	314
WP_004755091.1	lcl|NZ_AHOJ02000008.1_cds_WP_004464967.1_3249	23.656	279	314
WP_004755091.1	lcl|NZ_AHOJ02000008.1_cds_WP_004465002.1_3251	25.294	170	314
WP_004755091.1	lcl|NZ_AHOJ02000032.1_cds_WP_004482714.1_449	24.398	332	314
WP_004755091.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481568.1_3272	25.543	184	314
WP_004755091.1	lcl|NZ_AHOJ02000020.1_cds_WP_004468319.1_2167	22.941	170	314
WP_004766667.1	lcl|NZ_AHOJ02000025.1_cds_WP_004460143.1_1639	35.714	154	185
WP_004766667.1	lcl|NZ_AHOJ02000008.1_cds_WP_004475196.1_3232	35.593	177	185
WP_004755430.1	lcl|NZ_AHOJ02000008.1_cds_WP_004464967.1_3249	32.087	321	329
WP_004755430.1	lcl|NZ_AHOJ02000010.1_cds_WP_004461583.1_2896	29.841	315	329
WP_004755430.1	lcl|NZ_AHOJ02000032.1_cds_WP_004461234.1_748	32.476	311	329
WP_004755430.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481568.1_3272	31.045	335	329
WP_004755430.1	lcl|NZ_AHOJ02000008.1_cds_WP_004465002.1_3251	30.164	305	329
WP_004755430.1	lcl|NZ_AHOJ02000020.1_cds_WP_004468319.1_2167	27.381	336	329
WP_004755430.1	lcl|NZ_AHOJ02000032.1_cds_WP_004482714.1_449	30.154	325	329
WP_004755430.1	lcl|NZ_AHOJ02000032.1_cds_WP_004461242.1_751	28.882	322	329
WP_004755430.1	lcl|NZ_AHOJ02000006.1_cds_WP_032916356.1_3428	25.797	345	329
WP_004755430.1	lcl|NZ_AHOJ02000028.1_cds_WP_004464977.1_1419	25.633	316	329
WP_004755430.1	lcl|NZ_AHOJ02000024.1_cds_WP_004470510.1_1951	27.273	264	329
WP_004755430.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481531.1_3253	27.854	219	329
WP_004755430.1	lcl|NZ_AHOJ02000010.1_cds_WP_004477645.1_2995	24.773	331	329
WP_004755430.1	lcl|NZ_AHOJ02000006.1_cds_WP_004459320.1_3372	27.273	286	329
WP_004758405.1	lcl|NZ_AHOJ02000008.1_cds_WP_004475169.1_3250	26.423	246	267
WP_004758405.1	lcl|NZ_AHOJ02000020.1_cds_WP_004474348.1_2202	30.808	198	267
WP_004758405.1	lcl|NZ_AHOJ02000008.1_cds_WP_004476528.1_3273	26.842	190	267
WP_004758405.1	lcl|NZ_AHOJ02000032.1_cds_WP_016754360.1_718	26.882	186	267
WP_004758405.1	lcl|NZ_AHOJ02000020.1_cds_WP_004477855.1_2166	25.789	190	267
WP_016748627.1	lcl|NZ_AHOJ02000030.1_cds_WP_004463881.1_1040	27.607	326	509
WP_016748627.1	lcl|NZ_AHOJ02000030.1_cds_WP_004460640.1_1039	33.333	90	509
WP_016748627.1	lcl|NZ_AHOJ02000030.1_cds_WP_004463881.1_1040	27.607	326	509
WP_016748627.1	lcl|NZ_AHOJ02000030.1_cds_WP_004460640.1_1039	33.333	90	509
WP_004755319.1	lcl|NZ_AHOJ02000032.1_cds_WP_004461234.1_748	24.908	273	330
WP_004755319.1	lcl|NZ_AHOJ02000008.1_cds_WP_004464967.1_3249	22.909	275	330
WP_004755319.1	lcl|NZ_AHOJ02000010.1_cds_WP_004461583.1_2896	28.261	276	330
WP_004755319.1	lcl|NZ_AHOJ02000008.1_cds_WP_004481568.1_3272	26.946	334	330
WP_004755319.1	lcl|NZ_AHOJ02000006.1_cds_WP_032916356.1_3428	25.909	220	330
WP_004755319.1	lcl|NZ_AHOJ02000010.1_cds_WP_004477645.1_2995	25.103	243	330
WP_004755319.1	lcl|NZ_AHOJ02000032.1_cds_WP_004482714.1_449	29.675	246	330
WP_004755319.1	lcl|NZ_AHOJ02000020.1_cds_WP_004468319.1_2167	27.143	140	330
WP_004755319.1	lcl|NZ_AHOJ02000024.1_cds_WP_004470510.1_1951	28.462	130	330
WP_004754883.1	lcl|NZ_AHOJ02000008.1_cds_WP_004462146.1_3265	32.558	344	366
WP_004754883.1	lcl|NZ_AHOJ02000020.1_cds_WP_004482055.1_2209	28.989	376	366
WP_004754883.1	lcl|NZ_AHOJ02000028.1_cds_WP_004476587.1_1429	34.202	307	366
WP_004754883.1	lcl|NZ_AHOJ02000008.1_cds_WP_004465299.1_3226	29.668	391	366
WP_004754883.1	lcl|NZ_AHOJ02000029.1_cds_WP_004465893.1_1288	31.025	361	366
WP_004754883.1	lcl|NZ_AHOJ02000028.1_cds_WP_004475157.1_1426	37.379	206	366
WP_004754883.1	lcl|NZ_AHOJ02000006.1_cds_WP_004460480.1_3427	32.447	188	366
WP_016560370.1	lcl|NZ_AHOJ02000008.1_cds_WP_004462146.1_3265	35.429	350	367
WP_016560370.1	lcl|NZ_AHOJ02000029.1_cds_WP_004465893.1_1288	32.982	379	367
WP_016560370.1	lcl|NZ_AHOJ02000008.1_cds_WP_004465299.1_3226	31.452	372	367
WP_016560370.1	lcl|NZ_AHOJ02000020.1_cds_WP_004482055.1_2209	30.423	378	367
WP_016560370.1	lcl|NZ_AHOJ02000028.1_cds_WP_004476587.1_1429	33.218	289	367
WP_016560370.1	lcl|NZ_AHOJ02000028.1_cds_WP_004475157.1_1426	28.249	354	367
WP_016560370.1	lcl|NZ_AHOJ02000006.1_cds_WP_004460480.1_3427	26.257	358	367
WP_016560370.1	lcl|NZ_AHOJ02000025.1_cds_WP_032923942.1_1674	34.831	89	367
WP_002740998.1	lcl|NZ_AHOJ02000035.1_cds_WP_004457662.1_253	46.091	243	265
WP_004777170.1	lcl|NZ_AHOJ02000030.1_cds_WP_004462784.1_1150	37.627	295	310
WP_004777170.1	lcl|NZ_AHOJ02000028.1_cds_WP_004473577.1_1499	26.623	308	310
WP_004777170.1	lcl|NZ_AHOJ02000024.1_cds_WP_004476265.1_1917	24.434	221	310
WP_004777170.1	lcl|NZ_AHOJ02000030.1_cds_WP_004462784.1_1150	37.627	295	310
WP_004777170.1	lcl|NZ_AHOJ02000028.1_cds_WP_004473577.1_1499	26.623	308	310
WP_004777170.1	lcl|NZ_AHOJ02000024.1_cds_WP_004476265.1_1917	24.434	221	310
WP_004777149.1	lcl|NZ_AHOJ02000004.1_cds_WP_004462594.1_3511	27.723	101	221
WP_162833666.1	lcl|NZ_AHOJ02000018.1_cds_LEP1GSC171_RS21485_2462	42.537	134	265
WP_162833666.1	lcl|NZ_AHOJ02000018.1_cds_LEP1GSC171_RS21485_2462	42.537	134	265
WP_016748629.1	lcl|NZ_AHOJ02000006.1_cds_WP_004472678.1_3435	21.951	328	682
WP_016748630.1	lcl|NZ_AHOJ02000018.1_cds_WP_004469237.1_2514	26.606	218	333
WP_016748630.1	lcl|NZ_AHOJ02000018.1_cds_WP_004469237.1_2514	26.606	218	333
WP_016560406.1	lcl|NZ_AHOJ02000008.1_cds_WP_004475176.1_3241	25.000	140	392
WP_016560406.1	lcl|NZ_AHOJ02000004.1_cds_WP_004462595.1_3510	26.316	114	392
WP_016560406.1	lcl|NZ_AHOJ02000027.1_cds_WP_004473535.1_1522	22.083	240	392
WP_016560406.1	lcl|NZ_AHOJ02000010.1_cds_WP_004480578.1_2868	24.706	170	392
WP_016560441.1	lcl|NZ_AHOJ02000010.1_cds_WP_004471088.1_2862	29.921	127	174
WP_016560426.1	lcl|NZ_AHOJ02000008.1_cds_WP_004465299.1_3226	31.351	370	362
WP_016560426.1	lcl|NZ_AHOJ02000020.1_cds_WP_004482055.1_2209	29.534	386	362
WP_016560426.1	lcl|NZ_AHOJ02000028.1_cds_WP_004475157.1_1426	35.146	239	362
WP_016560426.1	lcl|NZ_AHOJ02000028.1_cds_WP_004476587.1_1429	38.498	213	362
WP_016560426.1	lcl|NZ_AHOJ02000008.1_cds_WP_004462146.1_3265	32.906	234	362
