WP_004753574.1	lcl|NZ_AOWV01000180.1_cds_WP_000340715.1_3263	94.186	86	106
WP_004755091.1	lcl|NZ_AOWV01000180.1_cds_WP_000410266.1_3262	96.497	314	314
WP_004755091.1	lcl|NZ_AOWV01000053.1_cds_WP_000744698.1_625	24.471	331	314
WP_004755091.1	lcl|NZ_AOWV01000180.1_cds_WP_000646254.1_3259	26.866	268	314
WP_004755091.1	lcl|NZ_AOWV01000108.1_cds_WP_000723091.1_1579	23.264	288	314
WP_004777161.1	lcl|NZ_AOWV01000180.1_cds_WP_000604525.1_3261	93.699	365	365
WP_004766667.1	lcl|NZ_AOWV01000180.1_cds_WP_000884059.1_3260	96.757	185	185
WP_004766667.1	lcl|NZ_AOWV01000182.1_cds_WP_000351733.1_3310	40.714	140	185
WP_004755430.1	lcl|NZ_AOWV01000180.1_cds_WP_000646254.1_3259	97.568	329	329
WP_004755430.1	lcl|NZ_AOWV01000053.1_cds_WP_000744698.1_625	32.381	315	329
WP_004755430.1	lcl|NZ_AOWV01000108.1_cds_WP_000723091.1_1579	30.746	335	329
WP_004755430.1	lcl|NZ_AOWV01000063.1_cds_WP_002072074.1_874	31.613	310	329
WP_004755430.1	lcl|NZ_AOWV01000105.1_cds_WP_000649924.1_1491	29.573	328	329
WP_004755430.1	lcl|NZ_AOWV01000063.1_cds_WP_000709508.1_884	29.231	325	329
WP_004755430.1	lcl|NZ_AOWV01000063.1_cds_WP_000688696.1_854	29.455	275	329
WP_004755430.1	lcl|NZ_AOWV01000180.1_cds_WP_001067557.1_3256	27.541	305	329
WP_004755430.1	lcl|NZ_AOWV01000090.1_cds_WP_000475901.1_1331	27.132	258	329
WP_004755430.1	lcl|NZ_AOWV01000180.1_cds_WP_000410266.1_3262	25.786	318	329
WP_004755430.1	lcl|NZ_AOWV01000178.1_cds_WP_001074779.1_3171	28.679	265	329
WP_004755430.1	lcl|NZ_AOWV01000056.1_cds_WP_001003560.1_771	24.852	338	329
WP_004755430.1	lcl|NZ_AOWV01000068.1_cds_WP_000378097.1_915	24.419	172	329
WP_004758405.1	lcl|NZ_AOWV01000180.1_cds_WP_000774259.1_3258	93.633	267	267
WP_004758405.1	lcl|NZ_AOWV01000108.1_cds_WP_000842260.1_1578	26.842	190	267
WP_004758405.1	lcl|NZ_AOWV01000086.1_cds_WP_000667727.1_1281	30.909	110	267
WP_004758405.1	lcl|NZ_AOWV01000159.1_cds_WP_000805357.1_2610	27.660	188	267
WP_016748627.1	lcl|NZ_AOWV01000180.1_cds_WP_002072162.1_3257	97.250	509	509
WP_016748627.1	lcl|NZ_AOWV01000164.1_cds_WP_000291581.1_2764	27.469	324	509
WP_016748627.1	lcl|NZ_AOWV01000164.1_cds_WP_000364504.1_2763	31.111	90	509
WP_016748627.1	lcl|NZ_AOWV01000180.1_cds_WP_002072162.1_3257	97.250	509	509
WP_016748627.1	lcl|NZ_AOWV01000164.1_cds_WP_000291581.1_2764	27.469	324	509
WP_016748627.1	lcl|NZ_AOWV01000164.1_cds_WP_000364504.1_2763	31.111	90	509
WP_004755319.1	lcl|NZ_AOWV01000180.1_cds_WP_001067557.1_3256	96.667	330	330
WP_004755319.1	lcl|NZ_AOWV01000180.1_cds_WP_000646254.1_3259	29.316	307	330
WP_004755319.1	lcl|NZ_AOWV01000063.1_cds_WP_002072074.1_874	25.000	272	330
WP_004755319.1	lcl|NZ_AOWV01000053.1_cds_WP_000744698.1_625	26.582	316	330
WP_004755319.1	lcl|NZ_AOWV01000108.1_cds_WP_000723091.1_1579	24.625	333	330
WP_004755319.1	lcl|NZ_AOWV01000056.1_cds_WP_001003560.1_771	27.888	251	330
WP_004755319.1	lcl|NZ_AOWV01000105.1_cds_WP_000649924.1_1491	29.644	253	330
WP_004755319.1	lcl|NZ_AOWV01000063.1_cds_WP_000688696.1_854	25.792	221	330
WP_004754883.1	lcl|NZ_AOWV01000180.1_cds_WP_001198107.1_3255	95.902	366	366
WP_004754883.1	lcl|NZ_AOWV01000180.1_cds_WP_000608294.1_3254	39.726	365	366
WP_004754883.1	lcl|NZ_AOWV01000090.1_cds_WP_000575181.1_1342	33.705	359	366
WP_004754883.1	lcl|NZ_AOWV01000068.1_cds_WP_000172659.1_914	31.937	382	366
WP_004754883.1	lcl|NZ_AOWV01000085.1_cds_WP_001281953.1_1275	28.232	379	366
WP_004754883.1	lcl|NZ_AOWV01000041.1_cds_WP_000228801.1_383	33.136	338	366
WP_004754883.1	lcl|NZ_AOWV01000100.1_cds_WP_000538754.1_1427	29.412	357	366
WP_004754883.1	lcl|NZ_AOWV01000195.1_cds_WP_001982414.1_3637	31.579	190	366
WP_016560370.1	lcl|NZ_AOWV01000180.1_cds_WP_000608294.1_3254	96.730	367	367
WP_016560370.1	lcl|NZ_AOWV01000180.1_cds_WP_001198107.1_3255	39.178	365	367
WP_016560370.1	lcl|NZ_AOWV01000090.1_cds_WP_000575181.1_1342	35.772	369	367
WP_016560370.1	lcl|NZ_AOWV01000068.1_cds_WP_000172659.1_914	31.967	366	367
WP_016560370.1	lcl|NZ_AOWV01000100.1_cds_WP_000538754.1_1427	31.649	376	367
WP_016560370.1	lcl|NZ_AOWV01000041.1_cds_WP_000228801.1_383	33.243	367	367
WP_016560370.1	lcl|NZ_AOWV01000085.1_cds_WP_001281953.1_1275	30.423	378	367
WP_016560370.1	lcl|NZ_AOWV01000195.1_cds_WP_001982414.1_3637	25.140	358	367
WP_004755296.1	lcl|NZ_AOWV01000180.1_cds_WP_000689740.1_3253	91.728	544	544
WP_004755296.1	lcl|NZ_AOWV01000180.1_cds_WP_000689740.1_3253	91.728	544	544
WP_002740998.1	lcl|NZ_AOWV01000180.1_cds_WP_000342716.1_3252	94.717	265	265
WP_002740998.1	lcl|NZ_AOWV01000160.1_cds_WP_001002662.1_2626	46.091	243	265
WP_004777170.1	lcl|NZ_AOWV01000180.1_cds_WP_001246619.1_3251	94.194	310	310
