WP_004753574.1	lcl|NZ_JQQW01000059.1_cds_WP_000340715.1_1610	94.186	86	106
WP_004755091.1	lcl|NZ_JQQW01000059.1_cds_WP_000410268.1_1611	96.774	310	314
WP_004755091.1	lcl|NZ_JQQW01000134.1_cds_WP_000744695.1_3131	24.471	331	314
WP_004755091.1	lcl|NZ_JQQW01000059.1_cds_WP_000723079.1_1665	23.656	279	314
WP_004755091.1	lcl|NZ_JQQW01000059.1_cds_WP_000723082.1_1687	22.917	288	314
WP_004755091.1	lcl|NZ_JQQW01000059.1_cds_WP_000567886.1_1667	23.364	214	314
WP_004766667.1	lcl|NZ_JQQW01000047.1_cds_WP_000351733.1_1252	40.714	140	185
WP_004766667.1	lcl|NZ_JQQW01000059.1_cds_WP_001047906.1_1644	34.463	177	185
WP_004755430.1	lcl|NZ_JQQW01000059.1_cds_WP_000723079.1_1665	30.841	321	329
WP_004755430.1	lcl|NZ_JQQW01000134.1_cds_WP_000744695.1_3131	32.381	315	329
WP_004755430.1	lcl|NZ_JQQW01000059.1_cds_WP_000723082.1_1687	31.045	335	329
WP_004755430.1	lcl|NZ_JQQW01000026.1_cds_WP_002123515.1_679	31.935	310	329
WP_004755430.1	lcl|NZ_JQQW01000024.1_cds_WP_000649924.1_610	29.573	328	329
WP_004755430.1	lcl|NZ_JQQW01000059.1_cds_WP_000567886.1_1667	29.180	305	329
WP_004755430.1	lcl|NZ_JQQW01000217.1_cds_WP_000709511.1_4065	29.730	333	329
WP_004755430.1	lcl|NZ_JQQW01000026.1_cds_WP_000688698.1_659	29.455	275	329
WP_004755430.1	lcl|NZ_JQQW01000059.1_cds_WP_000410268.1_1611	26.061	330	329
WP_004755430.1	lcl|NZ_JQQW01000059.1_cds_WP_000475907.1_1670	26.667	240	329
WP_004755430.1	lcl|NZ_JQQW01000045.1_cds_WP_001074779.1_1214	28.679	265	329
WP_004755430.1	lcl|NZ_JQQW01000070.1_cds_WP_001003560.1_1966	24.852	338	329
WP_004758405.1	lcl|NZ_JQQW01000059.1_cds_WP_002108504.1_1666	26.016	246	267
WP_004758405.1	lcl|NZ_JQQW01000059.1_cds_WP_000842260.1_1688	26.842	190	267
WP_004758405.1	lcl|NZ_JQQW01000097.1_cds_WP_000667727.1_2419	30.909	110	267
WP_004758405.1	lcl|NZ_JQQW01000058.1_cds_WP_000805357.1_1606	27.660	188	267
WP_016748627.1	lcl|NZ_JQQW01000041.1_cds_WP_000291581.1_1101	27.469	324	509
