WP_004753574.1	lcl|NZ_RQFO01000004.1_cds_WP_135568908.1_115	62.821	78	106
WP_004755091.1	lcl|NZ_RQFO01000004.1_cds_WP_135568910.1_116	81.290	310	314
WP_004755091.1	lcl|NZ_RQFO01000016.1_cds_WP_135573119.1_2451	26.518	313	314
WP_004755091.1	lcl|NZ_RQFO01000016.1_cds_WP_135573172.1_2424	23.148	324	314
WP_004755091.1	lcl|NZ_RQFO01000011.1_cds_WP_135568492.1_3143	23.529	170	314
WP_004755091.1	lcl|NZ_RQFO01000004.1_cds_WP_135569063.1_195	27.815	151	314
WP_004777161.1	lcl|NZ_RQFO01000004.1_cds_WP_135568914.1_118	53.352	358	365
WP_004766667.1	lcl|NZ_RQFO01000004.1_cds_WP_135569690.1_573	30.636	173	185
WP_004755430.1	lcl|NZ_RQFO01000016.1_cds_WP_135573172.1_2424	31.210	314	329
WP_004755430.1	lcl|NZ_RQFO01000004.1_cds_WP_135569063.1_195	29.167	336	329
WP_004755430.1	lcl|NZ_RQFO01000017.1_cds_WP_135572098.1_1622	29.677	310	329
WP_004755430.1	lcl|NZ_RQFO01000011.1_cds_WP_135568492.1_3143	29.619	341	329
WP_004755430.1	lcl|NZ_RQFO01000004.1_cds_WP_261637304.1_160	30.323	310	329
WP_004755430.1	lcl|NZ_RQFO01000017.1_cds_WP_135572418.1_1805	28.012	332	329
WP_004755430.1	lcl|NZ_RQFO01000016.1_cds_WP_135573119.1_2451	28.939	311	329
WP_004755430.1	lcl|NZ_RQFO01000004.1_cds_WP_135568953.1_138	27.445	317	329
WP_004755430.1	lcl|NZ_RQFO01000004.1_cds_WP_135568977.1_150	26.296	270	329
WP_004755430.1	lcl|NZ_RQFO01000004.1_cds_WP_135568910.1_116	26.332	319	329
WP_004755430.1	lcl|NZ_RQFO01000017.1_cds_WP_135572557.1_1882	29.528	254	329
WP_004755430.1	lcl|NZ_RQFO01000004.1_cds_WP_135569009.1_167	26.506	249	329
WP_004755430.1	lcl|NZ_RQFO01000016.1_cds_WP_135573262.1_2370	28.520	277	329
WP_004755430.1	lcl|NZ_RQFO01000004.1_cds_WP_135568990.1_157	32.278	158	329
WP_004755430.1	lcl|NZ_RQFO01000004.1_cds_WP_135569093.1_210	24.715	263	329
WP_004755430.1	lcl|NZ_RQFO01000011.1_cds_WP_208652756.1_3132	26.840	231	329
WP_004755430.1	lcl|NZ_RQFO01000016.1_cds_WP_135573773.1_2088	27.778	180	329
WP_004755430.1	lcl|NZ_RQFO01000004.1_cds_WP_135569011.1_168	20.635	252	329
WP_004755430.1	lcl|NZ_RQFO01000017.1_cds_WP_135572540.1_1874	23.333	270	329
WP_004755430.1	lcl|NZ_RQFO01000004.1_cds_WP_135570383.1_968	24.815	270	329
WP_004758405.1	lcl|NZ_RQFO01000004.1_cds_WP_135568967.1_145	25.561	223	267
WP_004758405.1	lcl|NZ_RQFO01000004.1_cds_WP_135568994.1_159	25.292	257	267
WP_004758405.1	lcl|NZ_RQFO01000004.1_cds_WP_135569153.1_271	24.904	261	267
WP_004758405.1	lcl|NZ_RQFO01000017.1_cds_WP_135572287.1_1731	29.651	172	267
WP_004758405.1	lcl|NZ_RQFO01000017.1_cds_WP_135572606.1_1910	34.234	111	267
WP_004758405.1	lcl|NZ_RQFO01000004.1_cds_WP_135569065.1_196	24.352	193	267
WP_004758405.1	lcl|NZ_RQFO01000011.1_cds_WP_135568493.1_3144	26.425	193	267
WP_016748627.1	lcl|NZ_RQFO01000004.1_cds_WP_135570942.1_551	24.299	321	509
WP_016748627.1	lcl|NZ_RQFO01000004.1_cds_WP_135569650.1_550	30.909	110	509
WP_016748627.1	lcl|NZ_RQFO01000004.1_cds_WP_135570942.1_551	24.299	321	509
WP_016748627.1	lcl|NZ_RQFO01000004.1_cds_WP_135569650.1_550	30.909	110	509
WP_004755319.1	lcl|NZ_RQFO01000004.1_cds_WP_135568953.1_138	33.438	317	330
WP_004755319.1	lcl|NZ_RQFO01000017.1_cds_WP_135572098.1_1622	25.899	278	330
WP_004755319.1	lcl|NZ_RQFO01000017.1_cds_WP_135572557.1_1882	29.167	264	330
WP_004755319.1	lcl|NZ_RQFO01000004.1_cds_WP_135569063.1_195	25.000	328	330
WP_004755319.1	lcl|NZ_RQFO01000016.1_cds_WP_135573172.1_2424	27.174	276	330
WP_004755319.1	lcl|NZ_RQFO01000016.1_cds_WP_135573119.1_2451	27.206	272	330
WP_004755319.1	lcl|NZ_RQFO01000017.1_cds_WP_135572540.1_1874	26.038	265	330
WP_004755319.1	lcl|NZ_RQFO01000004.1_cds_WP_135568977.1_150	27.099	262	330
WP_004755319.1	lcl|NZ_RQFO01000017.1_cds_WP_135572403.1_1792	28.662	157	330
