WP_004753574.1	lcl|NZ_AOUC01000047.1_cds_WP_004454812.1_646	93.023	86	106
WP_004755091.1	lcl|NZ_AOUC01000047.1_cds_WP_004421326.1_647	96.497	314	314
WP_004755091.1	lcl|NZ_AOUC01000041.1_cds_WP_004434477.1_600	21.852	270	314
WP_004755091.1	lcl|NZ_AOUC01000278.1_cds_WP_004419974.1_3423	24.923	325	314
WP_004755091.1	lcl|NZ_AOUC01000047.1_cds_WP_004421375.1_650	25.472	318	314
WP_004755091.1	lcl|NZ_AOUC01000149.1_cds_WP_004455914.1_1802	23.448	290	314
WP_004755091.1	lcl|NZ_AOUC01000252.1_cds_WP_004456912.1_3090	23.188	276	314
WP_004777161.1	lcl|NZ_AOUC01000047.1_cds_WP_004421179.1_648	92.329	365	365
WP_004766667.1	lcl|NZ_AOUC01000047.1_cds_WP_004421442.1_649	95.135	185	185
WP_004766667.1	lcl|NZ_AOUC01000032.1_cds_WP_002148948.1_403	41.429	140	185
WP_004755430.1	lcl|NZ_AOUC01000047.1_cds_WP_004421375.1_650	97.264	329	329
WP_004755430.1	lcl|NZ_AOUC01000278.1_cds_WP_004419974.1_3423	31.111	315	329
WP_004755430.1	lcl|NZ_AOUC01000149.1_cds_WP_004455914.1_1802	31.454	337	329
WP_004755430.1	lcl|NZ_AOUC01000252.1_cds_WP_004456912.1_3090	32.154	311	329
WP_004755430.1	lcl|NZ_AOUC01000047.1_cds_WP_004434771.1_664	29.254	335	329
WP_004755430.1	lcl|NZ_AOUC01000275.1_cds_WP_002147154.1_3371	28.402	338	329
WP_004755430.1	lcl|NZ_AOUC01000106.1_cds_WP_002148036.1_1366	30.154	325	329
WP_004755430.1	lcl|NZ_AOUC01000047.1_cds_WP_004421253.1_653	27.541	305	329
WP_004755430.1	lcl|NZ_AOUC01000098.1_cds_WP_002155619.1_1295	26.686	341	329
WP_004755430.1	lcl|NZ_AOUC01000047.1_cds_WP_004421326.1_647	24.843	318	329
