WP_004753574.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004462903.1_3491	93.023	86	106
WP_004755091.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464977.1_3492	92.903	310	314
WP_004755091.1	lcl|NZ_JAUOTH010000001.1_cds_WP_008393339.1_3461	24.691	324	314
WP_004755091.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464967.1_3545	23.656	279	314
WP_004755091.1	lcl|NZ_JAUOTH010000001.1_cds_WP_032928188.1_3345	24.398	332	314
WP_004755091.1	lcl|NZ_JAUOTH010000018.1_cds_WP_282964026.1_3547	25.294	170	314
WP_004755091.1	lcl|NZ_JAUOTH010000022.1_cds_WP_008394652.1_367	23.239	284	314
WP_004755091.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004468319.1_3150	22.941	170	314
WP_004766667.1	lcl|NZ_JAUOTH010000002.1_cds_WP_004460143.1_2208	35.714	154	185
WP_004766667.1	lcl|NZ_JAUOTH010000018.1_cds_WP_075918475.1_3528	35.593	177	185
WP_004755430.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464967.1_3545	32.087	321	329
WP_004755430.1	lcl|NZ_JAUOTH010000022.1_cds_WP_008394652.1_367	31.343	335	329
WP_004755430.1	lcl|NZ_JAUOTH010000001.1_cds_WP_008393339.1_3461	29.841	315	329
WP_004755430.1	lcl|NZ_JAUOTH010000013.1_cds_WP_004461234.1_447	32.476	311	329
WP_004755430.1	lcl|NZ_JAUOTH010000018.1_cds_WP_282964026.1_3547	30.164	305	329
WP_004755430.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004468319.1_3150	27.381	336	329
WP_004755430.1	lcl|NZ_JAUOTH010000013.1_cds_WP_004467290.1_444	28.882	322	329
WP_004755430.1	lcl|NZ_JAUOTH010000001.1_cds_WP_032928188.1_3345	30.154	325	329
WP_004755430.1	lcl|NZ_JAUOTH010000012.1_cds_WP_046943555.1_2762	25.507	345	329
WP_004755430.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464977.1_3492	25.633	316	329
WP_004755430.1	lcl|NZ_JAUOTH010000009.1_cds_WP_008398679.1_778	27.273	264	329
WP_004755430.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004465101.1_3549	27.854	219	329
WP_004755430.1	lcl|NZ_JAUOTH010000017.1_cds_WP_004472818.1_1475	27.273	286	329
WP_004755430.1	lcl|NZ_JAUOTH010000014.1_cds_WP_282963968.1_202	24.773	331	329
WP_004758405.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004475169.1_3546	26.423	246	267
WP_004758405.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004477560.1_3118	30.808	198	267
WP_004758405.1	lcl|NZ_JAUOTH010000022.1_cds_WP_004475142.1_366	26.842	190	267
WP_004758405.1	lcl|NZ_JAUOTH010000013.1_cds_WP_016754360.1_476	26.882	186	267
WP_004758405.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004477855.1_3151	25.789	190	267
WP_016748627.1	lcl|NZ_JAUOTH010000006.1_cds_WP_004473482.1_2464	27.607	326	509
WP_016748627.1	lcl|NZ_JAUOTH010000006.1_cds_WP_004460640.1_2465	33.333	90	509
WP_016748627.1	lcl|NZ_JAUOTH010000006.1_cds_WP_004473482.1_2464	27.607	326	509
WP_016748627.1	lcl|NZ_JAUOTH010000006.1_cds_WP_004460640.1_2465	33.333	90	509
WP_004755319.1	lcl|NZ_JAUOTH010000013.1_cds_WP_004461234.1_447	24.908	273	330
WP_004755319.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004464967.1_3545	22.909	275	330
WP_004755319.1	lcl|NZ_JAUOTH010000001.1_cds_WP_008393339.1_3461	27.899	276	330
WP_004755319.1	lcl|NZ_JAUOTH010000022.1_cds_WP_008394652.1_367	26.647	334	330
WP_004755319.1	lcl|NZ_JAUOTH010000014.1_cds_WP_282963968.1_202	25.103	243	330
WP_004755319.1	lcl|NZ_JAUOTH010000012.1_cds_WP_046943555.1_2762	26.126	222	330
WP_004755319.1	lcl|NZ_JAUOTH010000001.1_cds_WP_032928188.1_3345	29.675	246	330
WP_004755319.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004468319.1_3150	27.143	140	330
WP_004755319.1	lcl|NZ_JAUOTH010000009.1_cds_WP_008398679.1_778	28.462	130	330
WP_004754883.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004462146.1_3560	32.558	344	366
WP_004754883.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004466571.1_3112	28.989	376	366
WP_004754883.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004475202.1_3502	34.528	307	366
WP_004754883.1	lcl|NZ_JAUOTH010000018.1_cds_WP_075918479.1_3522	29.412	391	366
WP_004754883.1	lcl|NZ_JAUOTH010000015.1_cds_WP_004465893.1_2080	31.025	361	366
WP_004754883.1	lcl|NZ_JAUOTH010000018.1_cds_WP_061207032.1_3499	37.379	206	366
WP_004754883.1	lcl|NZ_JAUOTH010000012.1_cds_WP_004473876.1_2763	32.447	188	366
WP_016560370.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004462146.1_3560	35.429	350	367
WP_016560370.1	lcl|NZ_JAUOTH010000015.1_cds_WP_004465893.1_2080	32.982	379	367
WP_016560370.1	lcl|NZ_JAUOTH010000018.1_cds_WP_075918479.1_3522	31.183	372	367
WP_016560370.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004466571.1_3112	30.423	378	367
WP_016560370.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004475202.1_3502	33.564	289	367
WP_016560370.1	lcl|NZ_JAUOTH010000018.1_cds_WP_061207032.1_3499	27.966	354	367
WP_016560370.1	lcl|NZ_JAUOTH010000012.1_cds_WP_004473876.1_2763	26.257	358	367
WP_016560370.1	lcl|NZ_JAUOTH010000002.1_cds_WP_032924150.1_2243	34.831	89	367
WP_002740998.1	lcl|NZ_JAUOTH010000060.1_cds_WP_046944142.1_708	45.679	243	265
WP_004777170.1	lcl|NZ_JAUOTH010000058.1_cds_WP_004474516.1_1675	37.966	295	310
WP_004777170.1	lcl|NZ_JAUOTH010000023.1_cds_WP_004473577.1_892	26.623	308	310
WP_004777170.1	lcl|NZ_JAUOTH010000009.1_cds_WP_004462208.1_742	24.434	221	310
WP_004777170.1	lcl|NZ_JAUOTH010000058.1_cds_WP_004474516.1_1675	37.966	295	310
WP_004777170.1	lcl|NZ_JAUOTH010000023.1_cds_WP_004473577.1_892	26.623	308	310
WP_004777170.1	lcl|NZ_JAUOTH010000009.1_cds_WP_004462208.1_742	24.434	221	310
WP_004777149.1	lcl|NZ_JAUOTH010000025.1_cds_WP_004472978.1_1716	27.723	101	221
WP_162833666.1	lcl|NZ_JAUOTH010000021.1_cds_Q4564_RS11905_1929	51.163	86	265
WP_162833666.1	lcl|NZ_JAUOTH010000003.1_cds_WP_046944242.1_564	88.889	18	265
WP_162833666.1	lcl|NZ_JAUOTH010000021.1_cds_Q4564_RS11905_1929	51.163	86	265
WP_162833666.1	lcl|NZ_JAUOTH010000003.1_cds_WP_046944242.1_564	88.889	18	265
WP_016748629.1	lcl|NZ_JAUOTH010000012.1_cds_WP_004472678.1_2755	21.951	328	682
WP_016748630.1	lcl|NZ_JAUOTH010000011.1_cds_WP_004458991.1_1256	26.606	218	333
WP_016748630.1	lcl|NZ_JAUOTH010000011.1_cds_WP_004458991.1_1256	26.606	218	333
WP_016560406.1	lcl|NZ_JAUOTH010000018.1_cds_WP_282964024.1_3537	25.000	140	392
WP_016560406.1	lcl|NZ_JAUOTH010000025.1_cds_WP_282964057.1_1715	26.316	114	392
WP_016560406.1	lcl|NZ_JAUOTH010000023.1_cds_WP_004475523.1_881	22.083	240	392
WP_016560406.1	lcl|NZ_JAUOTH010000001.1_cds_WP_282963583.1_3434	24.706	170	392
WP_016560441.1	lcl|NZ_JAUOTH010000001.1_cds_WP_004471088.1_3428	29.921	127	174
WP_016560426.1	lcl|NZ_JAUOTH010000018.1_cds_WP_075918479.1_3522	31.081	370	362
WP_016560426.1	lcl|NZ_JAUOTH010000024.1_cds_WP_004466571.1_3112	29.659	381	362
WP_016560426.1	lcl|NZ_JAUOTH010000018.1_cds_WP_061207032.1_3499	34.728	239	362
WP_016560426.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004475202.1_3502	38.028	213	362
WP_016560426.1	lcl|NZ_JAUOTH010000018.1_cds_WP_004462146.1_3560	32.906	234	362
WP_016560426.1	lcl|NZ_JAUOTH010000012.1_cds_WP_004473876.1_2763	26.158	367	362
