WP_004753574.1	lcl|NZ_JQPI01000023.1_cds_WP_000340715.1_754	94.186	86	106
WP_004755091.1	lcl|NZ_JQPI01000023.1_cds_WP_000410267.1_753	96.815	314	314
WP_004755091.1	lcl|NZ_JQPI01000034.1_cds_WP_000744698.1_1053	24.471	331	314
WP_004755091.1	lcl|NZ_JQPI01000023.1_cds_WP_042752260.1_750	26.866	268	314
WP_004755091.1	lcl|NZ_JQPI01000023.1_cds_WP_061269945.1_669	22.917	288	314
WP_004755091.1	lcl|NZ_JQPI01000023.1_cds_WP_000600889.1_722	24.194	186	314
WP_004755091.1	lcl|NZ_JQPI01000023.1_cds_WP_000025488.1_728	23.179	151	314
WP_004777161.1	lcl|NZ_JQPI01000023.1_cds_WP_061269957.1_752	93.973	365	365
WP_004766667.1	lcl|NZ_JQPI01000023.1_cds_WP_000884059.1_751	96.757	185	185
WP_004766667.1	lcl|NZ_JQPI01000105.1_cds_WP_000351733.1_2554	40.714	140	185
WP_004755430.1	lcl|NZ_JQPI01000023.1_cds_WP_042752260.1_750	97.872	329	329
WP_004755430.1	lcl|NZ_JQPI01000034.1_cds_WP_000744698.1_1053	32.381	315	329
WP_004755430.1	lcl|NZ_JQPI01000023.1_cds_WP_061269945.1_669	31.045	335	329
WP_004755430.1	lcl|NZ_JQPI01000023.1_cds_WP_000600889.1_722	31.677	322	329
WP_004755430.1	lcl|NZ_JQPI01000081.1_cds_WP_002064390.1_2194	31.613	310	329
WP_004755430.1	lcl|NZ_JQPI01000001.1_cds_WP_000649925.1_50	29.573	328	329
WP_004755430.1	lcl|NZ_JQPI01000153.1_cds_WP_000709511.1_3094	29.730	333	329
WP_004755430.1	lcl|NZ_JQPI01000023.1_cds_WP_061234286.1_695	25.333	300	329
WP_004755430.1	lcl|NZ_JQPI01000081.1_cds_WP_000688698.1_2214	29.455	275	329
WP_004755430.1	lcl|NZ_JQPI01000023.1_cds_WP_001067556.1_747	27.541	305	329
WP_004755430.1	lcl|NZ_JQPI01000023.1_cds_WP_000025488.1_728	25.392	319	329
WP_004755430.1	lcl|NZ_JQPI01000023.1_cds_WP_002079020.1_726	29.889	271	329
WP_004755430.1	lcl|NZ_JQPI01000023.1_cds_WP_000475904.1_686	27.372	274	329
WP_004755430.1	lcl|NZ_JQPI01000023.1_cds_WP_000410267.1_753	25.786	318	329
