WP_004753574.1	lcl|NZ_JADDWT010000040.1_cds_WP_000340715.1_2504	94.186	86	106
WP_004755091.1	lcl|NZ_JADDWT010000040.1_cds_WP_000410266.1_2503	96.497	314	314
WP_004755091.1	lcl|NZ_JADDWT010000013.1_cds_WP_000744698.1_344	24.471	331	314
WP_004755091.1	lcl|NZ_JADDWT010000040.1_cds_WP_000646254.1_2500	26.866	268	314
WP_004755091.1	lcl|NZ_JADDWT010000015.1_cds_WP_000723091.1_543	23.264	288	314
WP_004777161.1	lcl|NZ_JADDWT010000040.1_cds_WP_000604525.1_2502	93.699	365	365
WP_004766667.1	lcl|NZ_JADDWT010000040.1_cds_WP_000884059.1_2501	96.757	185	185
WP_004766667.1	lcl|NZ_JADDWT010000008.1_cds_WP_000351733.1_3801	40.714	140	185
WP_004755430.1	lcl|NZ_JADDWT010000040.1_cds_WP_000646254.1_2500	97.568	329	329
WP_004755430.1	lcl|NZ_JADDWT010000013.1_cds_WP_000744698.1_344	32.381	315	329
WP_004755430.1	lcl|NZ_JADDWT010000015.1_cds_WP_000723091.1_543	30.746	335	329
WP_004755430.1	lcl|NZ_JADDWT010000003.1_cds_WP_002072074.1_2423	31.613	310	329
WP_004755430.1	lcl|NZ_JADDWT010000012.1_cds_WP_000649924.1_236	29.573	328	329
WP_004755430.1	lcl|NZ_JADDWT010000003.1_cds_WP_000709508.1_2413	29.231	325	329
WP_004755430.1	lcl|NZ_JADDWT010000003.1_cds_WP_000688696.1_2443	29.455	275	329
WP_004755430.1	lcl|NZ_JADDWT010000040.1_cds_WP_001067557.1_2497	27.541	305	329
WP_004755430.1	lcl|NZ_JADDWT010000028.1_cds_WP_000475901.1_1597	27.132	258	329
WP_004755430.1	lcl|NZ_JADDWT010000040.1_cds_WP_000410266.1_2503	25.786	318	329
WP_004755430.1	lcl|NZ_JADDWT010000004.1_cds_WP_001074779.1_2841	28.679	265	329
WP_004755430.1	lcl|NZ_JADDWT010000002.1_cds_WP_001003560.1_1770	24.852	338	329
WP_004755430.1	lcl|NZ_JADDWT010000028.1_cds_WP_000378097.1_1563	24.419	172	329
WP_004758405.1	lcl|NZ_JADDWT010000040.1_cds_WP_000774259.1_2499	93.633	267	267
WP_004758405.1	lcl|NZ_JADDWT010000015.1_cds_WP_000842260.1_542	26.842	190	267
WP_004758405.1	lcl|NZ_JADDWT010000003.1_cds_WP_000667727.1_2465	30.909	110	267
WP_004758405.1	lcl|NZ_JADDWT010000033.1_cds_WP_000805357.1_2057	27.660	188	267
WP_016748627.1	lcl|NZ_JADDWT010000040.1_cds_WP_002072162.1_2498	97.250	509	509
WP_016748627.1	lcl|NZ_JADDWT010000004.1_cds_WP_000291581.1_2769	27.469	324	509
