WP_004753574.1	lcl|NZ_JMDI01000098.1_cds_WP_000340715.1_1867	94.186	86	106
WP_004755091.1	lcl|NZ_JMDI01000098.1_cds_WP_000410273.1_1868	96.815	314	314
WP_004755091.1	lcl|NZ_JMDI01000085.1_cds_WP_000744695.1_1535	24.471	331	314
WP_004755091.1	lcl|NZ_JMDI01000098.1_cds_WP_000646255.1_1871	27.239	268	314
WP_004755091.1	lcl|NZ_JMDI01000086.1_cds_WP_000723081.1_1592	22.917	288	314
WP_004755091.1	lcl|NZ_JMDI01000014.1_cds_WP_000649929.1_104	26.911	327	314
WP_004755091.1	lcl|NZ_JMDI01000112.1_cds_WP_000600891.1_2227	24.194	186	314
WP_004777161.1	lcl|NZ_JMDI01000098.1_cds_WP_000604524.1_1869	94.247	365	365
WP_004766667.1	lcl|NZ_JMDI01000098.1_cds_WP_000884059.1_1870	96.757	185	185
WP_004766667.1	lcl|NZ_JMDI01000032.1_cds_WP_000351733.1_399	40.714	140	185
WP_004755430.1	lcl|NZ_JMDI01000098.1_cds_WP_000646255.1_1871	97.264	329	329
WP_004755430.1	lcl|NZ_JMDI01000085.1_cds_WP_000744695.1_1535	32.381	315	329
WP_004755430.1	lcl|NZ_JMDI01000112.1_cds_WP_000600891.1_2227	31.988	322	329
WP_004755430.1	lcl|NZ_JMDI01000086.1_cds_WP_000723081.1_1592	31.045	335	329
WP_004755430.1	lcl|NZ_JMDI01000172.1_cds_WP_002064390.1_3217	31.613	310	329
WP_004755430.1	lcl|NZ_JMDI01000014.1_cds_WP_000649929.1_104	29.573	328	329
WP_004755430.1	lcl|NZ_JMDI01000172.1_cds_WP_000709511.1_3207	29.730	333	329
WP_004755430.1	lcl|NZ_JMDI01000122.1_cds_WP_000601375.1_2463	25.000	300	329
WP_004755430.1	lcl|NZ_JMDI01000172.1_cds_WP_000688698.1_3237	29.455	275	329
WP_004755430.1	lcl|NZ_JMDI01000098.1_cds_WP_001067557.1_1874	27.541	305	329
WP_004755430.1	lcl|NZ_JMDI01000122.1_cds_WP_000475897.1_2455	27.372	274	329
WP_004755430.1	lcl|NZ_JMDI01000098.1_cds_WP_000410273.1_1868	26.101	318	329
WP_004755430.1	lcl|NZ_JMDI01000089.1_cds_WP_001074779.1_1722	28.679	265	329
WP_004755430.1	lcl|NZ_JMDI01000054.1_cds_WP_001003563.1_662	26.378	254	329
WP_004755430.1	lcl|NZ_JMDI01000122.1_cds_WP_000487319.1_2465	27.301	326	329
WP_004758405.1	lcl|NZ_JMDI01000098.1_cds_WP_000774259.1_1872	93.633	267	267
WP_004758405.1	lcl|NZ_JMDI01000122.1_cds_WP_000859505.1_2466	26.693	251	267
WP_004758405.1	lcl|NZ_JMDI01000112.1_cds_WP_000800439.1_2222	25.641	234	267
WP_004758405.1	lcl|NZ_JMDI01000086.1_cds_WP_000842260.1_1593	26.842	190	267
WP_004758405.1	lcl|NZ_JMDI01000211.1_cds_WP_000667727.1_3575	30.909	110	267
WP_004758405.1	lcl|NZ_JMDI01000215.1_cds_WP_000805357.1_3624	27.660	188	267
WP_016748627.1	lcl|NZ_JMDI01000098.1_cds_WP_000612799.1_1873	97.053	509	509
WP_016748627.1	lcl|NZ_JMDI01000117.1_cds_WP_000291581.1_2333	27.469	324	509
WP_016748627.1	lcl|NZ_JMDI01000117.1_cds_WP_000364504.1_2332	31.111	90	509
WP_016748627.1	lcl|NZ_JMDI01000098.1_cds_WP_000612799.1_1873	97.053	509	509
WP_016748627.1	lcl|NZ_JMDI01000117.1_cds_WP_000291581.1_2333	27.469	324	509
WP_016748627.1	lcl|NZ_JMDI01000117.1_cds_WP_000364504.1_2332	31.111	90	509
