WP_004753574.1	lcl|NZ_JADDUT010000059.1_cds_WP_002725873.1_2640	89.535	86	106
WP_004755091.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733579.1_2641	92.994	314	314
WP_004755091.1	lcl|NZ_JADDUT010000018.1_cds_WP_002722638.1_634	22.936	327	314
WP_004755091.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733534.1_2644	26.493	268	314
WP_004755091.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740024.1_97	23.843	281	314
WP_004755091.1	lcl|NZ_JADDUT010000013.1_cds_WP_002743770.1_285	22.941	170	314
WP_004755091.1	lcl|NZ_JADDUT010000007.1_cds_IQA49_RS04835_3193	27.586	203	314
WP_004755091.1	lcl|NZ_JADDUT010000011.1_cds_WP_016749081.1_159	24.503	151	314
WP_004777161.1	lcl|NZ_JADDUT010000059.1_cds_WP_026054882.1_2642	86.575	365	365
WP_004766667.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733646.1_2643	96.757	185	185
WP_004766667.1	lcl|NZ_JADDUT010000004.1_cds_WP_002721790.1_2459	34.337	166	185
WP_004755430.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733534.1_2644	97.872	329	329
WP_004755430.1	lcl|NZ_JADDUT010000018.1_cds_WP_002722638.1_634	30.159	315	329
WP_004755430.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740024.1_97	31.157	337	329
WP_004755430.1	lcl|NZ_JADDUT010000007.1_cds_IQA49_RS04835_3193	31.169	308	329
WP_004755430.1	lcl|NZ_JADDUT010000013.1_cds_WP_002743770.1_285	27.566	341	329
WP_004755430.1	lcl|NZ_JADDUT010000007.1_cds_WP_002728316.1_3190	28.485	330	329
WP_004755430.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733638.1_151	27.941	340	329
WP_004755430.1	lcl|NZ_JADDUT010000074.1_cds_WP_002741146.1_3066	29.487	312	329
WP_004755430.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733546.1_122	26.667	270	329
WP_004755430.1	lcl|NZ_JADDUT010000059.1_cds_IQA49_RS15725_2647	28.387	310	329
WP_004755430.1	lcl|NZ_JADDUT010000008.1_cds_WP_002732331.1_3298	26.254	339	329
WP_004755430.1	lcl|NZ_JADDUT010000011.1_cds_WP_002744551.1_157	29.889	271	329
WP_004755430.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733698.1_114	26.642	274	329
WP_004755430.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733579.1_2641	27.309	249	329
WP_004755430.1	lcl|NZ_JADDUT010000011.1_cds_WP_016749081.1_159	23.975	317	329
WP_004755430.1	lcl|NZ_JADDUT010000057.1_cds_WP_002740236.1_2622	26.217	267	329
WP_004755430.1	lcl|NZ_JADDUT010000001.1_cds_WP_002721725.1_795	25.223	337	329
WP_004755430.1	lcl|NZ_JADDUT010000001.1_cds_WP_002739935.1_882	27.869	244	329
WP_004755430.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733757.1_124	31.034	174	329
WP_004758405.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733627.1_2645	97.004	267	267
WP_004758405.1	lcl|NZ_JADDUT010000011.1_cds_WP_002738295.1_125	24.701	251	267
WP_004758405.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740926.1_146	24.790	238	267
WP_004758405.1	lcl|NZ_JADDUT010000011.1_cds_WP_002727921.1_96	26.455	189	267
WP_004758405.1	lcl|NZ_JADDUT010000049.1_cds_WP_002729040.1_2309	32.727	110	267
WP_004758405.1	lcl|NZ_JADDUT010000003.1_cds_WP_002766579.1_1956	26.882	186	267
WP_004758405.1	lcl|NZ_JADDUT010000013.1_cds_IQA49_RS07125_284	25.806	186	267
WP_016748627.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740779.1_2646	99.411	509	509
WP_016748627.1	lcl|NZ_JADDUT010000006.1_cds_WP_002728536.1_2981	27.217	327	509
WP_016748627.1	lcl|NZ_JADDUT010000006.1_cds_WP_002728534.1_2980	31.111	90	509
WP_016748627.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740779.1_2646	99.411	509	509
WP_016748627.1	lcl|NZ_JADDUT010000006.1_cds_WP_002728536.1_2981	27.217	327	509
WP_016748627.1	lcl|NZ_JADDUT010000006.1_cds_WP_002728534.1_2980	31.111	90	509
WP_004755319.1	lcl|NZ_JADDUT010000059.1_cds_IQA49_RS15725_2647	98.485	330	330
WP_004755319.1	lcl|NZ_JADDUT010000011.1_cds_WP_002744551.1_157	28.522	291	330
WP_004755319.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733534.1_2644	29.316	307	330
WP_004755319.1	lcl|NZ_JADDUT010000007.1_cds_IQA49_RS04835_3193	25.830	271	330
WP_004755319.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740024.1_97	26.814	317	330
WP_004755319.1	lcl|NZ_JADDUT010000018.1_cds_WP_002722638.1_634	28.369	282	330
WP_004755319.1	lcl|NZ_JADDUT010000011.1_cds_WP_016749081.1_159	29.864	221	330
WP_004755319.1	lcl|NZ_JADDUT010000008.1_cds_WP_002732331.1_3298	26.754	228	330
WP_004755319.1	lcl|NZ_JADDUT010000074.1_cds_WP_002741146.1_3066	29.268	287	330
WP_004755319.1	lcl|NZ_JADDUT010000001.1_cds_WP_002721725.1_795	24.898	245	330
WP_004755319.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733546.1_122	24.723	271	330
WP_004755319.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733638.1_151	25.773	291	330
WP_004755319.1	lcl|NZ_JADDUT010000013.1_cds_WP_002743770.1_285	26.056	142	330
WP_004755319.1	lcl|NZ_JADDUT010000059.1_cds_WP_002733579.1_2641	25.223	337	330
WP_004755319.1	lcl|NZ_JADDUT010000057.1_cds_WP_002740236.1_2622	25.417	240	330
WP_004754883.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740826.1_2648	98.907	366	366
WP_004754883.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740861.1_2649	39.726	365	366
WP_004754883.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733737.1_163	33.051	354	366
WP_004754883.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740294.1_103	34.278	353	366
WP_004754883.1	lcl|NZ_JADDUT010000049.1_cds_WP_002728994.1_2315	28.307	378	366
WP_004754883.1	lcl|NZ_JADDUT010000007.1_cds_WP_002738884.1_3144	29.917	361	366
WP_004754883.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733599.1_150	27.374	358	366
WP_004754883.1	lcl|NZ_JADDUT010000008.1_cds_WP_002724641.1_3297	32.086	187	366
WP_016560370.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740861.1_2649	98.910	367	367
WP_016560370.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740826.1_2648	39.452	365	367
WP_016560370.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733737.1_163	40.111	359	367
WP_016560370.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740294.1_103	36.043	369	367
WP_016560370.1	lcl|NZ_JADDUT010000007.1_cds_WP_002738884.1_3144	33.596	381	367
WP_016560370.1	lcl|NZ_JADDUT010000049.1_cds_WP_002728994.1_2315	30.319	376	367
WP_016560370.1	lcl|NZ_JADDUT010000011.1_cds_WP_002733599.1_150	29.944	354	367
WP_016560370.1	lcl|NZ_JADDUT010000008.1_cds_WP_002724641.1_3297	25.698	358	367
WP_004755296.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740729.1_2650	98.897	544	544
WP_004755296.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740729.1_2650	98.897	544	544
WP_002740998.1	lcl|NZ_JADDUT010000059.1_cds_WP_002740998.1_2651	100.000	265	265
WP_002740998.1	lcl|NZ_JADDUT010000003.1_cds_WP_002742191.1_1926	45.679	243	265
WP_004777170.1	lcl|NZ_JADDUT010000059.1_cds_WP_032853071.1_2652	99.677	310	310
WP_004777170.1	lcl|NZ_JADDUT010000033.1_cds_WP_002741402.1_1730	37.500	304	310
WP_004777170.1	lcl|NZ_JADDUT010000021.1_cds_WP_002727287.1_984	27.586	290	310
WP_004777170.1	lcl|NZ_JADDUT010000004.1_cds_WP_002727177.1_2408	24.887	221	310
WP_004777170.1	lcl|NZ_JADDUT010000059.1_cds_WP_032853071.1_2652	99.677	310	310
WP_004777170.1	lcl|NZ_JADDUT010000033.1_cds_WP_002741402.1_1730	37.500	304	310
WP_004777170.1	lcl|NZ_JADDUT010000021.1_cds_WP_002727287.1_984	27.586	290	310
WP_004777170.1	lcl|NZ_JADDUT010000004.1_cds_WP_002727177.1_2408	24.887	221	310
WP_004754589.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740848.1_179	98.864	264	264
WP_002733551.1	lcl|NZ_JADDUT010000011.1_cds_WP_032853450.1_178	99.231	130	130
WP_004777167.1	lcl|NZ_JADDUT010000011.1_cds_WP_004777167.1_177	100.000	144	144
WP_004777149.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740917.1_176	99.548	221	221
WP_004777149.1	lcl|NZ_JADDUT010000018.1_cds_WP_011671435.1_663	28.205	78	221
WP_004777149.1	lcl|NZ_JADDUT010000014.1_cds_WP_002727076.1_360	28.037	107	221
WP_162833666.1	lcl|NZ_JADDUT010000066.1_cds_WP_228003619.1_2867	93.519	108	265
WP_162833666.1	lcl|NZ_JADDUT010000011.1_cds_WP_139363593.1_141	45.703	256	265
WP_162833666.1	lcl|NZ_JADDUT010000066.1_cds_WP_134771539.1_2872	45.312	256	265
WP_162833666.1	lcl|NZ_JADDUT010000101.1_cds_IQA49_RS18235_1	88.889	90	265
WP_162833666.1	lcl|NZ_JADDUT010000101.1_cds_WP_228003630.1_2	92.000	75	265
WP_162833666.1	lcl|NZ_JADDUT010000101.1_cds_WP_228003630.1_2	94.118	17	265
WP_162833666.1	lcl|NZ_JADDUT010000010.1_cds_WP_016762595.1_88	68.966	87	265
WP_162833666.1	lcl|NZ_JADDUT010000005.1_cds_IQA49_RS03195_2667	43.363	113	265
WP_162833666.1	lcl|NZ_JADDUT010000013.1_cds_IQA49_RS07195_298	28.175	252	265
WP_162833666.1	lcl|NZ_JADDUT010000005.1_cds_IQA49_RS03200_2668	56.818	44	265
WP_162833666.1	lcl|NZ_JADDUT010000009.1_cds_IQA49_RS17865_3337	44.186	43	265
WP_162833666.1	lcl|NZ_JADDUT010000066.1_cds_WP_228003619.1_2867	93.519	108	265
WP_162833666.1	lcl|NZ_JADDUT010000011.1_cds_WP_139363593.1_141	45.703	256	265
WP_162833666.1	lcl|NZ_JADDUT010000066.1_cds_WP_134771539.1_2872	45.312	256	265
WP_162833666.1	lcl|NZ_JADDUT010000101.1_cds_IQA49_RS18235_1	88.889	90	265
WP_162833666.1	lcl|NZ_JADDUT010000101.1_cds_WP_228003630.1_2	92.000	75	265
WP_162833666.1	lcl|NZ_JADDUT010000101.1_cds_WP_228003630.1_2	94.118	17	265
WP_162833666.1	lcl|NZ_JADDUT010000010.1_cds_WP_016762595.1_88	68.966	87	265
WP_162833666.1	lcl|NZ_JADDUT010000005.1_cds_IQA49_RS03195_2667	43.363	113	265
WP_162833666.1	lcl|NZ_JADDUT010000013.1_cds_IQA49_RS07195_298	28.175	252	265
WP_162833666.1	lcl|NZ_JADDUT010000005.1_cds_IQA49_RS03200_2668	56.818	44	265
WP_162833666.1	lcl|NZ_JADDUT010000009.1_cds_IQA49_RS17865_3337	44.186	43	265
WP_016748629.1	lcl|NZ_JADDUT010000008.1_cds_WP_002741274.1_3308	20.552	326	682
WP_016748630.1	lcl|NZ_JADDUT010000056.1_cds_WP_002740697.1_2606	26.147	218	333
WP_016748630.1	lcl|NZ_JADDUT010000056.1_cds_WP_002740697.1_2606	26.147	218	333
WP_016560406.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740977.1_164	26.389	360	392
WP_016560406.1	lcl|NZ_JADDUT010000011.1_cds_WP_228003567.1_173	27.528	178	392
WP_016560406.1	lcl|NZ_JADDUT010000014.1_cds_WP_002740458.1_359	27.193	114	392
WP_016560406.1	lcl|NZ_JADDUT010000011.1_cds_WP_002740041.1_140	21.973	223	392
WP_016560406.1	lcl|NZ_JADDUT010000066.1_cds_WP_016749152.1_2864	21.201	283	392
WP_016560406.1	lcl|NZ_JADDUT010000011.1_cds_IQA49_RS06395_132	26.667	90	392
WP_016560406.1	lcl|NZ_JADDUT010000003.1_cds_WP_032853239.1_1965	23.144	229	392
