WP_004753574.1	lcl|NZ_AHOQ02000029.1_cds_WP_004462903.1_2241	93.023	86	106
WP_004755091.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485958.1_2240	92.903	310	314
WP_004755091.1	lcl|NZ_AHOQ02000030.1_cds_WP_004476620.1_2066	24.691	324	314
WP_004755091.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485979.1_2237	25.157	318	314
WP_004755091.1	lcl|NZ_AHOQ02000043.1_cds_WP_004484594.1_668	24.398	332	314
WP_004755091.1	lcl|NZ_AHOQ02000029.1_cds_WP_004476514.1_2130	23.239	284	314
WP_004755091.1	lcl|NZ_AHOQ02000046.1_cds_WP_004486477.1_521	22.941	170	314
WP_004755091.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485922.1_2210	26.282	156	314
WP_004777161.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485977.1_2239	83.014	365	365
WP_004766667.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485986.1_2238	93.514	185	185
WP_004766667.1	lcl|NZ_AHOQ02000038.1_cds_WP_004460143.1_1349	35.714	154	185
WP_004755430.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485979.1_2237	93.598	328	329
WP_004755430.1	lcl|NZ_AHOQ02000030.1_cds_WP_004476620.1_2066	30.159	315	329
WP_004755430.1	lcl|NZ_AHOQ02000029.1_cds_WP_004476514.1_2130	31.343	335	329
WP_004755430.1	lcl|NZ_AHOQ02000020.1_cds_WP_004461234.1_2603	32.476	311	329
WP_004755430.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485949.1_2202	28.399	331	329
WP_004755430.1	lcl|NZ_AHOQ02000046.1_cds_WP_004486477.1_521	27.381	336	329
WP_004755430.1	lcl|NZ_AHOQ02000043.1_cds_WP_004484594.1_668	30.154	325	329
WP_004755430.1	lcl|NZ_AHOQ02000020.1_cds_WP_004461242.1_2606	28.882	322	329
WP_004755430.1	lcl|NZ_AHOQ02000029.1_cds_WP_004472339.1_2234	29.804	255	329
WP_004755430.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485971.1_2158	24.907	269	329
WP_004755430.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485922.1_2210	26.537	309	329
WP_004755430.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485955.1_2208	29.658	263	329
WP_004755430.1	lcl|NZ_AHOQ02000050.1_cds_WP_032916356.1_268	25.797	345	329
WP_004755430.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485958.1_2240	25.000	316	329
WP_004755430.1	lcl|NZ_AHOQ02000029.1_cds_WP_004472277.1_2149	26.050	238	329
WP_004755430.1	lcl|NZ_AHOQ02000038.1_cds_WP_004486294.1_1122	27.273	264	329
WP_004755430.1	lcl|NZ_AHOQ02000030.1_cds_WP_004476349.1_1973	24.773	331	329
WP_004755430.1	lcl|NZ_AHOQ02000050.1_cds_WP_004459320.1_320	27.273	286	329
WP_004755430.1	lcl|NZ_AHOQ02000029.1_cds_WP_004479573.1_2160	30.460	174	329
WP_004758405.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485948.1_2236	90.262	267	267
WP_004758405.1	lcl|NZ_AHOQ02000029.1_cds_WP_004477718.1_2161	25.498	251	267
WP_004758405.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485987.1_2192	25.751	233	267
WP_004758405.1	lcl|NZ_AHOQ02000046.1_cds_WP_004477560.1_488	30.808	198	267
WP_004758405.1	lcl|NZ_AHOQ02000029.1_cds_WP_004476528.1_2129	26.842	190	267
WP_004758405.1	lcl|NZ_AHOQ02000027.1_cds_WP_016754360.1_2386	26.882	186	267
WP_004758405.1	lcl|NZ_AHOQ02000046.1_cds_WP_004477855.1_522	25.789	190	267
WP_016748627.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485969.1_2235	87.992	508	509
WP_016748627.1	lcl|NZ_AHOQ02000005.1_cds_WP_004470360.1_3630	27.607	326	509
WP_016748627.1	lcl|NZ_AHOQ02000005.1_cds_WP_004460640.1_3629	33.333	90	509
WP_016748627.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485969.1_2235	87.992	508	509
WP_016748627.1	lcl|NZ_AHOQ02000005.1_cds_WP_004470360.1_3630	27.607	326	509
WP_016748627.1	lcl|NZ_AHOQ02000005.1_cds_WP_004460640.1_3629	33.333	90	509
WP_004755319.1	lcl|NZ_AHOQ02000029.1_cds_WP_004472339.1_2234	93.636	330	330
WP_004755319.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485979.1_2237	29.642	307	330
WP_004755319.1	lcl|NZ_AHOQ02000020.1_cds_WP_004461234.1_2603	24.908	273	330
WP_004755319.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485955.1_2208	25.081	307	330
WP_004755319.1	lcl|NZ_AHOQ02000030.1_cds_WP_004476620.1_2066	28.261	276	330
WP_004755319.1	lcl|NZ_AHOQ02000029.1_cds_WP_004476514.1_2130	26.946	334	330
WP_004755319.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485922.1_2210	30.631	222	330
WP_004755319.1	lcl|NZ_AHOQ02000050.1_cds_WP_032916356.1_268	25.909	220	330
WP_004755319.1	lcl|NZ_AHOQ02000030.1_cds_WP_004476349.1_1973	25.103	243	330
WP_004755319.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485949.1_2202	25.623	281	330
WP_004755319.1	lcl|NZ_AHOQ02000043.1_cds_WP_004484594.1_668	29.675	246	330
WP_004755319.1	lcl|NZ_AHOQ02000046.1_cds_WP_004486477.1_521	26.846	149	330
WP_004755319.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485971.1_2158	24.164	269	330
WP_004755319.1	lcl|NZ_AHOQ02000038.1_cds_WP_004486294.1_1122	27.632	152	330
WP_004754883.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485964.1_2233	92.896	366	366
WP_004754883.1	lcl|NZ_AHOQ02000029.1_cds_WP_004472364.1_2232	39.891	366	366
WP_004754883.1	lcl|NZ_AHOQ02000029.1_cds_WP_004485946.1_2214	33.056	360	366
WP_004754883.1	lcl|NZ_AHOQ02000029.1_cds_WP_004462146.1_2138	32.558	344	366
