WP_004753574.1	lcl|NZ_ANOJ01000058.1_cds_WP_000340715.1_1072	94.186	86	106
WP_004755091.1	lcl|NZ_ANOJ01000058.1_cds_WP_000410273.1_1071	96.815	314	314
WP_004755091.1	lcl|NZ_ANOJ01000210.1_cds_WP_000744700.1_3575	24.471	331	314
WP_004755091.1	lcl|NZ_ANOJ01000058.1_cds_WP_000646251.1_1068	26.866	268	314
WP_004755091.1	lcl|NZ_ANOJ01000058.1_cds_LEP1GSC111_RS01000000127555_1052	60.870	46	314
WP_004755091.1	lcl|NZ_ANOJ01000058.1_cds_WP_000723090.1_989	22.917	288	314
WP_004755091.1	lcl|NZ_ANOJ01000058.1_cds_WP_000600886.1_1043	24.194	186	314
WP_004777161.1	lcl|NZ_ANOJ01000058.1_cds_WP_000604524.1_1070	94.247	365	365
WP_004766667.1	lcl|NZ_ANOJ01000058.1_cds_WP_000884059.1_1069	96.757	185	185
WP_004766667.1	lcl|NZ_ANOJ01000159.1_cds_WP_004752075.1_2598	41.429	140	185
WP_004755430.1	lcl|NZ_ANOJ01000058.1_cds_WP_000646251.1_1068	98.176	329	329
WP_004755430.1	lcl|NZ_ANOJ01000210.1_cds_WP_000744700.1_3575	32.381	315	329
WP_004755430.1	lcl|NZ_ANOJ01000058.1_cds_WP_000723090.1_989	31.045	335	329
WP_004755430.1	lcl|NZ_ANOJ01000058.1_cds_WP_000600886.1_1043	31.034	319	329
WP_004755430.1	lcl|NZ_ANOJ01000140.1_cds_WP_001984071.1_2217	31.935	310	329
WP_004755430.1	lcl|NZ_ANOJ01000039.1_cds_WP_000649923.1_599	29.573	328	329
WP_004755430.1	lcl|NZ_ANOJ01000007.1_cds_WP_000709513.1_123	29.730	333	329
WP_004755430.1	lcl|NZ_ANOJ01000058.1_cds_WP_020784363.1_1015	26.159	302	329
WP_004755430.1	lcl|NZ_ANOJ01000140.1_cds_WP_000688696.1_2197	29.455	275	329
WP_004755430.1	lcl|NZ_ANOJ01000058.1_cds_WP_001067558.1_1065	27.869	305	329
WP_004755430.1	lcl|NZ_ANOJ01000058.1_cds_WP_000475904.1_1006	27.372	274	329
WP_004755430.1	lcl|NZ_ANOJ01000058.1_cds_WP_000410273.1_1071	26.101	318	329
WP_004755430.1	lcl|NZ_ANOJ01000132.1_cds_WP_001074783.1_2110	28.302	265	329
WP_004755430.1	lcl|NZ_ANOJ01000103.1_cds_WP_001003562.1_1775	24.850	334	329
WP_004755430.1	lcl|NZ_ANOJ01000058.1_cds_WP_000487322.1_1017	26.994	326	329
WP_004758405.1	lcl|NZ_ANOJ01000058.1_cds_WP_000774261.1_1067	94.007	267	267
WP_004758405.1	lcl|NZ_ANOJ01000058.1_cds_WP_000859505.1_1018	26.693	251	267
WP_004758405.1	lcl|NZ_ANOJ01000058.1_cds_WP_000800438.1_1038	25.630	238	267
WP_004758405.1	lcl|NZ_ANOJ01000058.1_cds_WP_000842260.1_988	26.842	190	267
WP_004758405.1	lcl|NZ_ANOJ01000186.1_cds_WP_000667727.1_3096	30.909	110	267
WP_004758405.1	lcl|NZ_ANOJ01000043.1_cds_WP_000805357.1_747	27.660	188	267
WP_016748627.1	lcl|NZ_ANOJ01000058.1_cds_WP_000612798.1_1066	97.446	509	509
WP_016748627.1	lcl|NZ_ANOJ01000239.1_cds_WP_000291585.1_4113	27.469	324	509
WP_016748627.1	lcl|NZ_ANOJ01000239.1_cds_WP_000364507.1_4112	31.111	90	509
WP_016748627.1	lcl|NZ_ANOJ01000058.1_cds_WP_000612798.1_1066	97.446	509	509
WP_016748627.1	lcl|NZ_ANOJ01000239.1_cds_WP_000291585.1_4113	27.469	324	509
WP_016748627.1	lcl|NZ_ANOJ01000239.1_cds_WP_000364507.1_4112	31.111	90	509
WP_004755319.1	lcl|NZ_ANOJ01000058.1_cds_WP_001067558.1_1065	96.667	330	330
WP_004755319.1	lcl|NZ_ANOJ01000058.1_cds_WP_000646251.1_1068	29.316	307	330
WP_004755319.1	lcl|NZ_ANOJ01000058.1_cds_WP_000600886.1_1043	27.068	266	330
WP_004755319.1	lcl|NZ_ANOJ01000140.1_cds_WP_001984071.1_2217	24.632	272	330
