WP_004753574.1	lcl|NZ_AHMS02000034.1_cds_WP_002725873.1_1090	89.535	86	106
WP_004755091.1	lcl|NZ_AHMS02000034.1_cds_WP_002725867.1_1089	93.226	310	314
WP_004755091.1	lcl|NZ_AHMS02000022.1_cds_WP_002722638.1_2129	22.936	327	314
WP_004755091.1	lcl|NZ_AHMS02000034.1_cds_WP_002725843.1_1041	22.069	290	314
WP_004755091.1	lcl|NZ_AHMS02000034.1_cds_WP_002727919.1_1013	23.843	281	314
WP_004755091.1	lcl|NZ_AHMS02000034.1_cds_WP_002725944.1_1039	20.192	312	314
WP_004755091.1	lcl|NZ_AHMS02000005.1_cds_WP_002729504.1_3329	22.941	170	314
WP_004755091.1	lcl|NZ_AHMS02000015.1_cds_WP_002728309.1_2833	27.586	203	314
WP_004766667.1	lcl|NZ_AHMS02000034.1_cds_WP_002721790.1_901	34.337	166	185
WP_004766667.1	lcl|NZ_AHMS02000034.1_cds_WP_002725884.1_1058	35.028	177	185
WP_004755430.1	lcl|NZ_AHMS02000034.1_cds_WP_002725843.1_1041	30.841	321	329
WP_004755430.1	lcl|NZ_AHMS02000022.1_cds_WP_002722638.1_2129	30.159	315	329
WP_004755430.1	lcl|NZ_AHMS02000034.1_cds_WP_002727919.1_1013	30.564	337	329
WP_004755430.1	lcl|NZ_AHMS02000015.1_cds_WP_002728309.1_2833	30.868	311	329
WP_004755430.1	lcl|NZ_AHMS02000005.1_cds_WP_002729504.1_3329	27.566	341	329
WP_004755430.1	lcl|NZ_AHMS02000034.1_cds_WP_002725944.1_1039	28.710	310	329
WP_004755430.1	lcl|NZ_AHMS02000015.1_cds_WP_002728316.1_2830	28.485	330	329
WP_004755430.1	lcl|NZ_AHMS02000022.1_cds_WP_002724389.1_2265	30.032	313	329
WP_004755430.1	lcl|NZ_AHMS02000002.1_cds_WP_002729582.1_3620	26.254	339	329
WP_004755430.1	lcl|NZ_AHMS02000034.1_cds_WP_002725867.1_1089	27.309	249	329
WP_004755430.1	lcl|NZ_AHMS02000034.1_cds_WP_002721309.1_1037	26.277	274	329
WP_004755430.1	lcl|NZ_AHMS02000011.1_cds_WP_002728462.1_3047	26.217	267	329
WP_004755430.1	lcl|NZ_AHMS02000022.1_cds_WP_002721725.1_2021	25.223	337	329
WP_004755430.1	lcl|NZ_AHMS02000031.1_cds_WP_002728696.1_1492	27.459	244	329
WP_004758405.1	lcl|NZ_AHMS02000034.1_cds_WP_002725899.1_1040	27.706	231	267
WP_004758405.1	lcl|NZ_AHMS02000034.1_cds_WP_002727921.1_1012	26.455	189	267
WP_004758405.1	lcl|NZ_AHMS02000005.1_cds_WP_002729040.1_3378	32.727	110	267
WP_004758405.1	lcl|NZ_AHMS02000040.1_cds_WP_002766579.1_556	26.882	186	267
WP_004758405.1	lcl|NZ_AHMS02000005.1_cds_WP_002729513.1_3328	25.806	186	267
WP_016748627.1	lcl|NZ_AHMS02000006.1_cds_WP_002728536.1_3197	27.217	327	509
WP_016748627.1	lcl|NZ_AHMS02000006.1_cds_WP_002728534.1_3196	31.111	90	509
WP_016748627.1	lcl|NZ_AHMS02000006.1_cds_WP_002728536.1_3197	27.217	327	509
WP_016748627.1	lcl|NZ_AHMS02000006.1_cds_WP_002728534.1_3196	31.111	90	509
WP_004755319.1	lcl|NZ_AHMS02000015.1_cds_WP_002728309.1_2833	25.641	273	330
WP_004755319.1	lcl|NZ_AHMS02000034.1_cds_WP_002725843.1_1041	22.909	275	330
WP_004755319.1	lcl|NZ_AHMS02000034.1_cds_WP_002727919.1_1013	26.814	317	330
WP_004755319.1	lcl|NZ_AHMS02000022.1_cds_WP_002722638.1_2129	28.369	282	330
WP_004755319.1	lcl|NZ_AHMS02000002.1_cds_WP_002729582.1_3620	26.754	228	330
WP_004755319.1	lcl|NZ_AHMS02000022.1_cds_WP_002724389.1_2265	27.640	322	330
WP_004755319.1	lcl|NZ_AHMS02000022.1_cds_WP_002721725.1_2021	24.898	245	330
WP_004755319.1	lcl|NZ_AHMS02000005.1_cds_WP_002729504.1_3329	26.761	142	330
WP_004755319.1	lcl|NZ_AHMS02000011.1_cds_WP_002728462.1_3047	25.417	240	330
WP_004754883.1	lcl|NZ_AHMS02000034.1_cds_WP_002727932.1_1019	34.278	353	366
WP_004754883.1	lcl|NZ_AHMS02000005.1_cds_WP_002728994.1_3384	28.307	378	366
WP_004754883.1	lcl|NZ_AHMS02000034.1_cds_WP_002725894.1_1079	34.202	307	366
WP_004754883.1	lcl|NZ_AHMS02000034.1_cds_WP_002725956.1_1064	29.412	391	366
WP_004754883.1	lcl|NZ_AHMS02000013.1_cds_WP_002724694.1_2965	29.917	361	366
WP_004754883.1	lcl|NZ_AHMS02000034.1_cds_WP_002725930.1_1082	37.864	206	366
WP_004754883.1	lcl|NZ_AHMS02000002.1_cds_WP_002724641.1_3619	32.086	187	366
WP_016560370.1	lcl|NZ_AHMS02000034.1_cds_WP_002727932.1_1019	36.043	369	367
WP_016560370.1	lcl|NZ_AHMS02000013.1_cds_WP_002724694.1_2965	33.858	381	367
WP_016560370.1	lcl|NZ_AHMS02000034.1_cds_WP_002725956.1_1064	31.720	372	367
WP_016560370.1	lcl|NZ_AHMS02000005.1_cds_WP_002728994.1_3384	30.319	376	367
WP_016560370.1	lcl|NZ_AHMS02000034.1_cds_WP_002725894.1_1079	30.861	337	367
WP_016560370.1	lcl|NZ_AHMS02000034.1_cds_WP_002725930.1_1082	33.898	236	367
WP_016560370.1	lcl|NZ_AHMS02000002.1_cds_WP_002724641.1_3619	25.698	358	367
WP_002740998.1	lcl|NZ_AHMS02000040.1_cds_WP_002722928.1_592	46.502	243	265
