WP_004753574.1	lcl|NZ_NPDU01000025.1_cds_WP_100785494.1_1795	89.535	86	106
WP_004755091.1	lcl|NZ_NPDU01000025.1_cds_WP_100785493.1_1794	88.387	310	314
WP_004755091.1	lcl|NZ_NPDU01000113.1_cds_WP_100788499.1_487	23.148	216	314
WP_004755091.1	lcl|NZ_NPDU01000099.1_cds_WP_100784057.1_4393	25.532	188	314
WP_004755091.1	lcl|NZ_NPDU01000025.1_cds_WP_100785482.1_1781	25.625	160	314
WP_004755091.1	lcl|NZ_NPDU01000025.1_cds_WP_100785490.1_1791	23.860	285	314
WP_004755091.1	lcl|NZ_NPDU01000008.1_cds_WP_100785093.1_4007	22.941	170	314
WP_004766667.1	lcl|NZ_NPDU01000002.1_cds_WP_100783838.1_1359	39.189	148	185
WP_004755430.1	lcl|NZ_NPDU01000113.1_cds_WP_100788499.1_487	31.111	315	329
WP_004755430.1	lcl|NZ_NPDU01000025.1_cds_WP_100785490.1_1791	30.347	346	329
WP_004755430.1	lcl|NZ_NPDU01000099.1_cds_WP_100784057.1_4393	29.819	332	329
WP_004755430.1	lcl|NZ_NPDU01000071.1_cds_WP_100785313.1_3774	31.935	310	329
WP_004755430.1	lcl|NZ_NPDU01000025.1_cds_WP_100785482.1_1781	31.765	255	329
WP_004755430.1	lcl|NZ_NPDU01000008.1_cds_WP_100785093.1_4007	27.381	336	329
WP_004755430.1	lcl|NZ_NPDU01000011.1_cds_WP_100788022.1_446	29.102	323	329
WP_004755430.1	lcl|NZ_NPDU01000036.1_cds_WP_100785421.1_2409	29.730	333	329
WP_004755430.1	lcl|NZ_NPDU01000025.1_cds_WP_100788080.1_1748	24.324	296	329
WP_004755430.1	lcl|NZ_NPDU01000025.1_cds_WP_100785493.1_1794	26.748	329	329
WP_004755430.1	lcl|NZ_NPDU01000007.1_cds_WP_100786824.1_3648	25.882	340	329
WP_004755430.1	lcl|NZ_NPDU01000035.1_cds_WP_100784669.1_2363	24.696	247	329
WP_004755430.1	lcl|NZ_NPDU01000025.1_cds_WP_100788082.1_1750	24.090	357	329
WP_004755430.1	lcl|NZ_NPDU01000082.1_cds_WP_100786396.1_4045	26.692	266	329
WP_004755430.1	lcl|NZ_NPDU01000075.1_cds_WP_100786480.1_3860	25.969	258	329
WP_004755430.1	lcl|NZ_NPDU01000025.1_cds_WP_100788076.1_1744	29.070	172	329
WP_004755430.1	lcl|NZ_NPDU01000058.1_cds_WP_100784571.1_3311	28.685	251	329
WP_004755430.1	lcl|NZ_NPDU01000041.1_cds_WP_100785072.1_2702	27.459	244	329
WP_004758405.1	lcl|NZ_NPDU01000025.1_cds_WP_100785477.1_1776	30.043	233	267
WP_004758405.1	lcl|NZ_NPDU01000006.1_cds_WP_100787580.1_3349	29.082	196	267
