WP_004753574.1	lcl|NZ_JASEXB010000012.1_cds_WP_004462903.1_1561	93.023	86	106
WP_004755091.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472299.1_1560	92.903	310	314
WP_004755091.1	lcl|NZ_JASEXB010000007.1_cds_WP_282973838.1_1185	24.691	324	314
WP_004755091.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479538.1_1557	25.157	318	314
WP_004755091.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479686.1_1527	25.397	189	314
WP_004755091.1	lcl|NZ_JASEXB010000002.1_cds_WP_004487738.1_186	24.398	332	314
WP_004755091.1	lcl|NZ_JASEXB010000033.1_cds_WP_004476514.1_2701	23.239	284	314
WP_004755091.1	lcl|NZ_JASEXB010000039.1_cds_WP_004468319.1_2899	22.941	170	314
WP_004755091.1	lcl|NZ_JASEXB010000012.1_cds_WP_282973999.1_1532	26.282	156	314
WP_004777161.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479563.1_1559	83.288	365	365
WP_004766667.1	lcl|NZ_JASEXB010000012.1_cds_WP_004472170.1_1558	94.054	185	185
WP_004766667.1	lcl|NZ_JASEXB010000031.1_cds_WP_004460143.1_2632	35.714	154	185
WP_004755430.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479538.1_1557	93.293	328	329
WP_004755430.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479686.1_1527	31.661	319	329
WP_004755430.1	lcl|NZ_JASEXB010000033.1_cds_WP_004476514.1_2701	31.343	335	329
WP_004755430.1	lcl|NZ_JASEXB010000037.1_cds_WP_004461234.1_770	32.476	311	329
WP_004755430.1	lcl|NZ_JASEXB010000007.1_cds_WP_282973838.1_1185	29.524	315	329
WP_004755430.1	lcl|NZ_JASEXB010000039.1_cds_WP_004468319.1_2899	27.381	336	329
WP_004755430.1	lcl|NZ_JASEXB010000002.1_cds_WP_004487738.1_186	30.462	325	329
WP_004755430.1	lcl|NZ_JASEXB010000037.1_cds_WP_004461242.1_767	28.882	322	329
WP_004755430.1	lcl|NZ_JASEXB010000069.1_cds_WP_008394668.1_3566	24.907	269	329
WP_004755430.1	lcl|NZ_JASEXB010000012.1_cds_WP_004479660.1_1554	29.804	255	329
