WP_004753574.1	lcl|NZ_JASEXC010000054.1_cds_WP_004462903.1_3177	93.023	86	106
WP_004755091.1	lcl|NZ_JASEXC010000054.1_cds_WP_004472299.1_3176	92.903	310	314
WP_004755091.1	lcl|NZ_JASEXC010000002.1_cds_WP_008393339.1_302	24.691	324	314
WP_004755091.1	lcl|NZ_JASEXC010000054.1_cds_WP_282993437.1_3173	25.157	318	314
WP_004755091.1	lcl|NZ_JASEXC010000013.1_cds_WP_008396039.1_1604	24.398	332	314
WP_004755091.1	lcl|NZ_JASEXC010000085.1_cds_WP_282993552.1_3544	22.553	235	314
WP_004755091.1	lcl|NZ_JASEXC010000029.1_cds_WP_008394652.1_2481	23.239	284	314
WP_004755091.1	lcl|NZ_JASEXC010000006.1_cds_WP_004468319.1_481	22.941	170	314
WP_004755091.1	lcl|NZ_JASEXC010000085.1_cds_WP_282993553.1_3538	24.731	186	314
WP_004777161.1	lcl|NZ_JASEXC010000054.1_cds_WP_282993438.1_3175	83.562	365	365
WP_004766667.1	lcl|NZ_JASEXC010000054.1_cds_WP_016755108.1_3174	94.595	185	185
WP_004766667.1	lcl|NZ_JASEXC010000030.1_cds_WP_004460143.1_2542	35.714	154	185
WP_004755430.1	lcl|NZ_JASEXC010000054.1_cds_WP_282993437.1_3173	93.598	328	329
WP_004755430.1	lcl|NZ_JASEXC010000085.1_cds_WP_282993552.1_3544	31.348	319	329
WP_004755430.1	lcl|NZ_JASEXC010000029.1_cds_WP_008394652.1_2481	31.343	335	329
WP_004755430.1	lcl|NZ_JASEXC010000002.1_cds_WP_008393339.1_302	29.841	315	329
WP_004755430.1	lcl|NZ_JASEXC010000012.1_cds_WP_046690057.1_1532	32.372	312	329
WP_004755430.1	lcl|NZ_JASEXC010000006.1_cds_WP_004468319.1_481	27.381	336	329
WP_004755430.1	lcl|NZ_JASEXC010000013.1_cds_WP_008396039.1_1604	30.462	325	329
WP_004755430.1	lcl|NZ_JASEXC010000012.1_cds_WP_004467290.1_1529	28.882	322	329
WP_004755430.1	lcl|NZ_JASEXC010000065.1_cds_WP_008394668.1_3337	24.907	269	329
WP_004755430.1	lcl|NZ_JASEXC010000054.1_cds_WP_046951346.1_3170	29.804	255	329
WP_004755430.1	lcl|NZ_JASEXC010000008.1_cds_WP_282992990.1_1076	25.797	345	329
WP_004755430.1	lcl|NZ_JASEXC010000085.1_cds_WP_282993549.1_3540	29.278	263	329
WP_004755430.1	lcl|NZ_JASEXC010000085.1_cds_WP_282993553.1_3538	26.556	241	329
WP_004755430.1	lcl|NZ_JASEXC010000054.1_cds_WP_004472299.1_3176	25.633	316	329
WP_004755430.1	lcl|NZ_JASEXC010000081.1_cds_WP_004479697.1_3511	25.630	238	329
WP_004755430.1	lcl|NZ_JASEXC010000019.1_cds_WP_004464543.1_1945	27.273	264	329
WP_004755430.1	lcl|NZ_JASEXC010000002.1_cds_WP_282992860.1_209	24.773	331	329
WP_004755430.1	lcl|NZ_JASEXC010000008.1_cds_WP_008395681.1_1127	27.875	287	329
WP_004755430.1	lcl|NZ_JASEXC010000065.1_cds_WP_004479573.1_3339	30.460	174	329
WP_004758405.1	lcl|NZ_JASEXC010000054.1_cds_WP_282993436.1_3172	90.637	267	267
WP_004758405.1	lcl|NZ_JASEXC010000065.1_cds_WP_269026283.1_3340	25.100	251	267
WP_004758405.1	lcl|NZ_JASEXC010000082.1_cds_QMN02_RS17540_3518	25.751	233	267
WP_004758405.1	lcl|NZ_JASEXC010000006.1_cds_WP_134788358.1_450	31.016	187	267
WP_004758405.1	lcl|NZ_JASEXC010000029.1_cds_WP_004475142.1_2482	26.842	190	267
WP_004758405.1	lcl|NZ_JASEXC010000072.1_cds_WP_016754360.1_2437	26.882	186	267
WP_004758405.1	lcl|NZ_JASEXC010000006.1_cds_WP_075918647.1_482	25.789	190	267
WP_016748627.1	lcl|NZ_JASEXC010000054.1_cds_WP_282993435.1_3171	88.605	509	509
WP_016748627.1	lcl|NZ_JASEXC010000038.1_cds_WP_004473482.1_2815	27.607	326	509
WP_016748627.1	lcl|NZ_JASEXC010000038.1_cds_WP_004460640.1_2816	33.333	90	509
WP_016748627.1	lcl|NZ_JASEXC010000054.1_cds_WP_282993435.1_3171	88.605	509	509
WP_016748627.1	lcl|NZ_JASEXC010000038.1_cds_WP_004473482.1_2815	27.607	326	509
WP_016748627.1	lcl|NZ_JASEXC010000038.1_cds_WP_004460640.1_2816	33.333	90	509
WP_004755319.1	lcl|NZ_JASEXC010000054.1_cds_WP_046951346.1_3170	93.939	330	330
WP_004755319.1	lcl|NZ_JASEXC010000054.1_cds_WP_282993437.1_3173	29.642	307	330
WP_004755319.1	lcl|NZ_JASEXC010000012.1_cds_WP_046690057.1_1532	24.908	273	330
WP_004755319.1	lcl|NZ_JASEXC010000085.1_cds_WP_282993552.1_3544	28.736	261	330
WP_004755319.1	lcl|NZ_JASEXC010000085.1_cds_WP_282993549.1_3540	25.081	307	330
WP_004755319.1	lcl|NZ_JASEXC010000002.1_cds_WP_008393339.1_302	27.899	276	330
WP_004755319.1	lcl|NZ_JASEXC010000029.1_cds_WP_008394652.1_2481	26.647	334	330
WP_004755319.1	lcl|NZ_JASEXC010000085.1_cds_WP_282993553.1_3538	29.897	194	330
WP_004755319.1	lcl|NZ_JASEXC010000008.1_cds_WP_282992990.1_1076	26.126	222	330
WP_004755319.1	lcl|NZ_JASEXC010000002.1_cds_WP_282992860.1_209	25.103	243	330
WP_004755319.1	lcl|NZ_JASEXC010000013.1_cds_WP_008396039.1_1604	29.675	246	330
WP_004755319.1	lcl|NZ_JASEXC010000006.1_cds_WP_004468319.1_481	27.143	140	330
WP_004755319.1	lcl|NZ_JASEXC010000065.1_cds_WP_008394668.1_3337	24.627	268	330
WP_004755319.1	lcl|NZ_JASEXC010000019.1_cds_WP_004464543.1_1945	28.462	130	330
WP_004754883.1	lcl|NZ_JASEXC010000054.1_cds_WP_004485964.1_3169	92.896	366	366
WP_004754883.1	lcl|NZ_JASEXC010000054.1_cds_WP_061220366.1_3168	39.891	366	366
WP_004754883.1	lcl|NZ_JASEXC010000109.1_cds_WP_282993580.1_3648	31.389	360	366
WP_004754883.1	lcl|NZ_JASEXC010000029.1_cds_WP_282993254.1_2473	32.849	344	366
WP_004754883.1	lcl|NZ_JASEXC010000006.1_cds_WP_282992950.1_444	28.571	378	366
WP_004754883.1	lcl|NZ_JASEXC010000104.1_cds_WP_282993576.1_3630	28.011	357	366
WP_004754883.1	lcl|NZ_JASEXC010000054.1_cds_WP_282993428.1_3157	32.267	344	366
WP_004754883.1	lcl|NZ_JASEXC010000018.1_cds_WP_004465893.1_1829	31.025	361	366
WP_004754883.1	lcl|NZ_JASEXC010000082.1_cds_QMN02_RS17560_3522	27.794	349	366
WP_004754883.1	lcl|NZ_JASEXC010000008.1_cds_WP_004460480.1_1077	32.447	188	366
WP_016560370.1	lcl|NZ_JASEXC010000054.1_cds_WP_061220366.1_3168	89.101	367	367
WP_016560370.1	lcl|NZ_JASEXC010000054.1_cds_WP_004485964.1_3169	38.904	365	367
WP_016560370.1	lcl|NZ_JASEXC010000029.1_cds_WP_282993254.1_2473	35.714	350	367
WP_016560370.1	lcl|NZ_JASEXC010000109.1_cds_WP_282993580.1_3648	37.741	363	367
WP_016560370.1	lcl|NZ_JASEXC010000018.1_cds_WP_004465893.1_1829	32.982	379	367
WP_016560370.1	lcl|NZ_JASEXC010000054.1_cds_WP_282993428.1_3157	32.698	367	367
WP_016560370.1	lcl|NZ_JASEXC010000006.1_cds_WP_282992950.1_444	30.184	381	367
WP_016560370.1	lcl|NZ_JASEXC010000104.1_cds_WP_282993576.1_3630	26.271	354	367
