WP_004753574.1	lcl|NZ_AOWX01000105.1_cds_WP_000340715.1_1965	94.186	86	106
WP_004755091.1	lcl|NZ_AOWX01000105.1_cds_WP_000410273.1_1964	96.815	314	314
WP_004755091.1	lcl|NZ_AOWX01000105.1_cds_WP_000093099.1_1944	57.143	63	314
WP_004755091.1	lcl|NZ_AOWX01000093.1_cds_WP_000744700.1_1692	24.471	331	314
WP_004755091.1	lcl|NZ_AOWX01000105.1_cds_WP_000646250.1_1961	27.239	268	314
WP_004755091.1	lcl|NZ_AOWX01000105.1_cds_WP_000723090.1_1882	22.917	288	314
WP_004755091.1	lcl|NZ_AOWX01000105.1_cds_WP_017861861.1_1935	25.134	187	314
WP_004777161.1	lcl|NZ_AOWX01000105.1_cds_WP_000604524.1_1963	94.247	365	365
WP_004766667.1	lcl|NZ_AOWX01000105.1_cds_WP_000884059.1_1962	96.757	185	185
WP_004766667.1	lcl|NZ_AOWX01000062.1_cds_WP_000351733.1_1095	40.714	140	185
WP_004755430.1	lcl|NZ_AOWX01000105.1_cds_WP_000646250.1_1961	97.568	329	329
WP_004755430.1	lcl|NZ_AOWX01000093.1_cds_WP_000744700.1_1692	32.381	315	329
WP_004755430.1	lcl|NZ_AOWX01000105.1_cds_WP_000723090.1_1882	31.045	335	329
WP_004755430.1	lcl|NZ_AOWX01000105.1_cds_WP_017861861.1_1935	30.818	318	329
WP_004755430.1	lcl|NZ_AOWX01000091.1_cds_WP_001984071.1_1623	31.935	310	329
WP_004755430.1	lcl|NZ_AOWX01000142.1_cds_WP_000649925.1_3030	29.573	328	329
WP_004755430.1	lcl|NZ_AOWX01000027.1_cds_WP_000709511.1_205	29.730	333	329
WP_004755430.1	lcl|NZ_AOWX01000105.1_cds_WP_000601375.1_1908	25.000	300	329
WP_004755430.1	lcl|NZ_AOWX01000105.1_cds_WP_001067557.1_1958	27.541	305	329
WP_004755430.1	lcl|NZ_AOWX01000091.1_cds_LEP2GSC036_RS01000000122200_1603	29.091	275	329
WP_004755430.1	lcl|NZ_AOWX01000105.1_cds_WP_000475904.1_1899	27.372	274	329
