WP_004753574.1	lcl|NC_008510.1_cds_WP_002725873.1_1139	89.535	86	106
WP_004755091.1	lcl|NC_008510.1_cds_WP_011669917.1_1140	92.903	310	314
WP_004755091.1	lcl|NC_008510.1_cds_WP_011671202.1_43	22.630	327	314
WP_004755091.1	lcl|NC_008510.1_cds_WP_011669955.1_1189	22.302	278	314
WP_004755091.1	lcl|NC_008510.1_cds_WP_011669957.1_1191	25.294	170	314
WP_004755091.1	lcl|NC_008510.1_cds_WP_011671706.1_1215	23.488	281	314
WP_004755091.1	lcl|NC_008510.1_cds_WP_002729504.1_653	22.941	170	314
WP_004755091.1	lcl|NC_008510.1_cds_WP_011670961.1_427	27.586	203	314
WP_004766667.1	lcl|NC_008510.1_cds_WP_002750963.1_1962	34.337	166	185
WP_004766667.1	lcl|NC_008510.1_cds_WP_011669938.1_1171	34.463	177	185
WP_004755430.1	lcl|NC_008510.1_cds_WP_011669955.1_1189	31.153	321	329
WP_004755430.1	lcl|NC_008510.1_cds_WP_011671202.1_43	30.794	315	329
WP_004755430.1	lcl|NC_008510.1_cds_WP_011671706.1_1215	31.642	335	329
WP_004755430.1	lcl|NC_008510.1_cds_WP_011670961.1_427	31.190	311	329
WP_004755430.1	lcl|NC_008510.1_cds_WP_011669957.1_1191	28.852	305	329
WP_004755430.1	lcl|NC_008510.1_cds_WP_002729504.1_653	27.566	341	329
WP_004755430.1	lcl|NC_008510.1_cds_WP_002754065.1_430	28.485	330	329
WP_004755430.1	lcl|NC_008510.1_cds_WP_011671143.1_175	30.351	313	329
WP_004755430.1	lcl|NC_008510.1_cds_WP_011671074.1_268	25.148	338	329
WP_004755430.1	lcl|NC_008510.1_cds_WP_011669917.1_1140	27.711	249	329
WP_004755430.1	lcl|NC_008510.1_cds_WP_002751102.1_1332	26.217	267	329
WP_004755430.1	lcl|NC_008510.1_cds_WP_011669959.1_1193	27.854	219	329
WP_004755430.1	lcl|NC_008510.1_cds_WP_011669202.1_3036	24.629	337	329
WP_004758405.1	lcl|NC_008510.1_cds_WP_011669956.1_1190	26.840	231	267
WP_004758405.1	lcl|NC_008510.1_cds_WP_011669974.1_1216	26.455	189	267
WP_004758405.1	lcl|NC_008510.1_cds_WP_011670832.1_626	32.727	110	267
WP_004758405.1	lcl|NC_008510.1_cds_WP_002766579.1_2665	26.882	186	267
WP_004758405.1	lcl|NC_008510.1_cds_WP_011671577.1_654	25.806	186	267
WP_016748627.1	lcl|NC_008510.1_cds_WP_011670269.1_1487	27.217	327	509
WP_016748627.1	lcl|NC_008510.1_cds_WP_002751286.1_1486	31.111	90	509
WP_016748627.1	lcl|NC_008510.1_cds_WP_011670269.1_1487	27.217	327	509
WP_016748627.1	lcl|NC_008510.1_cds_WP_002751286.1_1486	31.111	90	509
WP_004755319.1	lcl|NC_008510.1_cds_WP_011670961.1_427	26.007	273	330
WP_004755319.1	lcl|NC_008510.1_cds_WP_011669955.1_1189	23.273	275	330
WP_004755319.1	lcl|NC_008510.1_cds_WP_011671202.1_43	28.369	282	330
WP_004755319.1	lcl|NC_008510.1_cds_WP_011671706.1_1215	26.814	317	330
WP_004755319.1	lcl|NC_008510.1_cds_WP_011671074.1_268	27.074	229	330
WP_004755319.1	lcl|NC_008510.1_cds_WP_011671143.1_175	27.640	322	330
WP_004755319.1	lcl|NC_008510.1_cds_WP_011669202.1_3036	24.898	245	330
WP_004755319.1	lcl|NC_008510.1_cds_WP_002729504.1_653	26.761	142	330
WP_004755319.1	lcl|NC_008510.1_cds_WP_002751102.1_1332	25.417	240	330
WP_004754883.1	lcl|NC_008510.1_cds_WP_011669968.1_1209	34.844	353	366
WP_004754883.1	lcl|NC_008510.1_cds_WP_011671571.1_642	28.571	378	366
WP_004754883.1	lcl|NC_008510.1_cds_WP_011669926.1_1150	36.667	270	366
WP_004754883.1	lcl|NC_008510.1_cds_WP_011669932.1_1165	29.412	391	366
WP_004754883.1	lcl|NC_008510.1_cds_WP_002753888.1_479	29.917	361	366
WP_004754883.1	lcl|NC_008510.1_cds_WP_011669923.1_1147	37.379	206	366
WP_004754883.1	lcl|NC_008510.1_cds_WP_002750680.1_267	32.086	187	366
WP_016560370.1	lcl|NC_008510.1_cds_WP_011669968.1_1209	36.314	369	367
WP_016560370.1	lcl|NC_008510.1_cds_WP_002753888.1_479	33.773	379	367
WP_016560370.1	lcl|NC_008510.1_cds_WP_011669932.1_1165	31.720	372	367
WP_016560370.1	lcl|NC_008510.1_cds_WP_011671571.1_642	30.319	376	367
WP_016560370.1	lcl|NC_008510.1_cds_WP_011669926.1_1150	33.103	290	367
WP_016560370.1	lcl|NC_008510.1_cds_WP_011669923.1_1147	33.475	236	367
WP_016560370.1	lcl|NC_008510.1_cds_WP_002750680.1_267	25.698	358	367
WP_002740998.1	lcl|NC_008510.1_cds_WP_011669455.1_2694	46.091	243	265
WP_004777170.1	lcl|NC_008510.1_cds_WP_011670400.1_1684	38.158	304	310
WP_004777170.1	lcl|NC_008510.1_cds_WP_011669757.1_947	27.241	290	310
WP_004777170.1	lcl|NC_008510.1_cds_WP_011670034.1_2012	24.887	221	310
WP_004777170.1	lcl|NC_008510.1_cds_WP_011670400.1_1684	38.158	304	310
WP_004777170.1	lcl|NC_008510.1_cds_WP_011669757.1_947	27.241	290	310
WP_004777170.1	lcl|NC_008510.1_cds_WP_011670034.1_2012	24.887	221	310
WP_004777149.1	lcl|NC_008510.1_cds_WP_004779550.1_1156	33.654	104	221
WP_004777149.1	lcl|NC_008510.1_cds_WP_011671435.1_74	28.205	78	221
WP_004777149.1	lcl|NC_008510.1_cds_WP_011669877.1_1825	28.037	107	221
WP_162833666.1	lcl|NC_008510.1_cds_WP_193338941.1_1872	86.792	265	265
WP_162833666.1	lcl|NC_008510.1_cds_WP_193338944.1_1300	85.660	265	265
WP_162833666.1	lcl|NC_008510.1_cds_WP_307906380.1_1222	86.503	163	265
WP_162833666.1	lcl|NC_008510.1_cds_WP_081213856.1_2301	93.233	133	265
WP_162833666.1	lcl|NC_008510.1_cds_WP_307917589.1_1202	91.729	133	265
WP_162833666.1	lcl|NC_008510.1_cds_WP_026131167.1_2621	89.474	133	265
WP_162833666.1	lcl|NC_008510.1_cds_WP_040962888.1_2153	88.722	133	265
WP_162833666.1	lcl|NC_008510.1_cds_WP_017859669.1_2300	86.087	115	265
WP_162833666.1	lcl|NC_008510.1_cds_WP_017859669.1_2154	86.087	115	265
WP_162833666.1	lcl|NC_008510.1_cds_WP_017859669.1_2060	86.087	115	265
