WP_004753574.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000340715.1_1196	94.186	86	106
WP_004755091.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000410273.1_1195	96.815	314	314
WP_004755091.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000093099.1_1175	57.143	63	314
WP_004755091.1	lcl|NZ_JAGGCP010000007.1_cds_WP_000744700.1_1342	24.471	331	314
WP_004755091.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000646250.1_1192	27.239	268	314
WP_004755091.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000723090.1_1113	22.917	288	314
WP_004755091.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000600889.1_1166	24.194	186	314
WP_004777161.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000604524.1_1194	94.247	365	365
WP_004766667.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000884059.1_1193	96.757	185	185
WP_004766667.1	lcl|NZ_JAGGCP010000002.1_cds_WP_000351733.1_344	40.714	140	185
WP_004755430.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000646250.1_1192	97.568	329	329
WP_004755430.1	lcl|NZ_JAGGCP010000007.1_cds_WP_000744700.1_1342	32.381	315	329
WP_004755430.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000723090.1_1113	31.045	335	329
WP_004755430.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000600889.1_1166	31.677	322	329
WP_004755430.1	lcl|NZ_JAGGCP010000045.1_cds_WP_001984071.1_3436	31.935	310	329
WP_004755430.1	lcl|NZ_JAGGCP010000009.1_cds_WP_000649925.1_1576	29.573	328	329
WP_004755430.1	lcl|NZ_JAGGCP010000059.1_cds_WP_000709511.1_3682	29.730	333	329
WP_004755430.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000601375.1_1139	25.000	300	329
WP_004755430.1	lcl|NZ_JAGGCP010000043.1_cds_WP_000688695.1_3415	29.091	275	329
WP_004755430.1	lcl|NZ_JAGGCP010000006.1_cds_WP_001067557.1_1189	27.541	305	329
WP_004755430.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000475904.1_1130	27.372	274	329
WP_004755430.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000410273.1_1195	26.101	318	329
WP_004755430.1	lcl|NZ_JAGGCP010000002.1_cds_WP_001074785.1_549	29.057	265	329
WP_004755430.1	lcl|NZ_JAGGCP010000019.1_cds_WP_001003555.1_2422	25.148	338	329
WP_004755430.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000487322.1_1141	26.994	326	329
WP_004758405.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000774262.1_1191	93.633	267	267
WP_004758405.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000859505.1_1142	26.693	251	267
WP_004758405.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000800438.1_1161	25.630	238	267
WP_004758405.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000842260.1_1112	26.842	190	267
WP_004758405.1	lcl|NZ_JAGGCP010000024.1_cds_WP_000667727.1_2757	30.909	110	267
WP_004758405.1	lcl|NZ_JAGGCP010000021.1_cds_WP_000805357.1_2612	27.660	188	267
WP_016748627.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000612797.1_1190	96.267	509	509
WP_016748627.1	lcl|NZ_JAGGCP010000020.1_cds_WP_000291591.1_2548	27.469	324	509
WP_016748627.1	lcl|NZ_JAGGCP010000020.1_cds_WP_000364507.1_2547	31.111	90	509
WP_016748627.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000612797.1_1190	96.267	509	509
WP_016748627.1	lcl|NZ_JAGGCP010000020.1_cds_WP_000291591.1_2548	27.469	324	509
WP_016748627.1	lcl|NZ_JAGGCP010000020.1_cds_WP_000364507.1_2547	31.111	90	509
WP_004755319.1	lcl|NZ_JAGGCP010000006.1_cds_WP_001067557.1_1189	96.667	330	330
WP_004755319.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000646250.1_1192	28.990	307	330
WP_004755319.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000600889.1_1166	27.068	266	330
WP_004755319.1	lcl|NZ_JAGGCP010000045.1_cds_WP_001984071.1_3436	24.632	272	330
WP_004755319.1	lcl|NZ_JAGGCP010000007.1_cds_WP_000744700.1_1342	26.266	316	330
WP_004755319.1	lcl|NZ_JAGGCP010000019.1_cds_WP_001003555.1_2422	28.287	251	330
WP_004755319.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000723090.1_1113	24.925	333	330
WP_004755319.1	lcl|NZ_JAGGCP010000009.1_cds_WP_000649925.1_1576	29.644	253	330
WP_004755319.1	lcl|NZ_JAGGCP010000043.1_cds_WP_000688695.1_3415	25.792	221	330
WP_004755319.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000601375.1_1139	25.362	276	330
WP_004755319.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000487322.1_1141	26.855	283	330
WP_004754883.1	lcl|NZ_JAGGCP010000006.1_cds_WP_001198107.1_1188	95.902	366	366
WP_004754883.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000608295.1_1187	40.000	365	366
WP_004754883.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000575178.1_1119	34.262	359	366
WP_004754883.1	lcl|NZ_JAGGCP010000043.1_cds_WP_001281953.1_3401	28.232	379	366
WP_004754883.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000346036.1_1158	28.090	356	366
WP_004754883.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000582222.1_1177	32.958	355	366
WP_004754883.1	lcl|NZ_JAGGCP010000004.1_cds_WP_000538752.1_868	29.412	357	366
WP_004754883.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000947844.1_1165	26.957	345	366
WP_004754883.1	lcl|NZ_JAGGCP010000014.1_cds_WP_001982414.1_2039	31.579	190	366
WP_016560370.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000608295.1_1187	96.458	367	367
WP_016560370.1	lcl|NZ_JAGGCP010000006.1_cds_WP_001198107.1_1188	39.178	365	367
WP_016560370.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000575178.1_1119	36.043	369	367
WP_016560370.1	lcl|NZ_JAGGCP010000004.1_cds_WP_000538752.1_868	31.649	376	367
WP_016560370.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000582222.1_1177	35.692	325	367
WP_016560370.1	lcl|NZ_JAGGCP010000043.1_cds_WP_001281953.1_3401	30.423	378	367
WP_016560370.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000346036.1_1158	24.665	373	367
WP_016560370.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000947844.1_1165	26.404	356	367
WP_016560370.1	lcl|NZ_JAGGCP010000014.1_cds_WP_001982414.1_2039	25.140	358	367
WP_004755296.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000689743.1_1186	91.544	544	544
WP_004755296.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000689743.1_1186	91.544	544	544
WP_002740998.1	lcl|NZ_JAGGCP010000006.1_cds_WP_000342713.1_1185	94.340	265	265
WP_002740998.1	lcl|NZ_JAGGCP010000054.1_cds_WP_001002663.1_3625	46.091	243	265
WP_004777170.1	lcl|NZ_JAGGCP010000006.1_cds_WP_001246618.1_1184	92.581	310	310
WP_004777170.1	lcl|NZ_JAGGCP010000033.1_cds_WP_000501205.1_3123	36.513	304	310
WP_004777170.1	lcl|NZ_JAGGCP010000032.1_cds_WP_001183723.1_3106	26.471	306	310
WP_004777170.1	lcl|NZ_JAGGCP010000015.1_cds_WP_000279894.1_2176	23.282	262	310
