WP_004753574.1	lcl|NZ_AOVX01000030.1_cds_WP_000340715.1_615	94.186	86	106
WP_004755091.1	lcl|NZ_AOVX01000030.1_cds_WP_000410273.1_616	96.815	314	314
WP_004755091.1	lcl|NZ_AOVX01000030.1_cds_WP_000093099.1_636	57.143	63	314
WP_004755091.1	lcl|NZ_AOVX01000026.1_cds_WP_000744700.1_387	24.471	331	314
WP_004755091.1	lcl|NZ_AOVX01000030.1_cds_WP_000646250.1_619	27.239	268	314
WP_004755091.1	lcl|NZ_AOVX01000115.1_cds_WP_000723090.1_2498	22.917	288	314
WP_004755091.1	lcl|NZ_AOVX01000030.1_cds_WP_000600889.1_645	24.194	186	314
WP_004777161.1	lcl|NZ_AOVX01000030.1_cds_WP_000604524.1_617	94.247	365	365
WP_004766667.1	lcl|NZ_AOVX01000030.1_cds_WP_000884059.1_618	96.757	185	185
WP_004766667.1	lcl|NZ_AOVX01000150.1_cds_WP_000351733.1_3541	40.714	140	185
WP_004755430.1	lcl|NZ_AOVX01000030.1_cds_WP_000646250.1_619	97.568	329	329
WP_004755430.1	lcl|NZ_AOVX01000026.1_cds_WP_000744700.1_387	32.381	315	329
WP_004755430.1	lcl|NZ_AOVX01000115.1_cds_WP_000723090.1_2498	31.045	335	329
WP_004755430.1	lcl|NZ_AOVX01000030.1_cds_WP_000600889.1_645	31.677	322	329
WP_004755430.1	lcl|NZ_AOVX01000065.1_cds_WP_001984071.1_1329	31.935	310	329
WP_004755430.1	lcl|NZ_AOVX01000092.1_cds_WP_000649925.1_1912	29.573	328	329
WP_004755430.1	lcl|NZ_AOVX01000070.1_cds_WP_000709511.1_1378	29.730	333	329
WP_004755430.1	lcl|NZ_AOVX01000030.1_cds_WP_000601375.1_672	25.000	300	329
WP_004755430.1	lcl|NZ_AOVX01000119.1_cds_WP_000688695.1_2606	29.091	275	329
WP_004755430.1	lcl|NZ_AOVX01000030.1_cds_WP_001067557.1_622	27.541	305	329
WP_004755430.1	lcl|NZ_AOVX01000030.1_cds_WP_000475904.1_681	27.372	274	329
WP_004755430.1	lcl|NZ_AOVX01000030.1_cds_WP_000410273.1_616	26.101	318	329
WP_004755430.1	lcl|NZ_AOVX01000100.1_cds_WP_001074785.1_2082	29.057	265	329
WP_004755430.1	lcl|NZ_AOVX01000084.1_cds_WP_001003555.1_1628	25.148	338	329
WP_004755430.1	lcl|NZ_AOVX01000030.1_cds_WP_000487322.1_670	26.994	326	329
WP_004758405.1	lcl|NZ_AOVX01000030.1_cds_WP_000774262.1_620	93.633	267	267
WP_004758405.1	lcl|NZ_AOVX01000030.1_cds_WP_000859505.1_669	26.693	251	267
WP_004758405.1	lcl|NZ_AOVX01000030.1_cds_WP_000800438.1_650	25.630	238	267
WP_004758405.1	lcl|NZ_AOVX01000115.1_cds_WP_000842260.1_2497	26.842	190	267
WP_004758405.1	lcl|NZ_AOVX01000136.1_cds_WP_000667727.1_3177	30.909	110	267
WP_004758405.1	lcl|NZ_AOVX01000106.1_cds_WP_000805357.1_2228	27.660	188	267
WP_016748627.1	lcl|NZ_AOVX01000030.1_cds_WP_000612797.1_621	96.267	509	509
WP_016748627.1	lcl|NZ_AOVX01000111.1_cds_WP_000291591.1_2377	27.469	324	509
WP_016748627.1	lcl|NZ_AOVX01000111.1_cds_WP_000364507.1_2378	31.111	90	509
WP_016748627.1	lcl|NZ_AOVX01000030.1_cds_WP_000612797.1_621	96.267	509	509
WP_016748627.1	lcl|NZ_AOVX01000111.1_cds_WP_000291591.1_2377	27.469	324	509
WP_016748627.1	lcl|NZ_AOVX01000111.1_cds_WP_000364507.1_2378	31.111	90	509
WP_004755319.1	lcl|NZ_AOVX01000030.1_cds_WP_001067557.1_622	96.667	330	330
WP_004755319.1	lcl|NZ_AOVX01000030.1_cds_WP_000646250.1_619	28.990	307	330
WP_004755319.1	lcl|NZ_AOVX01000030.1_cds_WP_000600889.1_645	27.068	266	330
WP_004755319.1	lcl|NZ_AOVX01000065.1_cds_WP_001984071.1_1329	24.632	272	330
WP_004755319.1	lcl|NZ_AOVX01000026.1_cds_WP_000744700.1_387	26.266	316	330
WP_004755319.1	lcl|NZ_AOVX01000084.1_cds_WP_001003555.1_1628	28.287	251	330
WP_004755319.1	lcl|NZ_AOVX01000115.1_cds_WP_000723090.1_2498	24.925	333	330
WP_004755319.1	lcl|NZ_AOVX01000092.1_cds_WP_000649925.1_1912	29.644	253	330
WP_004755319.1	lcl|NZ_AOVX01000119.1_cds_WP_000688695.1_2606	25.792	221	330
WP_004755319.1	lcl|NZ_AOVX01000030.1_cds_WP_000601375.1_672	25.362	276	330
WP_004755319.1	lcl|NZ_AOVX01000030.1_cds_WP_000487322.1_670	26.855	283	330
WP_004754883.1	lcl|NZ_AOVX01000030.1_cds_WP_001198107.1_623	95.902	366	366
WP_004754883.1	lcl|NZ_AOVX01000030.1_cds_WP_000608295.1_624	40.000	365	366
WP_004754883.1	lcl|NZ_AOVX01000030.1_cds_WP_000575178.1_692	34.262	359	366
WP_004754883.1	lcl|NZ_AOVX01000114.1_cds_WP_001281953.1_2496	28.232	379	366
WP_004754883.1	lcl|NZ_AOVX01000030.1_cds_WP_000346036.1_653	28.090	356	366
