WP_004753574.1	lcl|NZ_JASEXQ010000019.1_cds_WP_004462903.1_2126	93.023	86	106
WP_004755091.1	lcl|NZ_JASEXQ010000019.1_cds_WP_061205762.1_2125	92.675	314	314
WP_004755091.1	lcl|NZ_JASEXQ010000016.1_cds_WP_004461583.1_1898	24.691	324	314
WP_004755091.1	lcl|NZ_JASEXQ010000021.1_cds_WP_004472946.1_2261	24.398	332	314
WP_004755091.1	lcl|NZ_JASEXQ010000019.1_cds_WP_061205813.1_2105	21.014	276	314
WP_004755091.1	lcl|NZ_JASEXQ010000054.1_cds_WP_004465060.1_3313	23.488	281	314
WP_004766667.1	lcl|NZ_JASEXQ010000030.1_cds_WP_004460143.1_2671	35.714	154	185
WP_004755430.1	lcl|NZ_JASEXQ010000019.1_cds_WP_282965821.1_2122	31.214	346	329
WP_004755430.1	lcl|NZ_JASEXQ010000016.1_cds_WP_004461583.1_1898	29.841	315	329
WP_004755430.1	lcl|NZ_JASEXQ010000054.1_cds_WP_004465060.1_3313	31.343	335	329
WP_004755430.1	lcl|NZ_JASEXQ010000019.1_cds_WP_061205813.1_2105	30.769	299	329
WP_004755430.1	lcl|NZ_JASEXQ010000001.1_cds_WP_004461234.1_230	32.476	311	329
WP_004755430.1	lcl|NZ_JASEXQ010000021.1_cds_WP_004472946.1_2261	30.154	325	329
WP_004755430.1	lcl|NZ_JASEXQ010000001.1_cds_WP_004467290.1_227	28.882	322	329
WP_004755430.1	lcl|NZ_JASEXQ010000017.1_cds_WP_004466638.1_1934	27.010	311	329
WP_004755430.1	lcl|NZ_JASEXQ010000019.1_cds_WP_282965808.1_2073	24.907	269	329
WP_004755430.1	lcl|NZ_JASEXQ010000008.1_cds_WP_282965574.1_1174	26.087	345	329
WP_004755430.1	lcl|NZ_JASEXQ010000019.1_cds_WP_061205762.1_2125	25.633	316	329
WP_004755430.1	lcl|NZ_JASEXQ010000019.1_cds_WP_004479697.1_2065	25.630	238	329
WP_004755430.1	lcl|NZ_JASEXQ010000007.1_cds_WP_004464543.1_1058	27.273	264	329
