WP_004753574.1	lcl|NZ_AHQD01000064.1_cds_WP_000340715.1_2876	94.186	86	106
WP_004755091.1	lcl|NZ_AHQD01000064.1_cds_WP_000410267.1_2875	96.815	314	314
WP_004755091.1	lcl|NZ_AHQD01000064.1_cds_WP_000093099.1_2856	57.143	63	314
WP_004755091.1	lcl|NZ_AHQD01000048.1_cds_WP_000744700.1_3287	24.471	331	314
WP_004755091.1	lcl|NZ_AHQD01000064.1_cds_WP_000646251.1_2872	26.866	268	314
WP_004755091.1	lcl|NZ_AHQD01000064.1_cds_WP_000723090.1_2793	22.917	288	314
WP_004755091.1	lcl|NZ_AHQD01000064.1_cds_WP_000600889.1_2847	24.194	186	314
WP_004777161.1	lcl|NZ_AHQD01000064.1_cds_WP_000604522.1_2874	94.247	365	365
WP_004766667.1	lcl|NZ_AHQD01000064.1_cds_WP_000884059.1_2873	96.757	185	185
WP_004766667.1	lcl|NZ_AHQD01000174.1_cds_WP_000351733.1_1266	40.714	140	185
WP_004755430.1	lcl|NZ_AHQD01000064.1_cds_WP_000646251.1_2872	98.176	329	329
WP_004755430.1	lcl|NZ_AHQD01000048.1_cds_WP_000744700.1_3287	32.381	315	329
WP_004755430.1	lcl|NZ_AHQD01000064.1_cds_WP_000723090.1_2793	31.045	335	329
WP_004755430.1	lcl|NZ_AHQD01000064.1_cds_WP_000600889.1_2847	31.677	322	329
WP_004755430.1	lcl|NZ_AHQD01000097.1_cds_WP_001984071.1_2257	31.935	310	329
WP_004755430.1	lcl|NZ_AHQD01000094.1_cds_WP_000649923.1_2408	29.573	328	329
WP_004755430.1	lcl|NZ_AHQD01000287.1_cds_WP_000709513.1_80	29.730	333	329
WP_004755430.1	lcl|NZ_AHQD01000064.1_cds_WP_000601375.1_2820	25.000	300	329
WP_004755430.1	lcl|NZ_AHQD01000097.1_cds_WP_000688696.1_2237	29.455	275	329
WP_004755430.1	lcl|NZ_AHQD01000064.1_cds_WP_001067556.1_2869	27.541	305	329
WP_004755430.1	lcl|NZ_AHQD01000064.1_cds_WP_000475904.1_2810	27.372	274	329
WP_004755430.1	lcl|NZ_AHQD01000064.1_cds_WP_000410267.1_2875	25.786	318	329
WP_004755430.1	lcl|NZ_AHQD01000183.1_cds_WP_001074784.1_1045	29.057	265	329
WP_004755430.1	lcl|NZ_AHQD01000244.1_cds_WP_001003557.1_436	25.000	332	329
WP_004755430.1	lcl|NZ_AHQD01000064.1_cds_WP_000487322.1_2822	26.994	326	329
WP_004758405.1	lcl|NZ_AHQD01000064.1_cds_WP_000774261.1_2871	94.007	267	267
WP_004758405.1	lcl|NZ_AHQD01000064.1_cds_WP_000859505.1_2823	26.693	251	267
WP_004758405.1	lcl|NZ_AHQD01000064.1_cds_WP_000800438.1_2842	25.630	238	267
WP_004758405.1	lcl|NZ_AHQD01000064.1_cds_WP_000842261.1_2792	26.842	190	267
WP_004758405.1	lcl|NZ_AHQD01000178.1_cds_WP_000667727.1_1164	30.909	110	267
WP_004758405.1	lcl|NZ_AHQD01000079.1_cds_WP_000805357.1_2562	27.660	188	267
WP_016748627.1	lcl|NZ_AHQD01000064.1_cds_WP_000612798.1_2870	97.446	509	509
WP_016748627.1	lcl|NZ_AHQD01000134.1_cds_WP_000291586.1_1788	27.469	324	509
WP_016748627.1	lcl|NZ_AHQD01000134.1_cds_WP_000364507.1_1789	31.111	90	509
WP_016748627.1	lcl|NZ_AHQD01000064.1_cds_WP_000612798.1_2870	97.446	509	509
WP_016748627.1	lcl|NZ_AHQD01000134.1_cds_WP_000291586.1_1788	27.469	324	509
WP_016748627.1	lcl|NZ_AHQD01000134.1_cds_WP_000364507.1_1789	31.111	90	509
WP_004755319.1	lcl|NZ_AHQD01000064.1_cds_WP_001067556.1_2869	96.364	330	330
WP_004755319.1	lcl|NZ_AHQD01000064.1_cds_WP_000646251.1_2872	29.316	307	330
WP_004755319.1	lcl|NZ_AHQD01000064.1_cds_WP_000600889.1_2847	27.068	266	330
WP_004755319.1	lcl|NZ_AHQD01000097.1_cds_WP_001984071.1_2257	24.632	272	330
WP_004755319.1	lcl|NZ_AHQD01000048.1_cds_WP_000744700.1_3287	26.266	316	330
WP_004755319.1	lcl|NZ_AHQD01000244.1_cds_WP_001003557.1_436	28.287	251	330
WP_004755319.1	lcl|NZ_AHQD01000064.1_cds_WP_000723090.1_2793	24.925	333	330
WP_004755319.1	lcl|NZ_AHQD01000094.1_cds_WP_000649923.1_2408	29.644	253	330
WP_004755319.1	lcl|NZ_AHQD01000097.1_cds_WP_000688696.1_2237	25.792	221	330
WP_004755319.1	lcl|NZ_AHQD01000064.1_cds_WP_000601375.1_2820	25.362	276	330
WP_004755319.1	lcl|NZ_AHQD01000064.1_cds_WP_000487322.1_2822	26.855	283	330
WP_004754883.1	lcl|NZ_AHQD01000064.1_cds_WP_000575178.1_2799	34.262	359	366
WP_004754883.1	lcl|NZ_AHQD01000291.1_cds_WP_001281953.1_30	28.232	379	366
WP_004754883.1	lcl|NZ_AHQD01000064.1_cds_WP_000346036.1_2839	28.090	356	366
WP_004754883.1	lcl|NZ_AHQD01000064.1_cds_WP_000582219.1_2858	33.148	359	366
WP_004754883.1	lcl|NZ_AHQD01000205.1_cds_WP_000538757.1_686	29.412	357	366
WP_004754883.1	lcl|NZ_AHQD01000064.1_cds_WP_000947839.1_2846	26.957	345	366
WP_004754883.1	lcl|NZ_AHQD01000059.1_cds_WP_001982414.1_3046	31.579	190	366
WP_016560370.1	lcl|NZ_AHQD01000064.1_cds_WP_000575178.1_2799	36.043	369	367
WP_016560370.1	lcl|NZ_AHQD01000205.1_cds_WP_000538757.1_686	31.649	376	367
WP_016560370.1	lcl|NZ_AHQD01000064.1_cds_WP_000582219.1_2858	35.692	325	367
WP_016560370.1	lcl|NZ_AHQD01000291.1_cds_WP_001281953.1_30	30.423	378	367
WP_016560370.1	lcl|NZ_AHQD01000064.1_cds_WP_000346036.1_2839	24.665	373	367
WP_016560370.1	lcl|NZ_AHQD01000064.1_cds_WP_000947839.1_2846	26.404	356	367
