WP_004753574.1	lcl|NZ_JAHERY010000058.1_cds_WP_000340715.1_2838	94.186	86	106
WP_004755091.1	lcl|NZ_JAHERY010000058.1_cds_WP_000410266.1_2839	96.497	314	314
WP_004755091.1	lcl|NZ_JAHERY010000020.1_cds_WP_000744698.1_1295	24.471	331	314
WP_004755091.1	lcl|NZ_JAHERY010000058.1_cds_WP_000646254.1_2842	26.866	268	314
WP_004755091.1	lcl|NZ_JAHERY010000018.1_cds_WP_000723091.1_1024	23.264	288	314
WP_004777161.1	lcl|NZ_JAHERY010000058.1_cds_WP_000604525.1_2840	93.699	365	365
WP_004766667.1	lcl|NZ_JAHERY010000058.1_cds_WP_000884059.1_2841	96.757	185	185
WP_004766667.1	lcl|NZ_JAHERY010000011.1_cds_WP_000351733.1_377	40.714	140	185
WP_004755430.1	lcl|NZ_JAHERY010000058.1_cds_WP_000646254.1_2842	97.568	329	329
WP_004755430.1	lcl|NZ_JAHERY010000020.1_cds_WP_000744698.1_1295	32.381	315	329
WP_004755430.1	lcl|NZ_JAHERY010000018.1_cds_WP_000723091.1_1024	30.746	335	329
WP_004755430.1	lcl|NZ_JAHERY010000040.1_cds_WP_002072074.1_2241	31.613	310	329
WP_004755430.1	lcl|NZ_JAHERY010000001.1_cds_WP_000649924.1_72	29.573	328	329
WP_004755430.1	lcl|NZ_JAHERY010000040.1_cds_WP_000709508.1_2232	29.231	325	329
WP_004755430.1	lcl|NZ_JAHERY010000031.1_cds_WP_000688696.1_1838	29.455	275	329
WP_004755430.1	lcl|NZ_JAHERY010000058.1_cds_WP_001067557.1_2845	27.541	305	329
WP_004755430.1	lcl|NZ_JAHERY010000094.1_cds_WP_000475901.1_3747	27.132	258	329
WP_004755430.1	lcl|NZ_JAHERY010000058.1_cds_WP_000410266.1_2839	25.786	318	329
WP_004755430.1	lcl|NZ_JAHERY010000022.1_cds_WP_001074779.1_1361	28.679	265	329
WP_004755430.1	lcl|NZ_JAHERY010000007.1_cds_WP_001003560.1_3217	24.852	338	329
WP_004755430.1	lcl|NZ_JAHERY010000049.1_cds_WP_000378097.1_2505	24.419	172	329
WP_004758405.1	lcl|NZ_JAHERY010000058.1_cds_WP_000774259.1_2843	93.633	267	267
WP_004758405.1	lcl|NZ_JAHERY010000018.1_cds_WP_000842260.1_1025	26.842	190	267
WP_004758405.1	lcl|NZ_JAHERY010000057.1_cds_WP_000805357.1_2832	27.660	188	267
WP_004758405.1	lcl|NZ_JAHERY010000031.1_cds_WP_155572209.1_1816	27.835	97	267
WP_016748627.1	lcl|NZ_JAHERY010000058.1_cds_WP_002072162.1_2844	97.250	509	509
WP_016748627.1	lcl|NZ_JAHERY010000056.1_cds_WP_000291581.1_2803	27.469	324	509
WP_016748627.1	lcl|NZ_JAHERY010000056.1_cds_WP_000364504.1_2802	31.111	90	509
WP_016748627.1	lcl|NZ_JAHERY010000058.1_cds_WP_002072162.1_2844	97.250	509	509
WP_016748627.1	lcl|NZ_JAHERY010000056.1_cds_WP_000291581.1_2803	27.469	324	509
WP_016748627.1	lcl|NZ_JAHERY010000056.1_cds_WP_000364504.1_2802	31.111	90	509
WP_004755319.1	lcl|NZ_JAHERY010000058.1_cds_WP_001067557.1_2845	96.667	330	330
WP_004755319.1	lcl|NZ_JAHERY010000058.1_cds_WP_000646254.1_2842	29.316	307	330
WP_004755319.1	lcl|NZ_JAHERY010000040.1_cds_WP_002072074.1_2241	25.000	272	330
WP_004755319.1	lcl|NZ_JAHERY010000020.1_cds_WP_000744698.1_1295	26.582	316	330
WP_004755319.1	lcl|NZ_JAHERY010000018.1_cds_WP_000723091.1_1024	24.625	333	330
WP_004755319.1	lcl|NZ_JAHERY010000007.1_cds_WP_001003560.1_3217	27.888	251	330
WP_004755319.1	lcl|NZ_JAHERY010000001.1_cds_WP_000649924.1_72	29.644	253	330
WP_004755319.1	lcl|NZ_JAHERY010000031.1_cds_WP_000688696.1_1838	25.792	221	330
WP_004754883.1	lcl|NZ_JAHERY010000058.1_cds_WP_001198107.1_2846	95.902	366	366
WP_004754883.1	lcl|NZ_JAHERY010000058.1_cds_WP_000608294.1_2847	39.726	365	366
WP_004754883.1	lcl|NZ_JAHERY010000146.1_cds_WP_000575181.1_790	33.705	359	366
WP_004754883.1	lcl|NZ_JAHERY010000049.1_cds_WP_000172659.1_2506	31.937	382	366
