WP_004753574.1	lcl|NZ_JADDWE010000005.1_cds_WP_002725873.1_2713	89.535	86	106
WP_004755091.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733579.1_2712	92.994	314	314
WP_004755091.1	lcl|NZ_JADDWE010000017.1_cds_WP_002722638.1_566	22.936	327	314
WP_004755091.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733534.1_2709	26.493	268	314
WP_004755091.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740024.1_2618	23.843	281	314
WP_004755091.1	lcl|NZ_JADDWE010000028.1_cds_WP_002743770.1_1320	22.941	170	314
WP_004755091.1	lcl|NZ_JADDWE010000006.1_cds_WP_002728309.1_2886	27.586	203	314
WP_004755091.1	lcl|NZ_JADDWE010000005.1_cds_WP_016749081.1_2680	24.503	151	314
WP_004777161.1	lcl|NZ_JADDWE010000005.1_cds_WP_026054882.1_2711	86.575	365	365
WP_004766667.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733646.1_2710	96.757	185	185
WP_004766667.1	lcl|NZ_JADDWE010000002.1_cds_WP_002721790.1_1520	34.337	166	185
WP_004755430.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733534.1_2709	97.872	329	329
WP_004755430.1	lcl|NZ_JADDWE010000017.1_cds_WP_002722638.1_566	30.159	315	329
WP_004755430.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740024.1_2618	31.157	337	329
WP_004755430.1	lcl|NZ_JADDWE010000006.1_cds_WP_002728309.1_2886	30.868	311	329
WP_004755430.1	lcl|NZ_JADDWE010000028.1_cds_WP_002743770.1_1320	27.566	341	329
WP_004755430.1	lcl|NZ_JADDWE010000006.1_cds_WP_002728316.1_2889	28.485	330	329
WP_004755430.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733638.1_2672	27.941	340	329
WP_004755430.1	lcl|NZ_JADDWE010000080.1_cds_WP_002741146.1_3196	29.487	312	329
WP_004755430.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733546.1_2643	26.667	270	329
WP_004755430.1	lcl|NZ_JADDWE010000005.1_cds_WP_002740721.1_2706	28.387	310	329
WP_004755430.1	lcl|NZ_JADDWE010000007.1_cds_WP_002732331.1_3103	26.254	339	329
WP_004755430.1	lcl|NZ_JADDWE010000005.1_cds_WP_002744551.1_2678	29.889	271	329
WP_004755430.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733698.1_2635	26.642	274	329
WP_004755430.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733579.1_2712	27.309	249	329
WP_004755430.1	lcl|NZ_JADDWE010000005.1_cds_WP_016749081.1_2680	23.975	317	329
WP_004755430.1	lcl|NZ_JADDWE010000063.1_cds_WP_002740236.1_2780	26.217	267	329
WP_004755430.1	lcl|NZ_JADDWE010000003.1_cds_WP_002721725.1_1884	25.223	337	329
WP_004755430.1	lcl|NZ_JADDWE010000003.1_cds_WP_002739935.1_1971	27.869	244	329
WP_004755430.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733757.1_2645	31.034	174	329
WP_004758405.1	lcl|NZ_JADDWE010000005.1_cds_WP_002733627.1_2708	97.004	267	267
