WP_004753574.1	lcl|NZ_NPEC01000001.1_cds_WP_035983633.1_1258	62.821	78	106
WP_004755091.1	lcl|NZ_NPEC01000001.1_cds_WP_100734686.1_1255	80.645	310	314
WP_004755091.1	lcl|NZ_NPEC01000002.1_cds_WP_100718677.1_1643	27.707	314	314
WP_004755091.1	lcl|NZ_NPEC01000002.1_cds_WP_100718697.1_1671	24.214	318	314
WP_004755091.1	lcl|NZ_NPEC01000001.1_cds_WP_100734687.1_1256	23.394	218	314
WP_004755091.1	lcl|NZ_NPEC01000006.1_cds_WP_004788049.1_3156	23.529	170	314
WP_004766667.1	lcl|NZ_NPEC01000001.1_cds_WP_004788859.1_847	32.258	124	185
WP_004755430.1	lcl|NZ_NPEC01000002.1_cds_WP_100718697.1_1671	30.573	314	329
WP_004755430.1	lcl|NZ_NPEC01000003.1_cds_WP_100719192.1_2160	30.990	313	329
WP_004755430.1	lcl|NZ_NPEC01000001.1_cds_WP_100734687.1_1256	27.485	342	329
WP_004755430.1	lcl|NZ_NPEC01000006.1_cds_WP_004788049.1_3156	29.032	341	329
WP_004755430.1	lcl|NZ_NPEC01000003.1_cds_WP_004787140.1_2351	27.187	320	329
WP_004755430.1	lcl|NZ_NPEC01000002.1_cds_WP_100718677.1_1643	27.157	313	329
WP_004755430.1	lcl|NZ_NPEC01000003.1_cds_WP_100735299.1_2424	31.496	254	329
WP_004755430.1	lcl|NZ_NPEC01000001.1_cds_WP_100734686.1_1255	25.157	318	329
WP_004755430.1	lcl|NZ_NPEC01000006.1_cds_WP_207763527.1_3145	26.840	231	329
WP_004755430.1	lcl|NZ_NPEC01000001.1_cds_WP_100734655.1_1203	26.217	267	329
WP_004755430.1	lcl|NZ_NPEC01000002.1_cds_WP_100735066.1_2002	25.946	185	329
WP_004755430.1	lcl|NZ_NPEC01000002.1_cds_WP_100734935.1_1724	27.823	248	329
WP_004755430.1	lcl|NZ_NPEC01000001.1_cds_WP_100716954.1_1254	24.590	244	329
WP_004755430.1	lcl|NZ_NPEC01000003.1_cds_WP_100735294.1_2416	24.498	249	329
WP_004758405.1	lcl|NZ_NPEC01000001.1_cds_WP_020777677.1_1142	24.904	261	267
WP_004758405.1	lcl|NZ_NPEC01000001.1_cds_WP_100716951.1_1257	23.944	213	267
WP_004758405.1	lcl|NZ_NPEC01000003.1_cds_WP_100735224.1_2271	28.249	177	267
WP_004758405.1	lcl|NZ_NPEC01000006.1_cds_WP_100735693.1_3157	28.042	189	267
WP_016748627.1	lcl|NZ_NPEC01000001.1_cds_WP_100734512.1_869	23.913	322	509
WP_016748627.1	lcl|NZ_NPEC01000001.1_cds_WP_100734513.1_870	28.302	106	509
WP_016748627.1	lcl|NZ_NPEC01000001.1_cds_WP_100734512.1_869	23.913	322	509
WP_016748627.1	lcl|NZ_NPEC01000001.1_cds_WP_100734513.1_870	28.302	106	509
WP_004755319.1	lcl|NZ_NPEC01000003.1_cds_WP_100719192.1_2160	24.590	305	330
WP_004755319.1	lcl|NZ_NPEC01000002.1_cds_WP_100718697.1_1671	27.899	276	330
WP_004755319.1	lcl|NZ_NPEC01000003.1_cds_WP_100735299.1_2424	30.043	233	330
WP_004755319.1	lcl|NZ_NPEC01000002.1_cds_WP_100718677.1_1643	26.126	333	330
WP_004755319.1	lcl|NZ_NPEC01000003.1_cds_WP_100735294.1_2416	25.591	254	330
WP_004755319.1	lcl|NZ_NPEC01000001.1_cds_WP_100734687.1_1256	25.660	265	330
WP_004755319.1	lcl|NZ_NPEC01000001.1_cds_WP_100716954.1_1254	31.250	128	330
WP_004755319.1	lcl|NZ_NPEC01000006.1_cds_WP_004788049.1_3156	24.172	302	330
WP_004755319.1	lcl|NZ_NPEC01000002.1_cds_WP_100735066.1_2002	29.114	158	330
WP_004755319.1	lcl|NZ_NPEC01000002.1_cds_WP_100734935.1_1724	25.604	207	330
WP_004755319.1	lcl|NZ_NPEC01000003.1_cds_WP_004787140.1_2351	28.000	150	330
WP_004754883.1	lcl|NZ_NPEC01000001.1_cds_WP_100717004.1_1230	33.427	356	366
WP_004754883.1	lcl|NZ_NPEC01000008.1_cds_WP_004785484.1_3628	28.871	381	366
WP_004754883.1	lcl|NZ_NPEC01000001.1_cds_WP_207763559.1_1253	31.414	382	366
WP_004754883.1	lcl|NZ_NPEC01000001.1_cds_WP_100716963.1_1242	31.006	358	366
WP_004754883.1	lcl|NZ_NPEC01000001.1_cds_WP_100734244.1_291	29.577	355	366
WP_004754883.1	lcl|NZ_NPEC01000007.1_cds_WP_100719471.1_3441	23.009	339	366
WP_016560370.1	lcl|NZ_NPEC01000001.1_cds_WP_100717004.1_1230	35.854	357	367
WP_016560370.1	lcl|NZ_NPEC01000001.1_cds_WP_207763559.1_1253	31.646	395	367
WP_016560370.1	lcl|NZ_NPEC01000001.1_cds_WP_100716963.1_1242	32.011	353	367
WP_016560370.1	lcl|NZ_NPEC01000001.1_cds_WP_100734244.1_291	29.144	374	367
WP_016560370.1	lcl|NZ_NPEC01000008.1_cds_WP_004785484.1_3628	27.513	378	367
WP_016560370.1	lcl|NZ_NPEC01000007.1_cds_WP_100719471.1_3441	26.331	357	367
WP_016560370.1	lcl|NZ_NPEC01000005.1_cds_WP_100717135.1_2819	33.019	106	367
WP_002740998.1	lcl|NZ_NPEC01000007.1_cds_WP_100718239.1_3495	42.798	243	265
WP_004777170.1	lcl|NZ_NPEC01000002.1_cds_WP_004785161.1_1905	35.484	310	310
WP_004777170.1	lcl|NZ_NPEC01000005.1_cds_WP_100735549.1_2889	32.231	242	310
WP_004777170.1	lcl|NZ_NPEC01000001.1_cds_WP_100721131.1_782	22.433	263	310
WP_004777170.1	lcl|NZ_NPEC01000002.1_cds_WP_004785161.1_1905	35.484	310	310
WP_004777170.1	lcl|NZ_NPEC01000005.1_cds_WP_100735549.1_2889	32.231	242	310
WP_004777170.1	lcl|NZ_NPEC01000001.1_cds_WP_100721131.1_782	22.433	263	310
WP_002733551.1	lcl|NZ_NPEC01000001.1_cds_WP_100734299.1_385	26.667	105	130
WP_004777149.1	lcl|NZ_NPEC01000001.1_cds_WP_100734476.1_757	34.653	101	221
WP_004777149.1	lcl|NZ_NPEC01000006.1_cds_WP_100735776.1_3353	30.303	99	221
WP_016748629.1	lcl|NZ_NPEC01000001.1_cds_WP_100734764.1_483	25.995	377	682
WP_016748630.1	lcl|NZ_NPEC01000002.1_cds_WP_100734865.1_1610	24.651	215	333
WP_016748630.1	lcl|NZ_NPEC01000003.1_cds_WP_100735247.1_2311	27.536	207	333
WP_016748630.1	lcl|NZ_NPEC01000001.1_cds_WP_100734635.1_1121	24.870	193	333
WP_016748630.1	lcl|NZ_NPEC01000002.1_cds_WP_100734865.1_1610	24.651	215	333
WP_016748630.1	lcl|NZ_NPEC01000003.1_cds_WP_100735247.1_2311	27.536	207	333
WP_016748630.1	lcl|NZ_NPEC01000001.1_cds_WP_100734635.1_1121	24.870	193	333
WP_016560406.1	lcl|NZ_NPEC01000001.1_cds_WP_100734675.1_1232	27.559	127	392
WP_016560406.1	lcl|NZ_NPEC01000001.1_cds_WP_100721578.1_479	25.105	239	392
WP_016560406.1	lcl|NZ_NPEC01000006.1_cds_WP_100735776.1_3353	26.178	191	392
WP_016560406.1	lcl|NZ_NPEC01000001.1_cds_WP_100719781.1_1351	26.429	140	392
WP_016560441.1	lcl|NZ_NPEC01000008.1_cds_WP_100735957.1_3690	31.507	146	174
WP_016560426.1	lcl|NZ_NPEC01000001.1_cds_WP_100716963.1_1242	34.328	335	362
