WP_004753574.1	lcl|NZ_AOWZ01000141.1_cds_WP_000340715.1_2921	94.186	86	106
WP_004755091.1	lcl|NZ_AOWZ01000141.1_cds_WP_000410273.1_2920	96.815	314	314
WP_004755091.1	lcl|NZ_AOWZ01000121.1_cds_WP_000744700.1_2432	24.471	331	314
WP_004755091.1	lcl|NZ_AOWZ01000141.1_cds_WP_000646253.1_2917	27.239	268	314
WP_004755091.1	lcl|NZ_AOWZ01000146.1_cds_WP_000723090.1_3207	22.917	288	314
WP_004755091.1	lcl|NZ_AOWZ01000033.1_cds_WP_000723090.1_371	22.917	288	314
WP_004755091.1	lcl|NZ_AOWZ01000033.1_cds_WP_001033107.1_422	21.245	273	314
WP_004777161.1	lcl|NZ_AOWZ01000141.1_cds_WP_000604524.1_2919	94.247	365	365
WP_004766667.1	lcl|NZ_AOWZ01000141.1_cds_WP_000884060.1_2918	96.757	185	185
WP_004766667.1	lcl|NZ_AOWZ01000116.1_cds_WP_000351733.1_2260	40.714	140	185
WP_004755430.1	lcl|NZ_AOWZ01000141.1_cds_WP_000646253.1_2917	97.872	329	329
WP_004755430.1	lcl|NZ_AOWZ01000121.1_cds_WP_000744700.1_2432	32.381	315	329
WP_004755430.1	lcl|NZ_AOWZ01000146.1_cds_WP_000723090.1_3207	31.045	335	329
WP_004755430.1	lcl|NZ_AOWZ01000033.1_cds_WP_000723090.1_371	31.045	335	329
WP_004755430.1	lcl|NZ_AOWZ01000150.1_cds_WP_001984071.1_3278	31.935	310	329
WP_004755430.1	lcl|NZ_AOWZ01000141.1_cds_WP_000699346.1_2903	29.762	336	329
WP_004755430.1	lcl|NZ_AOWZ01000108.1_cds_WP_000649924.1_2131	29.573	328	329
WP_004755430.1	lcl|NZ_AOWZ01000150.1_cds_WP_000709511.1_3268	29.730	333	329
WP_004755430.1	lcl|NZ_AOWZ01000150.1_cds_WP_000688696.1_3298	29.455	275	329
WP_004755430.1	lcl|NZ_AOWZ01000141.1_cds_WP_001067558.1_2914	27.869	305	329
WP_004755430.1	lcl|NZ_AOWZ01000033.1_cds_WP_000475901.1_387	27.132	258	329
WP_004755430.1	lcl|NZ_AOWZ01000141.1_cds_WP_000410273.1_2920	26.101	318	329
WP_004755430.1	lcl|NZ_AOWZ01000055.1_cds_WP_001074783.1_968	28.302	265	329
WP_004755430.1	lcl|NZ_AOWZ01000033.1_cds_WP_001033107.1_422	26.045	311	329
WP_004755430.1	lcl|NZ_AOWZ01000009.1_cds_WP_001003562.1_118	24.850	334	329
WP_004758405.1	lcl|NZ_AOWZ01000141.1_cds_WP_000774261.1_2916	94.007	267	267
WP_004758405.1	lcl|NZ_AOWZ01000146.1_cds_WP_000842258.1_3206	26.984	189	267
WP_004758405.1	lcl|NZ_AOWZ01000033.1_cds_WP_000842258.1_370	26.984	189	267
WP_004758405.1	lcl|NZ_AOWZ01000171.1_cds_WP_000667727.1_3763	30.909	110	267
WP_004758405.1	lcl|NZ_AOWZ01000107.1_cds_WP_017862323.1_2047	26.977	215	267
WP_016748627.1	lcl|NZ_AOWZ01000141.1_cds_WP_000612798.1_2915	97.446	509	509
WP_016748627.1	lcl|NZ_AOWZ01000055.1_cds_WP_000291586.1_1094	27.469	324	509
WP_016748627.1	lcl|NZ_AOWZ01000055.1_cds_WP_000364507.1_1093	31.111	90	509
WP_016748627.1	lcl|NZ_AOWZ01000141.1_cds_WP_000612798.1_2915	97.446	509	509
