WP_004753574.1	lcl|NZ_JASEXJ010000013.1_cds_WP_004462903.1_2221	93.023	86	106
WP_004755091.1	lcl|NZ_JASEXJ010000013.1_cds_WP_004472299.1_2222	92.903	310	314
WP_004755091.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004471108.1_308	25.000	324	314
WP_004755091.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967932.1_2225	25.157	318	314
WP_004755091.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004487738.1_424	24.398	332	314
WP_004755091.1	lcl|NZ_JASEXJ010000030.1_cds_WP_004465060.1_3069	23.488	281	314
WP_004755091.1	lcl|NZ_JASEXJ010000041.1_cds_WP_282968181.1_3316	26.282	156	314
WP_004777161.1	lcl|NZ_JASEXJ010000013.1_cds_WP_004479563.1_2223	83.288	365	365
WP_004766667.1	lcl|NZ_JASEXJ010000013.1_cds_WP_016755108.1_2224	94.595	185	185
WP_004766667.1	lcl|NZ_JASEXJ010000005.1_cds_WP_004460143.1_1389	35.714	154	185
WP_004755430.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967932.1_2225	92.988	328	329
WP_004755430.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004471108.1_308	29.841	315	329
WP_004755430.1	lcl|NZ_JASEXJ010000030.1_cds_WP_004465060.1_3069	31.343	335	329
WP_004755430.1	lcl|NZ_JASEXJ010000004.1_cds_WP_004461234.1_1112	32.476	311	329
WP_004755430.1	lcl|NZ_JASEXJ010000041.1_cds_WP_004485949.1_3323	28.399	331	329
WP_004755430.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004487738.1_424	30.462	325	329
WP_004755430.1	lcl|NZ_JASEXJ010000004.1_cds_WP_004467290.1_1109	28.882	322	329
WP_004755430.1	lcl|NZ_JASEXJ010000033.1_cds_WP_004466638.1_3181	27.010	311	329
WP_004755430.1	lcl|NZ_JASEXJ010000013.1_cds_WP_046951346.1_2228	29.804	255	329
WP_004755430.1	lcl|NZ_JASEXJ010000037.1_cds_WP_061205836.1_3259	24.907	269	329
WP_004755430.1	lcl|NZ_JASEXJ010000041.1_cds_WP_282968181.1_3316	25.890	309	329
WP_004755430.1	lcl|NZ_JASEXJ010000041.1_cds_WP_004472325.1_3318	29.658	263	329
WP_004755430.1	lcl|NZ_JASEXJ010000003.1_cds_WP_032916356.1_943	25.797	345	329
WP_004755430.1	lcl|NZ_JASEXJ010000013.1_cds_WP_004472299.1_2222	25.633	316	329
WP_004755430.1	lcl|NZ_JASEXJ010000051.1_cds_WP_282968211.1_3405	26.050	238	329
WP_004755430.1	lcl|NZ_JASEXJ010000010.1_cds_WP_282967845.1_553	27.652	264	329
WP_004755430.1	lcl|NZ_JASEXJ010000003.1_cds_WP_061205801.1_996	26.923	286	329
WP_004755430.1	lcl|NZ_JASEXJ010000035.1_cds_WP_282965630.1_3212	24.471	331	329
WP_004755430.1	lcl|NZ_JASEXJ010000037.1_cds_WP_004479573.1_3261	30.460	174	329
WP_004755430.1	lcl|NZ_JASEXJ010000051.1_cds_WP_282962410.1_3404	23.982	221	329
WP_004758405.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967933.1_2226	90.262	267	267
WP_004758405.1	lcl|NZ_JASEXJ010000037.1_cds_WP_282968160.1_3262	25.498	251	267
WP_004758405.1	lcl|NZ_JASEXJ010000046.1_cds_WP_282968198.1_3370	25.751	233	267
WP_004758405.1	lcl|NZ_JASEXJ010000027.1_cds_WP_004466848.1_2983	30.808	198	267
WP_004758405.1	lcl|NZ_JASEXJ010000030.1_cds_WP_282962416.1_3070	26.842	190	267
WP_004758405.1	lcl|NZ_JASEXJ010000004.1_cds_WP_016754360.1_1142	26.882	186	267
WP_004758405.1	lcl|NZ_JASEXJ010000033.1_cds_WP_004487808.1_3180	25.789	190	267
WP_016748627.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967934.1_2227	88.409	509	509
WP_016748627.1	lcl|NZ_JASEXJ010000014.1_cds_WP_004463881.1_2280	27.607	326	509
WP_016748627.1	lcl|NZ_JASEXJ010000014.1_cds_WP_004460640.1_2279	33.333	90	509
WP_016748627.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967934.1_2227	88.409	509	509
WP_016748627.1	lcl|NZ_JASEXJ010000014.1_cds_WP_004463881.1_2280	27.607	326	509
WP_016748627.1	lcl|NZ_JASEXJ010000014.1_cds_WP_004460640.1_2279	33.333	90	509
WP_004755319.1	lcl|NZ_JASEXJ010000013.1_cds_WP_046951346.1_2228	93.939	330	330
WP_004755319.1	lcl|NZ_JASEXJ010000013.1_cds_WP_282967932.1_2225	29.642	307	330
WP_004755319.1	lcl|NZ_JASEXJ010000004.1_cds_WP_004461234.1_1112	24.908	273	330
WP_004755319.1	lcl|NZ_JASEXJ010000041.1_cds_WP_004472325.1_3318	25.407	307	330
WP_004755319.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004471108.1_308	28.261	276	330
WP_004755319.1	lcl|NZ_JASEXJ010000030.1_cds_WP_004465060.1_3069	27.246	334	330
WP_004755319.1	lcl|NZ_JASEXJ010000041.1_cds_WP_282968181.1_3316	30.631	222	330
WP_004755319.1	lcl|NZ_JASEXJ010000003.1_cds_WP_032916356.1_943	25.909	220	330
WP_004755319.1	lcl|NZ_JASEXJ010000041.1_cds_WP_004485949.1_3323	25.623	281	330
WP_004755319.1	lcl|NZ_JASEXJ010000035.1_cds_WP_282965630.1_3212	24.280	243	330
WP_004755319.1	lcl|NZ_JASEXJ010000002.1_cds_WP_004487738.1_424	29.482	251	330
WP_004755319.1	lcl|NZ_JASEXJ010000033.1_cds_WP_004466638.1_3181	27.143	140	330
WP_004755319.1	lcl|NZ_JASEXJ010000010.1_cds_WP_282967845.1_553	27.778	126	330
WP_004755319.1	lcl|NZ_JASEXJ010000037.1_cds_WP_061205836.1_3259	23.881	268	330
WP_004754883.1	lcl|NZ_JASEXJ010000013.1_cds_WP_004485964.1_2229	92.896	366	366
WP_004754883.1	lcl|NZ_JASEXJ010000013.1_cds_WP_061220366.1_2230	39.891	366	366
WP_004754883.1	lcl|NZ_JASEXJ010000062.1_cds_WP_004485946.1_3438	33.056	360	366
WP_004754883.1	lcl|NZ_JASEXJ010000045.1_cds_WP_004462146.1_3362	32.558	344	366
WP_004754883.1	lcl|NZ_JASEXJ010000027.1_cds_WP_004466571.1_2977	28.989	376	366
WP_004754883.1	lcl|NZ_JASEXJ010000046.1_cds_WP_004472186.1_3374	28.011	357	366
WP_004754883.1	lcl|NZ_JASEXJ010000006.1_cds_WP_004465893.1_815	31.025	361	366
