WP_004753574.1	lcl|NZ_VCHG01000065.1_cds_WP_000340715.1_3036	94.186	86	106
WP_004755091.1	lcl|NZ_VCHG01000065.1_cds_WP_000410266.1_3035	96.497	314	314
WP_004755091.1	lcl|NZ_VCHG01000007.1_cds_WP_000744698.1_3149	24.471	331	314
WP_004755091.1	lcl|NZ_VCHG01000065.1_cds_WP_000646254.1_3032	26.866	268	314
WP_004755091.1	lcl|NZ_VCHG01000056.1_cds_WP_000723091.1_2759	23.264	288	314
WP_004777161.1	lcl|NZ_VCHG01000065.1_cds_WP_000604525.1_3034	93.699	365	365
WP_004766667.1	lcl|NZ_VCHG01000065.1_cds_WP_000884059.1_3033	96.757	185	185
WP_004766667.1	lcl|NZ_VCHG01000061.1_cds_WP_000351733.1_2959	40.714	140	185
WP_004755430.1	lcl|NZ_VCHG01000065.1_cds_WP_000646254.1_3032	97.568	329	329
WP_004755430.1	lcl|NZ_VCHG01000007.1_cds_WP_000744698.1_3149	32.381	315	329
WP_004755430.1	lcl|NZ_VCHG01000056.1_cds_WP_000723091.1_2759	30.746	335	329
WP_004755430.1	lcl|NZ_VCHG01000010.1_cds_WP_002072074.1_198	31.613	310	329
WP_004755430.1	lcl|NZ_VCHG01000004.1_cds_WP_000649924.1_2142	29.573	328	329
WP_004755430.1	lcl|NZ_VCHG01000114.1_cds_WP_000709508.1_389	29.231	325	329
WP_004755430.1	lcl|NZ_VCHG01000010.1_cds_WP_000688696.1_178	29.455	275	329
WP_004755430.1	lcl|NZ_VCHG01000065.1_cds_WP_001067557.1_3029	27.541	305	329
WP_004755430.1	lcl|NZ_VCHG01000030.1_cds_WP_000475901.1_1793	27.132	258	329
WP_004755430.1	lcl|NZ_VCHG01000065.1_cds_WP_000410266.1_3035	25.786	318	329
WP_004755430.1	lcl|NZ_VCHG01000002.1_cds_WP_001074779.1_1093	28.679	265	329
WP_004755430.1	lcl|NZ_VCHG01000003.1_cds_WP_001003560.1_1716	24.852	338	329
WP_004755430.1	lcl|NZ_VCHG01000095.1_cds_WP_000378097.1_3695	24.419	172	329
WP_004758405.1	lcl|NZ_VCHG01000065.1_cds_WP_000774259.1_3031	93.633	267	267
WP_004758405.1	lcl|NZ_VCHG01000056.1_cds_WP_000842260.1_2758	26.842	190	267
WP_004758405.1	lcl|NZ_VCHG01000010.1_cds_WP_000667727.1_156	30.909	110	267
WP_004758405.1	lcl|NZ_VCHG01000022.1_cds_WP_000805357.1_1301	27.660	188	267
WP_016748627.1	lcl|NZ_VCHG01000065.1_cds_WP_002072162.1_3030	97.250	509	509
WP_016748627.1	lcl|NZ_VCHG01000002.1_cds_WP_000291581.1_1165	27.469	324	509
WP_016748627.1	lcl|NZ_VCHG01000002.1_cds_WP_000364504.1_1164	31.111	90	509
WP_016748627.1	lcl|NZ_VCHG01000065.1_cds_WP_002072162.1_3030	97.250	509	509
WP_016748627.1	lcl|NZ_VCHG01000002.1_cds_WP_000291581.1_1165	27.469	324	509
WP_016748627.1	lcl|NZ_VCHG01000002.1_cds_WP_000364504.1_1164	31.111	90	509
WP_004755319.1	lcl|NZ_VCHG01000065.1_cds_WP_001067557.1_3029	96.667	330	330
WP_004755319.1	lcl|NZ_VCHG01000065.1_cds_WP_000646254.1_3032	29.316	307	330
WP_004755319.1	lcl|NZ_VCHG01000010.1_cds_WP_002072074.1_198	25.000	272	330
WP_004755319.1	lcl|NZ_VCHG01000007.1_cds_WP_000744698.1_3149	26.582	316	330
WP_004755319.1	lcl|NZ_VCHG01000056.1_cds_WP_000723091.1_2759	24.625	333	330
WP_004755319.1	lcl|NZ_VCHG01000003.1_cds_WP_001003560.1_1716	27.888	251	330
WP_004755319.1	lcl|NZ_VCHG01000004.1_cds_WP_000649924.1_2142	29.644	253	330
WP_004755319.1	lcl|NZ_VCHG01000010.1_cds_WP_000688696.1_178	25.792	221	330
WP_004754883.1	lcl|NZ_VCHG01000065.1_cds_WP_001198107.1_3028	95.902	366	366
WP_004754883.1	lcl|NZ_VCHG01000065.1_cds_WP_000608294.1_3027	39.726	365	366
WP_004754883.1	lcl|NZ_VCHG01000030.1_cds_WP_000575181.1_1782	33.705	359	366
WP_004754883.1	lcl|NZ_VCHG01000095.1_cds_WP_000172659.1_3696	31.937	382	366
WP_004754883.1	lcl|NZ_VCHG01000010.1_cds_WP_001281953.1_162	28.232	379	366
WP_004754883.1	lcl|NZ_VCHG01000106.1_cds_WP_000228801.1_266	33.136	338	366
WP_004754883.1	lcl|NZ_VCHG01000062.1_cds_WP_000538754.1_2974	29.412	357	366
WP_004754883.1	lcl|NZ_VCHG01000014.1_cds_WP_001982414.1_702	31.579	190	366
WP_016560370.1	lcl|NZ_VCHG01000065.1_cds_WP_000608294.1_3027	96.730	367	367
WP_016560370.1	lcl|NZ_VCHG01000065.1_cds_WP_001198107.1_3028	39.178	365	367
WP_016560370.1	lcl|NZ_VCHG01000030.1_cds_WP_000575181.1_1782	35.772	369	367
WP_016560370.1	lcl|NZ_VCHG01000095.1_cds_WP_000172659.1_3696	31.967	366	367
WP_016560370.1	lcl|NZ_VCHG01000062.1_cds_WP_000538754.1_2974	31.649	376	367
WP_016560370.1	lcl|NZ_VCHG01000106.1_cds_WP_000228801.1_266	33.243	367	367
WP_016560370.1	lcl|NZ_VCHG01000010.1_cds_WP_001281953.1_162	30.423	378	367
WP_016560370.1	lcl|NZ_VCHG01000014.1_cds_WP_001982414.1_702	25.140	358	367
WP_004755296.1	lcl|NZ_VCHG01000065.1_cds_WP_000689740.1_3026	91.728	544	544
WP_004755296.1	lcl|NZ_VCHG01000065.1_cds_WP_000689740.1_3026	91.728	544	544
WP_002740998.1	lcl|NZ_VCHG01000065.1_cds_WP_000342716.1_3025	94.717	265	265
WP_002740998.1	lcl|NZ_VCHG01000038.1_cds_WP_001002662.1_2089	46.091	243	265
WP_004777170.1	lcl|NZ_VCHG01000065.1_cds_WP_001246619.1_3024	94.194	310	310
WP_004777170.1	lcl|NZ_VCHG01000138.1_cds_WP_000501205.1_653	36.513	304	310
WP_004777170.1	lcl|NZ_VCHG01000052.1_cds_WP_001183721.1_2682	26.471	306	310
WP_004777170.1	lcl|NZ_VCHG01000001.1_cds_WP_000279896.1_119	22.901	262	310
