WP_004753574.1	lcl|NZ_AFJZ01000786.1_cds_WP_000340715.1_44	94.186	86	106
WP_004755091.1	lcl|NZ_AFJZ01000786.1_cds_WP_000410271.1_43	96.390	277	314
WP_004755091.1	lcl|NZ_AFJZ01000316.1_cds_LEP2GSC100_RS21845_2355	100.000	33	314
WP_004755091.1	lcl|NZ_AFJZ01000316.1_cds_WP_000093099.1_2335	57.143	63	314
WP_004755091.1	lcl|NZ_AFJZ01000285.1_cds_WP_000744700.1_2876	24.471	331	314
WP_004755091.1	lcl|NZ_AFJZ01000316.1_cds_WP_000646250.1_2352	27.239	268	314
WP_004755091.1	lcl|NZ_AFJZ01000718.1_cds_WP_000723090.1_332	22.917	288	314
WP_004755091.1	lcl|NZ_AFJZ01000365.1_cds_WP_000600889.1_1861	24.194	186	314
WP_004777161.1	lcl|NZ_AFJZ01000316.1_cds_WP_000604524.1_2354	94.247	365	365
WP_004766667.1	lcl|NZ_AFJZ01000316.1_cds_WP_000884059.1_2353	96.757	185	185
WP_004766667.1	lcl|NZ_AFJZ01000290.1_cds_WP_000351733.1_2816	40.714	140	185
WP_004755430.1	lcl|NZ_AFJZ01000316.1_cds_WP_000646250.1_2352	97.568	329	329
WP_004755430.1	lcl|NZ_AFJZ01000285.1_cds_WP_000744700.1_2876	32.381	315	329
WP_004755430.1	lcl|NZ_AFJZ01000718.1_cds_WP_000723090.1_332	31.045	335	329
WP_004755430.1	lcl|NZ_AFJZ01000365.1_cds_WP_000600889.1_1861	31.677	322	329
WP_004755430.1	lcl|NZ_AFJZ01000545.1_cds_WP_001984071.1_827	31.935	310	329
WP_004755430.1	lcl|NZ_AFJZ01000406.1_cds_WP_000649928.1_1586	29.573	328	329
WP_004755430.1	lcl|NZ_AFJZ01000721.1_cds_WP_000709511.1_303	29.730	333	329
WP_004755430.1	lcl|NZ_AFJZ01000170.1_cds_WP_000601375.1_3257	25.000	300	329
WP_004755430.1	lcl|NZ_AFJZ01000497.1_cds_WP_000688695.1_1212	29.091	275	329
WP_004755430.1	lcl|NZ_AFJZ01000316.1_cds_WP_001067557.1_2349	27.541	305	329
WP_004755430.1	lcl|NZ_AFJZ01000132.1_cds_WP_000475899.1_3385	26.908	249	329
WP_004755430.1	lcl|NZ_AFJZ01000786.1_cds_WP_000410271.1_43	26.882	279	329
WP_004755430.1	lcl|NZ_AFJZ01000363.1_cds_WP_001074785.1_1885	29.057	265	329
WP_004755430.1	lcl|NZ_AFJZ01000711.1_cds_WP_001003555.1_423	25.148	338	329
WP_004755430.1	lcl|NZ_AFJZ01000189.1_cds_WP_000487322.1_3213	26.994	326	329
WP_004758405.1	lcl|NZ_AFJZ01000316.1_cds_WP_000774262.1_2351	93.633	267	267
WP_004758405.1	lcl|NZ_AFJZ01000189.1_cds_WP_000859505.1_3212	26.693	251	267
WP_004758405.1	lcl|NZ_AFJZ01000175.1_cds_WP_000800438.1_3242	25.630	238	267
WP_004758405.1	lcl|NZ_AFJZ01000718.1_cds_WP_000842260.1_333	26.842	190	267
WP_004758405.1	lcl|NZ_AFJZ01000389.1_cds_WP_000667727.1_1729	30.909	110	267
WP_004758405.1	lcl|NZ_AFJZ01000110.1_cds_WP_000805357.1_3486	27.660	188	267
