WP_004753574.1	lcl|NZ_JADDXG010000046.1_cds_WP_000340715.1_2707	94.186	86	106
WP_004755091.1	lcl|NZ_JADDXG010000046.1_cds_WP_000410266.1_2708	96.497	314	314
WP_004755091.1	lcl|NZ_JADDXG010000013.1_cds_WP_000744698.1_324	24.471	331	314
WP_004755091.1	lcl|NZ_JADDXG010000046.1_cds_WP_000646254.1_2711	26.866	268	314
WP_004755091.1	lcl|NZ_JADDXG010000064.1_cds_WP_000723091.1_3383	23.264	288	314
WP_004777161.1	lcl|NZ_JADDXG010000046.1_cds_WP_000604525.1_2709	93.699	365	365
WP_004766667.1	lcl|NZ_JADDXG010000046.1_cds_WP_000884059.1_2710	96.757	185	185
WP_004766667.1	lcl|NZ_JADDXG010000001.1_cds_WP_000351733.1_978	40.714	140	185
WP_004755430.1	lcl|NZ_JADDXG010000046.1_cds_WP_000646254.1_2711	97.568	329	329
WP_004755430.1	lcl|NZ_JADDXG010000013.1_cds_WP_000744698.1_324	32.381	315	329
WP_004755430.1	lcl|NZ_JADDXG010000064.1_cds_WP_000723091.1_3383	30.746	335	329
WP_004755430.1	lcl|NZ_JADDXG010000014.1_cds_WP_002072074.1_410	31.613	310	329
WP_004755430.1	lcl|NZ_JADDXG010000003.1_cds_WP_000649924.1_2446	29.573	328	329
WP_004755430.1	lcl|NZ_JADDXG010000014.1_cds_WP_000709508.1_420	29.231	325	329
WP_004755430.1	lcl|NZ_JADDXG010000014.1_cds_WP_000688696.1_390	29.455	275	329
WP_004755430.1	lcl|NZ_JADDXG010000046.1_cds_WP_001067557.1_2714	27.541	305	329
WP_004755430.1	lcl|NZ_JADDXG010000024.1_cds_WP_000475901.1_1359	27.132	258	329
WP_004755430.1	lcl|NZ_JADDXG010000046.1_cds_WP_000410266.1_2708	25.786	318	329
WP_004755430.1	lcl|NZ_JADDXG010000005.1_cds_WP_001074779.1_3259	28.679	265	329
WP_004755430.1	lcl|NZ_JADDXG010000006.1_cds_WP_001003560.1_3500	24.852	338	329
WP_004755430.1	lcl|NZ_JADDXG010000024.1_cds_WP_000378097.1_1325	24.419	172	329
WP_004758405.1	lcl|NZ_JADDXG010000046.1_cds_WP_000774259.1_2712	93.633	267	267
