WP_004753574.1	lcl|NZ_MTJU01000042.1_cds_WP_000340715.1_350	94.186	86	106
WP_004755091.1	lcl|NZ_MTJU01000042.1_cds_WP_000410266.1_349	96.497	314	314
WP_004755091.1	lcl|NZ_MTJU01000001.1_cds_WP_000744698.1_988	24.471	331	314
WP_004755091.1	lcl|NZ_MTJU01000042.1_cds_WP_000646254.1_346	26.866	268	314
WP_004755091.1	lcl|NZ_MTJU01000039.1_cds_WP_000723091.1_2287	23.264	288	314
WP_004777161.1	lcl|NZ_MTJU01000042.1_cds_WP_000604525.1_348	93.699	365	365
WP_004766667.1	lcl|NZ_MTJU01000042.1_cds_WP_000884059.1_347	96.757	185	185
WP_004766667.1	lcl|NZ_MTJU01000037.1_cds_WP_000351733.1_3037	40.714	140	185
WP_004755430.1	lcl|NZ_MTJU01000042.1_cds_WP_000646254.1_346	97.568	329	329
WP_004755430.1	lcl|NZ_MTJU01000001.1_cds_WP_000744698.1_988	32.381	315	329
WP_004755430.1	lcl|NZ_MTJU01000039.1_cds_WP_000723091.1_2287	30.746	335	329
WP_004755430.1	lcl|NZ_MTJU01000056.1_cds_WP_002072074.1_51	31.613	310	329
WP_004755430.1	lcl|NZ_MTJU01000005.1_cds_WP_000649924.1_686	29.573	328	329
WP_004755430.1	lcl|NZ_MTJU01000056.1_cds_WP_000709508.1_61	29.231	325	329
WP_004755430.1	lcl|NZ_MTJU01000056.1_cds_WP_000688696.1_31	29.455	275	329
WP_004755430.1	lcl|NZ_MTJU01000042.1_cds_WP_001067557.1_343	27.541	305	329
WP_004755430.1	lcl|NZ_MTJU01000040.1_cds_WP_000475901.1_2734	27.132	258	329
WP_004755430.1	lcl|NZ_MTJU01000042.1_cds_WP_000410266.1_349	25.786	318	329
WP_004755430.1	lcl|NZ_MTJU01000034.1_cds_WP_001074779.1_3369	28.679	265	329
WP_004755430.1	lcl|NZ_MTJU01000061.1_cds_WP_001003560.1_2027	24.852	338	329
WP_004755430.1	lcl|NZ_MTJU01000065.1_cds_WP_000378097.1_2881	24.419	172	329
WP_004758405.1	lcl|NZ_MTJU01000042.1_cds_WP_000774259.1_345	93.633	267	267
WP_004758405.1	lcl|NZ_MTJU01000039.1_cds_WP_000842260.1_2286	26.842	190	267
WP_004758405.1	lcl|NZ_MTJU01000056.1_cds_WP_000667727.1_9	30.909	110	267
WP_004758405.1	lcl|NZ_MTJU01000009.1_cds_WP_000805357.1_1458	27.660	188	267
WP_016748627.1	lcl|NZ_MTJU01000042.1_cds_WP_002072162.1_344	97.250	509	509
WP_016748627.1	lcl|NZ_MTJU01000034.1_cds_WP_000291581.1_3297	27.469	324	509
WP_016748627.1	lcl|NZ_MTJU01000034.1_cds_WP_000364504.1_3298	31.111	90	509
WP_016748627.1	lcl|NZ_MTJU01000042.1_cds_WP_002072162.1_344	97.250	509	509
WP_016748627.1	lcl|NZ_MTJU01000034.1_cds_WP_000291581.1_3297	27.469	324	509
WP_016748627.1	lcl|NZ_MTJU01000034.1_cds_WP_000364504.1_3298	31.111	90	509
WP_004755319.1	lcl|NZ_MTJU01000042.1_cds_WP_001067557.1_343	96.667	330	330
WP_004755319.1	lcl|NZ_MTJU01000042.1_cds_WP_000646254.1_346	29.316	307	330
WP_004755319.1	lcl|NZ_MTJU01000056.1_cds_WP_002072074.1_51	25.000	272	330
WP_004755319.1	lcl|NZ_MTJU01000001.1_cds_WP_000744698.1_988	26.582	316	330
WP_004755319.1	lcl|NZ_MTJU01000039.1_cds_WP_000723091.1_2287	24.625	333	330
WP_004755319.1	lcl|NZ_MTJU01000061.1_cds_WP_001003560.1_2027	27.888	251	330
